Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
27/04/2025 03:47 a. m.,Ordeño,09:28,5.48,1,,,TD,TD,0,,0.36,0.48,0.42,0.00,0,416,346,0,4.60,4.65,4.84,0.00,VMS 2,,Tanque,,0.72,0.78,0.72,0.00,1.60,1.84,2.04,0.00
28/04/2025 08:59 a. m.,Ordeño,10:28,6.11,1,,,TD,TD,0,,0.42,0.48,0.42,0.00,0,0,0,0,4.53,4.52,4.75,0.00,VMS 2,,Tanque,,0.72,0.84,0.72,0.00,1.74,2.08,2.29,0.00
29/04/2025 06:55 a. m.,Ordeño,08:11,4.74,1,,,TD,TD,0,,0.42,0.42,0.42,0.18,0,0,0,0,4.41,4.37,4.61,4.76,VMS 2,,Tanque,,0.84,0.78,0.72,0.42,1.38,1.49,1.80,0.07
29/04/2025 07:19 p. m.,Ordeño,08:59,5.18,2,,,,,0,,0.36,0.42,0.30,0.54,0,0,0,0,4.32,4.62,4.75,4.13,VMS 2,,Tanque,,0.60,0.72,0.54,0.90,0.87,1.05,0.70,2.56
01/05/2025 03:17 a. m.,Ordeño,10:33,9.32,1,,,,,0,,0.48,0.48,0.42,0.42,0,371,0,0,6.01,6.13,6.12,5.19,VMS 2,,Tanque,,0.78,0.78,0.78,0.78,2.26,2.57,2.87,1.62
02/05/2025 03:16 a. m.,Ordeño,08:43,5.26,1,,,TI,TI,0,,0.42,0.42,0.00,0.42,0,0,0,0,4.43,4.58,0.00,4.64,VMS 2,,Tanque,,0.96,0.72,0.00,0.96,1.55,1.79,0.00,1.92
02/05/2025 03:13 p. m.,Ordeño,06:24,4.18,2,,,,,1,,0.36,0.42,0.36,0.36,0,0,0,0,4.40,4.63,4.94,5.13,VMS 2,,Tanque,,0.60,0.72,0.66,0.84,0.89,1.04,1.20,1.05
03/05/2025 12:33 a. m.,Ordeño,09:48,2.55,1,,TD,,TD,0,,0.36,0.42,0.36,0.30,0,0,0,0,4.33,4.47,4.56,4.36,VMS 2,,Tanque,,0.72,0.78,0.78,0.54,0.84,0.83,0.74,0.14
03/05/2025 11:29 p. m.,Ordeño,06:39,0.00,2,,,Todos,Todos,0,,0.00,0.00,0.00,0.00,0,0,0,0,0.00,0.00,0.00,0.00,VMS 2,,Tanque,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04/05/2025 08:22 p. m.,Ordeño,11:16,7.98,1,,,,DI,1,"DD,TI",0.00,0.48,0.42,0.54,0,629,446,0,0.00,7.17,6.50,4.80,VMS 2,,Tanque,,0.00,0.78,0.90,1.02,0.00,2.49,3.01,2.48
05/05/2025 07:56 p. m.,Ordeño,10:11,4.25,1,,TI,TD,TD,1,TI,0.42,0.36,0.36,0.00,678,302,0,0,3.54,4.37,4.81,0.00,VMS 2,,Tanque,,0.72,0.66,0.90,0.00,1.59,1.37,1.29,0.00
06/05/2025 10:11 a. m.,Ordeño,08:55,5.35,1,,,,,1,TD,0.30,0.42,0.42,0.42,0,0,0,0,4.36,4.70,4.97,5.39,VMS 2,,Tanque,,0.60,0.66,0.72,1.08,0.60,1.64,1.78,1.33
06/05/2025 08:23 p. m.,Ordeño,06:46,4.50,2,,,,,0,,0.36,0.42,0.36,0.48,0,0,0,0,4.80,4.65,4.75,4.76,VMS 2,,Tanque,,0.60,0.72,0.84,0.90,0.83,1.23,0.65,1.79
07/05/2025 07:23 a. m.,Ordeño,08:20,3.80,1,,TD,,TD,0,,0.36,0.42,0.42,0.42,0,0,429,0,4.93,4.65,4.70,5.16,VMS 2,,Tanque,,0.66,0.72,0.78,1.08,1.11,1.48,1.03,0.18
07/05/2025 12:12 p. m.,Ordeño,09:26,1.87,2,,"TI,TD",,,0,TI,0.30,0.42,0.36,0.42,0,0,336,0,3.61,4.33,4.69,4.53,VMS 2,,Tanque,,0.60,0.66,0.90,0.96,0.55,0.49,0.33,0.50
07/05/2025 08:27 p. m.,Ordeño,11:01,6.71,3,,,,,0,,0.42,0.48,0.48,0.42,0,0,0,0,4.97,4.95,4.95,5.09,VMS 2,,Tanque,,0.60,0.72,0.84,0.78,0.93,1.31,3.59,0.88
07/05/2025 10:49 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
08/05/2025 12:40 p. m.,Ordeño,09:40,1.80,1,,TD,"DI,DD,TI","DI,DD,TI",0,,0.00,0.00,0.00,0.48,0,0,0,0,0.00,0.00,0.00,5.09,VMS 2,,Tanque,,0.00,0.00,0.00,0.90,0.00,0.00,0.00,1.80
08/05/2025 10:16 p. m.,Ordeño,10:00,3.96,2,,,"DI,TI","DI,TI",0,,0.00,0.60,0.00,0.36,0,500,0,0,0.00,5.41,0.00,4.56,VMS 2,,Tanque,,0.00,0.90,0.00,0.72,0.00,3.38,0.00,0.58
09/05/2025 10:11 p. m.,Ordeño,10:44,6.72,1,,,,"DI,TI",0,TD,0.00,0.54,0.00,0.60,0,615,0,0,0.00,4.71,0.00,7.64,VMS 2,,Tanque,,0.00,0.78,0.00,1.02,0.00,2.51,0.00,4.21
10/05/2025 12:06 p. m.,Ordeño,09:04,5.80,1,,,,,0,,0.42,0.48,0.42,0.36,795,0,642,0,4.29,4.13,4.00,4.20,VMS 2,,Tanque,,0.78,0.72,0.90,0.72,1.33,1.59,2.02,0.86
11/05/2025 09:17 a. m.,Ordeño,09:30,8.16,1,,,,,1,,0.36,0.54,0.36,0.48,0,0,0,0,4.78,4.55,4.90,4.87,VMS 2,,Tanque,,0.72,0.78,0.72,1.08,1.19,2.95,1.40,2.62
12/05/2025 06:51 a. m.,Ordeño,10:39,11.39,1,,,,,1,,0.48,0.54,0.42,0.54,0,0,0,0,4.89,4.60,5.09,4.91,VMS 2,,Tanque,,0.84,0.90,0.78,1.08,2.26,3.09,2.89,3.15
13/05/2025 04:05 a. m.,Ordeño,10:37,5.22,1,,TI,"DI,TI","DI,TI",0,,0.00,0.54,0.36,0.48,0,0,0,0,0.00,4.25,3.28,4.48,VMS 2,,Tanque,,0.00,0.84,0.96,0.96,0.00,2.49,0.13,2.60
14/05/2025 01:09 a. m.,Ordeño,12:41,13.63,1,,,,,1,"DI,TI",0.54,0.54,0.48,0.48,380,310,459,0,6.18,4.43,5.56,4.67,VMS 2,,Tanque,,0.96,0.90,0.84,0.96,3.28,3.04,4.34,2.97
14/05/2025 10:46 a. m.,Ordeño,08:23,4.27,2,,,,,0,,0.42,0.42,0.36,0.36,0,0,372,0,4.09,4.13,4.25,4.41,VMS 2,,Tanque,,0.66,0.78,0.84,0.60,0.67,1.52,0.98,1.10
15/05/2025 02:29 a. m.,Ordeño,12:29,6.73,1,,TD,,,0,,0.36,0.54,0.42,0.36,0,0,0,0,4.69,4.33,4.89,4.39,VMS 2,,Tanque,,0.72,0.84,1.20,0.72,1.38,2.50,2.05,0.80
15/05/2025 02:26 p. m.,Ordeño,10:33,8.61,2,,,,,0,,0.36,0.48,0.42,0.60,0,0,0,0,4.70,4.41,4.83,4.62,VMS 2,,Tanque,,0.60,0.78,0.90,1.14,1.23,1.80,1.77,3.81
16/05/2025 04:26 a. m.,Ordeño,09:08,7.75,1,,,,,0,,0.42,0.48,0.42,0.48,0,342,0,0,4.27,4.18,4.56,4.67,VMS 2,,Tanque,,0.78,0.90,0.66,0.84,1.64,2.15,2.12,1.84
16/05/2025 03:15 p. m.,Ordeño,08:28,5.87,2,,,,,0,,0.42,0.48,0.36,0.42,0,0,0,0,3.99,3.97,4.33,4.39,VMS 2,,Tanque,,0.72,0.84,0.78,0.78,1.21,1.55,1.58,1.53
17/05/2025 07:41 a. m.,Ordeño,11:34,7.68,1,,TD,,,0,,0.42,0.48,0.48,0.42,0,0,0,0,4.46,4.04,3.93,4.34,VMS 2,,Tanque,,0.72,0.90,0.84,0.90,2.06,2.54,2.56,0.52
17/05/2025 11:43 p. m.,Ordeño,12:31,4.79,2,,TI,"TI,TD",TD,0,,0.42,0.54,0.36,0.00,0,0,0,0,3.94,4.25,3.15,0.00,VMS 2,,Tanque,,0.72,0.96,0.96,0.00,2.00,2.54,0.25,0.00
18/05/2025 11:36 a. m.,Ordeño,13:27,6.10,1,,,,"DI,TD",0,,0.00,0.48,0.48,0.00,0,0,0,0,0.00,4.20,4.83,0.00,VMS 2,,Tanque,,0.00,0.78,1.20,0.00,0.00,2.09,4.01,0.00
18/05/2025 07:55 p. m.,Ordeño,11:36,4.51,2,,"TI,TD","TI,TD",TI,1,TD,0.42,0.42,0.30,0.42,0,0,0,0,3.95,3.94,2.88,7.24,VMS 2,,Tanque,,0.84,0.72,0.72,0.66,2.58,1.35,0.17,0.41
19/05/2025 04:10 a. m.,Ordeño,08:46,7.60,1,,,,,1,TD,0.36,0.42,0.42,0.54,0,0,0,0,3.82,4.12,4.41,6.14,VMS 2,,Tanque,,0.66,0.66,0.84,1.14,1.03,1.54,2.28,2.75
19/05/2025 03:00 p. m.,Ordeño,08:25,5.49,2,,,TD,,1,TD,0.36,0.42,0.42,0.42,0,0,0,0,3.94,4.08,4.41,4.93,VMS 2,,Tanque,,0.60,0.78,0.72,0.78,1.38,1.96,1.78,0.37
19/05/2025 10:41 p. m.,Ordeño,09:46,2.61,3,,,TD,TI,1,TD,0.30,0.42,0.00,0.30,0,0,0,0,3.49,3.95,0.00,4.76,VMS 2,,Tanque,,0.66,0.84,0.00,0.66,0.76,1.33,0.00,0.52
20/05/2025 06:01 a. m.,Ordeño,10:31,5.38,1,,,,,1,TD,0.36,0.36,0.42,0.36,0,0,0,0,3.82,3.94,4.37,5.08,VMS 2,,Tanque,,0.78,0.60,0.84,0.60,0.70,1.26,2.65,0.77
20/05/2025 07:28 p. m.,Ordeño,09:04,8.17,2,,,,,1,TD,0.42,0.48,0.42,0.42,0,0,0,0,4.08,4.21,4.34,5.46,VMS 2,,Tanque,,0.78,0.96,0.78,1.08,2.37,2.46,2.43,0.91
21/05/2025 12:16 p. m.,Ordeño,13:31,1.83,1,,,"DD,TI,TD","DD,TI,TD",0,,0.36,0.00,0.00,0.00,0,0,0,0,3.88,0.00,0.00,0.00,VMS 2,,Tanque,,0.60,0.00,0.00,0.00,1.83,0.00,0.00,0.00
22/05/2025 12:13 a. m.,Ordeño,10:38,8.36,1,,,,DI,1,DD,0.00,0.48,0.54,0.42,0,0,0,0,0.00,7.50,6.21,5.84,VMS 2,,Tanque,,0.00,0.90,0.96,0.90,0.00,3.12,3.91,1.33
22/05/2025 08:59 a. m.,Ordeño,05:32,1.79,2,,TD,DI,"DI,TD",0,TD,0.00,0.36,0.36,0.30,0,0,489,0,0.00,3.66,3.78,6.03,VMS 2,,Tanque,,0.00,0.66,0.66,0.72,0.00,0.74,0.93,0.12
22/05/2025 06:56 p. m.,Ordeño,08:57,6.28,3,,,,DI,0,TD,0.00,0.36,0.42,0.54,0,0,0,0,0.00,4.32,4.49,5.28,VMS 2,,Tanque,,0.00,0.72,0.72,1.14,0.00,1.41,1.62,3.25
23/05/2025 01:51 a. m.,Ordeño,11:34,5.87,1,,,,,1,DI,0.48,0.36,0.36,0.36,0,0,0,0,6.08,4.23,4.20,4.52,VMS 2,,Tanque,,0.84,0.78,0.66,0.72,3.37,1.12,0.82,0.56
23/05/2025 03:42 p. m.,Ordeño,09:13,2.32,2,,,"DD,TI","DD,TI",0,,0.30,0.00,0.00,0.42,0,0,0,0,4.16,0.00,0.00,5.22,VMS 2,,Tanque,,0.60,0.00,0.00,0.84,1.16,0.00,0.00,1.16
23/05/2025 08:10 p. m.,Ordeño,12:11,4.28,3,,,TI,TD,0,,0.30,0.48,0.42,0.00,0,0,0,0,4.19,4.67,4.00,0.00,VMS 2,,Tanque,,0.72,0.84,1.02,0.00,0.48,3.16,0.64,0.00
24/05/2025 11:36 a. m.,Ordeño,15:29,7.99,1,,,,,0,"TI,TD",0.36,0.24,0.42,0.36,0,500,0,0,4.58,4.22,5.40,5.17,VMS 2,,Tanque,,0.78,0.42,0.78,0.78,1.86,0.21,4.57,1.35
25/05/2025 01:51 a. m.,Ordeño,12:20,7.40,1,,,,TD,1,DD,0.48,0.54,0.42,0.00,0,0,386,0,4.30,6.02,4.32,0.00,VMS 2,,Tanque,,0.84,0.90,0.66,0.00,1.99,3.88,1.53,0.00
25/05/2025 10:11 a. m.,Ordeño,06:49,3.73,2,,,,,1,TD,0.36,0.30,0.36,0.42,0,0,0,0,4.30,3.86,4.58,5.21,VMS 2,,Tanque,,0.60,0.54,0.78,0.84,1.08,0.75,0.94,0.96
26/05/2025 12:53 a. m.,Ordeño,11:40,2.36,1,,TI,"DD,TI,TD","DD,TD",0,,0.42,0.00,0.30,0.00,0,0,0,0,4.21,0.00,3.48,0.00,VMS 2,,Tanque,,0.78,0.00,0.78,0.00,2.11,0.00,0.25,0.00
26/05/2025 12:43 p. m.,Ordeño,14:04,7.54,2,,,,"DI,TD",0,,0.00,0.48,0.48,0.00,0,390,389,0,0.00,5.06,4.80,0.00,VMS 2,,Tanque,,0.00,0.84,0.90,0.00,0.00,3.41,4.13,0.00
27/05/2025 05:16 a. m.,Ordeño,11:09,8.71,1,,,,DI,1,TD,0.00,0.42,0.48,0.54,0,0,379,0,0.00,4.37,4.48,7.30,VMS 2,,Tanque,,0.00,0.84,0.90,1.26,0.00,2.44,2.83,3.44
28/05/2025 02:46 a. m.,Ordeño,12:37,13.00,1,,,,,1,"DI,TD",0.60,0.54,0.48,0.42,0,0,0,0,6.13,4.43,4.43,5.51,VMS 2,,Tanque,,1.02,0.90,0.84,0.78,3.87,3.67,4.31,1.15
28/05/2025 07:12 p. m.,Ordeño,10:52,6.54,2,,,"DI,TD",TD,1,,0.36,0.48,0.48,0.00,490,0,0,0,4.49,4.27,4.31,0.00,VMS 2,,Tanque,,0.72,0.84,0.78,0.00,0.87,2.67,3.00,0.00
29/05/2025 04:03 a. m.,Ordeño,08:43,2.55,1,,TI,"TI,TD",TD,0,,0.30,0.42,0.36,0.00,0,0,386,0,4.50,3.98,2.95,0.00,VMS 2,,Tanque,,0.60,0.78,0.72,0.00,0.77,1.44,0.34,0.00
29/05/2025 11:03 p. m.,Ordeño,14:01,14.59,2,,TD,,,1,TD,0.54,0.54,0.54,0.54,0,0,0,0,4.90,4.35,4.70,6.21,VMS 2,,Tanque,,0.84,0.96,0.96,1.32,2.82,3.63,5.03,3.11
30/05/2025 11:10 a. m.,Ordeño,09:59,8.26,1,,,,,1,TD,0.42,0.48,0.42,0.48,0,0,0,0,4.42,4.07,4.23,5.37,VMS 2,,Tanque,,0.78,0.90,0.78,1.02,1.75,2.13,2.12,2.26
30/05/2025 07:20 p. m.,Ordeño,08:33,4.35,2,,,,,0,,0.36,0.42,0.36,0.30,0,0,0,0,4.03,3.81,4.22,4.49,VMS 2,,Tanque,,0.72,0.78,0.96,0.60,1.18,1.53,1.20,0.44
31/05/2025 06:55 a. m.,Ordeño,09:24,3.66,1,,,TI,"TI,TD",0,,0.42,0.54,0.00,0.00,0,0,0,0,4.28,4.88,0.00,0.00,VMS 2,,Tanque,,0.72,0.90,0.00,0.00,1.83,1.83,0.00,0.00
31/05/2025 10:27 a. m.,Ordeño,12:51,6.19,2,,,,"DI,TD",0,,0.00,0.60,0.48,0.00,0,0,0,0,0.00,4.36,4.51,0.00,VMS 2,,Tanque,,0.00,0.96,0.84,0.00,0.00,2.83,3.36,0.00
31/05/2025 10:39 p. m.,Ordeño,11:53,7.47,3,,DI,,TD,0,,0.48,0.54,0.48,0.00,0,0,0,0,4.25,4.02,4.22,0.00,VMS 2,,Tanque,,0.96,1.02,0.90,0.00,2.14,2.55,2.78,0.00
01/06/2025 07:11 a. m.,Ordeño,10:37,2.24,1,,TD,"DD,TI,TD","DD,TI",0,,0.42,0.00,0.00,0.60,0,0,0,0,3.81,0.00,0.00,4.96,VMS 2,,Tanque,,0.78,0.00,0.00,1.08,1.90,0.00,0.00,0.34
01/06/2025 08:02 p. m.,Ordeño,11:15,6.85,2,,TD,,TI,1,TD,0.48,0.60,0.00,0.54,0,0,0,0,3.95,4.69,0.00,5.19,VMS 2,,Tanque,,0.90,1.26,0.00,0.96,2.18,3.98,0.00,0.69
02/06/2025 06:09 a. m.,Ordeño,11:22,7.24,1,,,,TI,1,TD,0.36,0.48,0.00,0.54,0,0,0,0,3.68,3.94,0.00,6.31,VMS 2,,Tanque,,0.78,0.84,0.00,1.08,1.35,1.94,0.00,3.95
02/06/2025 05:45 p. m.,Ordeño,13:36,9.66,2,,,,TD,1,TI,0.48,0.48,0.54,0.00,0,0,391,0,3.91,4.11,5.93,0.00,VMS 2,,Tanque,,0.78,1.02,0.90,0.00,2.57,2.52,4.57,0.00
03/06/2025 12:57 a. m.,Ordeño,08:56,3.91,1,,TD,TD,TD,0,TD,0.36,0.42,0.30,0.42,0,0,386,0,3.45,3.98,3.77,5.09,VMS 2,,Tanque,,0.84,0.78,0.48,0.84,1.49,1.57,0.72,0.13
03/06/2025 04:47 p. m.,Ordeño,11:13,6.14,2,,,"TI,TD","TI,TD",0,,0.48,0.54,0.00,0.00,0,0,0,0,3.90,4.16,0.00,0.00,VMS 2,,Tanque,,0.84,0.90,0.00,0.00,2.79,3.35,0.00,0.00
03/06/2025 08:09 p. m.,Ordeño,11:07,3.94,3,,TD,,TD,0,TI,0.30,0.36,0.48,0.12,0,0,0,0,3.57,3.71,4.86,3.22,VMS 2,,Tanque,,0.48,0.66,0.78,0.36,0.51,0.68,2.57,0.18
04/06/2025 07:50 a. m.,Ordeño,09:37,7.27,1,,,,,1,"TI,TD",0.42,0.48,0.48,0.42,0,0,0,0,3.86,4.07,4.67,5.55,VMS 2,,Tanque,,0.72,0.78,0.84,0.66,2.06,2.39,2.27,0.55
04/06/2025 10:56 p. m.,Ordeño,13:47,6.38,2,,TI,TI,,0,,0.48,0.60,0.48,0.48,0,0,0,0,3.83,3.97,3.48,3.94,VMS 2,,Tanque,,0.90,0.90,1.14,1.14,2.90,2.80,0.20,0.48
05/06/2025 02:30 p. m.,Ordeño,14:09,15.32,1,,,,,1,"TI,TD",0.48,0.54,0.54,0.66,0,0,0,0,3.70,3.78,5.23,8.38,VMS 2,,Tanque,,0.84,1.02,0.84,1.32,2.63,3.05,5.14,4.50
06/06/2025 02:05 a. m.,Ordeño,10:51,4.68,1,,TI,TI,TI,0,TD,0.42,0.54,0.30,0.42,0,0,0,0,3.61,3.82,3.02,4.82,VMS 2,,Tanque,,1.08,1.26,0.72,1.08,2.00,2.26,0.11,0.31
06/06/2025 04:23 p. m.,Ordeño,12:18,10.88,2,,,,,1,"TI,TD",0.54,0.54,0.48,0.42,0,0,0,0,3.95,4.11,4.70,5.27,VMS 2,,Tanque,,0.96,0.96,0.90,0.78,2.92,3.30,3.84,0.82
07/06/2025 02:34 a. m.,Ordeño,10:38,6.22,1,,,,TD,0,TI,0.48,0.48,0.42,0.00,0,0,0,0,3.77,3.91,4.50,0.00,VMS 2,,Tanque,,0.84,0.78,0.78,0.00,2.03,2.30,1.89,0.00
07/06/2025 02:16 p. m.,Ordeño,13:15,2.18,2,,,"DD,TI","DD,TI,TD",0,,0.42,0.00,0.00,0.00,0,0,0,0,3.83,0.00,0.00,0.00,VMS 2,,Tanque,,0.78,0.00,0.00,0.00,2.18,0.00,0.00,0.00
07/06/2025 09:28 p. m.,Ordeño,13:16,9.46,3,,,,TD,1,TI,0.36,0.54,0.48,0.00,0,0,0,0,3.63,4.38,4.66,0.00,VMS 2,,Tanque,,0.84,0.96,0.96,0.00,1.51,4.05,3.90,0.00
08/06/2025 02:27 p. m.,Ordeño,11:43,15.29,1,,,,,1,TD,0.48,0.54,0.48,0.60,0,0,0,0,4.16,4.19,4.44,6.38,VMS 2,,Tanque,,0.84,0.96,0.84,1.14,3.41,3.48,3.49,4.91
09/06/2025 02:54 a. m.,Ordeño,10:50,7.21,1,,,,,1,TD,0.48,0.42,0.42,0.42,0,0,0,370,3.78,4.17,4.22,4.86,VMS 2,,Tanque,,0.90,1.14,0.78,0.72,2.15,1.83,2.42,0.81
09/06/2025 05:16 p. m.,Ordeño,12:59,9.89,2,,,,,1,TD,0.48,0.60,0.54,0.42,0,0,0,0,4.09,4.25,4.51,5.30,VMS 2,,Tanque,,0.96,0.96,0.96,0.78,2.80,3.19,3.14,0.76
09/06/2025 08:04 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
10/06/2025 03:57 a. m.,Ordeño,08:19,6.43,1,,TI,,DI,1,TD,0.00,0.54,0.42,0.42,0,0,0,0,0.00,4.13,4.31,5.30,VMS 2,,Tanque,,0.00,0.90,0.84,1.08,0.00,2.48,2.16,1.79
10/06/2025 06:35 p. m.,Ordeño,09:47,1.74,2,,"DI,DD",Todos,"TI,TD",0,,0.42,0.60,0.00,0.00,0,0,0,0,4.60,4.59,0.00,0.00,VMS 2,,Tanque,,1.14,1.08,0.00,0.00,0.60,1.14,0.00,0.00
11/06/2025 01:08 a. m.,Ordeño,13:27,7.36,1,,"DI,TI",,"TI,TD",0,DI,0.60,0.60,0.36,0.00,0,0,0,0,5.81,4.19,4.36,0.00,VMS 2,,Tanque,,1.02,1.08,0.60,0.00,3.58,3.62,0.16,0.00
11/06/2025 02:45 p. m.,Ordeño,12:02,2.11,2,,DD,"DD,TI,TD","TI,TD",0,,0.48,0.48,0.00,0.00,0,0,0,0,4.28,4.81,0.00,0.00,VMS 2,,Tanque,,0.84,0.96,0.00,0.00,1.50,0.61,0.00,0.00
12/06/2025 12:44 a. m.,Ordeño,13:52,14.86,1,,,,,0,TD,0.48,0.66,0.48,0.60,0,0,0,0,4.68,4.79,5.29,6.14,VMS 2,,Tanque,,0.90,1.08,0.90,1.32,1.61,4.63,4.23,4.39
12/06/2025 02:41 p. m.,Ordeño,11:51,5.87,2,,,TI,"TI,TD",0,,0.54,0.54,0.00,0.00,0,0,0,0,4.68,4.25,0.00,0.00,VMS 2,,Tanque,,0.90,0.90,0.00,0.00,2.76,3.11,0.00,0.00
12/06/2025 07:49 p. m.,Ordeño,11:25,0.83,3,,,"TI,TD","DD,TI,TD",0,,0.36,0.00,0.00,0.00,0,0,0,0,4.18,0.00,0.00,0.00,VMS 2,,Tanque,,0.66,0.00,0.00,0.00,0.83,0.00,0.00,0.00
13/06/2025 03:53 a. m.,Ordeño,13:41,5.85,1,,,"DD,TD","DD,TD",0,,0.42,0.00,0.54,0.00,0,0,0,0,4.28,0.00,4.86,0.00,VMS 2,,Tanque,,0.96,0.00,1.14,0.00,1.70,0.00,4.15,0.00
13/06/2025 12:24 p. m.,Ordeño,12:55,5.84,2,,DD,"TI,TD","TI,TD",0,,0.42,0.54,0.00,0.00,0,0,0,0,4.61,5.12,0.00,0.00,VMS 2,,Tanque,,0.66,1.14,0.00,0.00,1.73,4.11,0.00,0.00
13/06/2025 08:02 p. m.,Ordeño,14:27,1.69,3,,TI,"DD,TI,TD","DD,TI,TD",0,,0.42,0.00,0.36,0.00,0,0,0,0,4.30,0.00,3.48,0.00,VMS 2,,Tanque,,0.66,0.00,0.84,0.00,1.51,0.00,0.18,0.00
14/06/2025 11:12 a. m.,Ordeño,16:18,13.66,1,,,,TD,0,,0.48,0.66,0.54,0.00,0,0,0,0,4.33,4.77,5.10,0.00,VMS 2,,Tanque,,0.84,1.14,1.02,0.00,3.24,4.81,5.61,0.00
15/06/2025 02:00 a. m.,Ordeño,13:12,9.61,1,,,,,1,TD,0.48,0.54,0.42,0.36,0,0,0,0,3.94,4.33,4.55,6.54,VMS 2,,Tanque,,0.78,0.84,0.78,0.60,3.15,3.01,2.54,0.91
