Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
07/03/2025 07:02 a. m.,Ordeño,12:25,4.51,2,,,,DI,0,,0.00,0.48,0.72,0.66,0,0,0,0,0.00,0.00,3.87,3.52,VMS 1,,Tanque,,0.00,0.78,1.14,0.96,0.00,1.35,1.45,1.71
07/03/2025 05:33 p. m.,Ordeño,11:14,9.86,3,,DD,,,0,,0.72,0.66,0.90,0.60,0,348,0,0,3.85,3.86,3.96,0.00,VMS 1,,Tanque,,1.62,1.26,1.32,1.02,2.71,1.44,3.96,1.75
08/03/2025 06:21 a. m.,Ordeño,11:14,12.91,1,,,,TD,0,,0.66,0.72,0.84,0.00,0,0,0,0,3.98,4.12,3.96,0.00,VMS 1,,Tanque,,1.02,1.20,1.32,0.00,3.74,4.33,4.84,0.00
08/03/2025 04:03 p. m.,Ordeño,11:32,9.91,2,,,,TD,0,,0.66,0.66,0.84,0.00,0,0,0,0,3.64,3.68,3.74,0.00,VMS 1,,Tanque,,1.02,1.14,1.44,0.00,2.50,3.41,4.00,0.00
09/03/2025 01:55 a. m.,Ordeño,12:19,9.92,1,,,TD,TD,0,,0.72,0.66,0.78,0.00,0,0,330,0,3.57,3.69,3.73,0.00,VMS 1,,Tanque,,1.20,1.14,1.38,0.00,2.94,3.23,3.75,0.00
09/03/2025 09:47 p. m.,Ordeño,17:05,3.58,2,,TD,"DD,TI,TD","DD,TI",0,,0.72,0.00,0.00,0.48,0,0,0,300,4.40,0.00,0.00,0.00,VMS 1,,Tanque,,1.14,0.00,0.00,1.14,3.24,0.00,0.00,0.34
10/03/2025 06:32 a. m.,Ordeño,13:52,13.36,1,,,DD,DD,0,,0.66,0.00,0.90,0.72,0,0,0,0,3.45,0.00,4.05,0.00,VMS 1,,Tanque,,1.14,0.00,1.56,1.32,2.56,0.00,5.99,4.81
10/03/2025 03:59 p. m.,Ordeño,14:40,5.02,2,,TI,"DD,TI",DD,0,,0.72,0.18,0.60,0.60,0,0,300,0,3.59,2.08,3.35,0.00,VMS 1,,Tanque,,1.14,0.30,0.96,1.02,2.28,0.10,0.45,2.19
11/03/2025 03:56 a. m.,Ordeño,15:14,11.82,1,,,,,0,,0.78,0.72,0.84,0.66,0,0,0,0,3.71,0.00,3.86,3.72,VMS 1,,Tanque,,1.20,1.20,1.32,1.50,1.84,3.49,5.16,1.33
11/03/2025 11:24 a. m.,Ordeño,10:49,8.35,2,,,,,1,TD,0.78,0.60,0.84,0.60,0,0,0,0,3.59,0.00,3.62,8.31,VMS 1,,Tanque,,1.14,0.96,1.32,0.84,2.39,2.26,2.74,0.96
12/03/2025 05:21 a. m.,Ordeño,31:09,13.83,1,,,"DI,TD",TD,1,,0.66,0.84,0.96,0.00,0,0,0,0,4.42,4.24,3.94,0.00,VMS 1,,Tanque,,1.08,1.32,1.62,0.00,1.54,4.88,7.41,0.00
12/03/2025 12:36 p. m.,Ordeño,11:07,8.17,2,,,DD,DD,0,,0.66,0.00,0.96,0.66,0,0,0,0,4.01,0.00,3.55,0.00,VMS 1,,Tanque,,1.14,0.00,1.38,1.02,3.08,0.00,2.71,2.38
12/03/2025 06:00 p. m.,Ordeño,15:20,4.18,3,,,,TD,0,,0.60,0.54,0.96,0.00,0,0,0,0,3.39,0.00,3.68,0.00,VMS 1,,Tanque,,0.96,0.84,1.32,0.00,1.26,1.31,1.61,0.00
13/03/2025 06:35 a. m.,Ordeño,16:53,11.29,1,,,TD,TD,0,,0.66,0.78,1.02,0.00,0,0,0,0,4.06,0.00,4.25,0.00,VMS 1,,Tanque,,1.08,1.20,1.50,0.00,3.01,3.79,4.49,0.00
13/03/2025 07:30 p. m.,Ordeño,10:59,12.71,2,,TD,TD,,0,,0.72,0.90,0.96,0.54,0,0,0,0,4.23,4.24,4.33,0.00,VMS 1,,Tanque,,1.20,1.32,1.38,1.20,3.51,4.02,4.91,0.27
13/03/2025 09:54 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
14/03/2025 07:16 a. m.,Ordeño,10:11,11.95,1,,TD,TD,TD,0,,0.78,0.78,1.08,0.60,0,0,0,0,4.27,4.21,4.32,0.00,VMS 1,,Tanque,,1.20,1.14,1.44,1.20,3.25,3.83,4.72,0.15
14/03/2025 07:36 p. m.,Ordeño,10:23,12.17,2,,,,,1,DD,0.72,0.54,0.90,0.66,0,0,0,0,3.97,8.31,4.05,0.00,VMS 1,,Tanque,,1.20,0.84,1.38,1.32,2.99,1.41,4.31,3.46
14/03/2025 09:59 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
15/03/2025 05:18 a. m.,Ordeño,09:02,7.98,1,,TD,,,0,,0.84,0.78,0.96,0.60,0,0,0,0,3.92,3.95,4.06,0.00,VMS 1,,Tanque,,1.26,1.14,1.38,1.20,2.23,1.43,3.18,1.14
15/03/2025 07:08 p. m.,Ordeño,10:47,13.05,2,,,,DD,0,,0.72,0.00,1.02,0.72,0,0,0,0,4.02,0.00,4.10,0.00,VMS 1,,Tanque,,1.08,0.00,1.44,1.14,3.57,0.00,5.27,4.21
16/03/2025 05:57 a. m.,Ordeño,15:59,6.62,1,,TD,DD,DD,0,,0.84,0.00,1.02,0.78,0,0,0,0,3.92,0.00,3.98,0.00,VMS 1,,Tanque,,1.32,0.00,1.44,1.86,1.92,0.00,3.73,0.97
16/03/2025 05:57 a. m.,Echada sin ordeñar,15:58,,,,,,,,,,,,,,,,,,,,,VMS 1,,,,,,,,,,,
16/03/2025 12:11 p. m.,Ordeño,12:08,8.07,2,,"TI,TD",,,0,,0.66,0.60,0.84,0.66,0,400,0,0,4.19,3.62,3.92,0.00,VMS 1,,Tanque,,1.26,1.08,1.32,1.26,3.56,0.32,2.20,1.99
16/03/2025 07:50 p. m.,Ordeño,12:06,8.02,3,,,TD,TD,0,,0.72,0.66,0.90,0.00,0,0,0,0,3.92,4.03,4.05,0.00,VMS 1,,Tanque,,1.20,1.02,1.56,0.00,2.28,2.41,3.33,0.00
17/03/2025 07:05 a. m.,Ordeño,11:30,11.83,1,,TD,TD,,0,,0.84,0.84,1.02,0.66,0,0,0,0,4.13,4.15,4.19,0.00,VMS 1,,Tanque,,1.26,1.32,1.44,1.26,3.19,3.26,4.63,0.75
17/03/2025 09:26 p. m.,Ordeño,12:34,13.35,2,,,,,1,DD,0.72,0.54,0.96,0.72,0,0,0,0,3.94,7.57,4.03,0.00,VMS 1,,Tanque,,1.20,0.84,1.50,1.20,3.25,1.36,4.69,4.05
18/03/2025 07:02 a. m.,Ordeño,13:10,4.97,1,,TI,"DD,TD","DD,TD",0,,0.84,0.00,0.90,0.00,0,0,0,0,0.00,0.00,3.66,0.00,VMS 1,,Tanque,,1.32,0.00,1.26,0.00,2.54,0.00,2.43,0.00
18/03/2025 07:21 p. m.,Ordeño,10:48,13.24,2,,,,,0,,0.84,0.78,1.08,0.72,0,0,0,0,4.15,0.00,4.29,4.09,VMS 1,,Tanque,,1.26,1.20,1.56,1.32,2.16,3.86,5.91,1.31
19/03/2025 09:17 a. m.,Ordeño,11:18,13.31,1,,,,TD,0,,0.90,0.78,1.08,0.00,0,0,0,0,4.16,4.11,3.95,0.00,VMS 1,,Tanque,,1.50,1.32,1.56,0.00,3.65,4.58,5.08,0.00
19/03/2025 07:51 p. m.,Ordeño,12:40,9.95,2,,DD,,TD,0,,0.72,0.72,1.08,0.42,0,0,0,0,3.95,0.00,4.01,3.08,VMS 1,,Tanque,,1.14,1.08,1.56,1.08,2.46,3.34,4.01,0.14
20/03/2025 07:29 a. m.,Ordeño,14:42,11.60,1,,,TD,TD,0,,0.84,0.78,1.08,0.00,0,0,0,0,3.95,0.00,4.00,0.00,VMS 1,,Tanque,,1.44,1.26,1.56,0.00,3.33,3.72,4.55,0.00
20/03/2025 09:48 p. m.,Ordeño,14:32,12.43,2,,,TD,TD,0,,0.72,0.78,0.96,0.00,0,0,0,0,3.80,0.00,3.91,0.00,VMS 1,,Tanque,,1.32,1.20,1.50,0.00,3.38,3.95,5.10,0.00
21/03/2025 05:29 a. m.,Ordeño,12:43,3.69,1,,,"DD,TI","DD,TI",0,,0.78,0.00,0.18,0.66,0,0,0,0,3.52,0.00,2.28,0.00,VMS 1,,Tanque,,1.08,0.00,0.36,0.96,1.77,0.00,0.05,1.87
21/03/2025 09:19 p. m.,Ordeño,11:38,15.64,2,,DD,,,0,,0.78,0.60,1.08,0.78,0,0,0,0,4.17,0.00,4.33,4.16,VMS 1,,Tanque,,1.14,0.84,1.56,1.08,4.21,1.30,6.61,3.52
22/03/2025 08:53 a. m.,Ordeño,13:00,10.65,1,,DD,,DD,0,,0.72,0.24,1.02,0.72,0,0,0,0,3.83,2.55,4.07,0.00,VMS 1,,Tanque,,1.14,0.48,1.50,1.20,3.07,0.05,3.99,3.54
22/03/2025 07:37 p. m.,Ordeño,11:48,10.66,2,,,,TD,0,,0.66,0.72,0.96,0.00,0,0,0,0,4.09,4.16,4.21,0.00,VMS 1,,Tanque,,1.08,1.08,1.68,0.00,2.94,3.53,4.19,0.00
23/03/2025 03:02 a. m.,Ordeño,14:55,8.16,1,,,,,1,TD,0.66,0.66,0.90,0.60,0,0,0,0,4.11,0.00,4.20,7.17,VMS 1,,Tanque,,1.02,1.44,1.38,1.08,1.36,2.39,2.59,1.82
23/03/2025 06:37 p. m.,Ordeño,12:34,14.95,2,,,,TD,0,,0.72,0.78,1.14,0.00,0,0,0,0,4.47,4.36,4.43,0.00,VMS 1,,Tanque,,1.14,1.32,1.74,0.00,4.04,5.06,5.85,0.00
24/03/2025 06:22 a. m.,Ordeño,14:49,11.39,1,,,TD,TD,0,,0.72,0.78,1.14,0.00,0,0,0,0,3.93,0.00,4.12,0.00,VMS 1,,Tanque,,1.32,1.20,1.62,0.00,3.26,3.63,4.50,0.00
24/03/2025 06:11 p. m.,Ordeño,12:16,11.88,2,,,,,0,,0.60,0.72,1.08,0.72,0,0,0,0,3.82,0.00,4.33,4.13,VMS 1,,Tanque,,1.32,1.14,1.56,1.14,0.49,3.69,4.87,2.83
25/03/2025 03:17 a. m.,Ordeño,09:49,9.28,1,,TD,,,0,,0.72,0.72,1.02,0.72,0,0,0,0,4.08,4.06,4.12,0.00,VMS 1,,Tanque,,1.14,1.08,1.44,1.08,2.59,1.48,3.76,1.45
25/03/2025 12:37 p. m.,Ordeño,13:37,9.11,2,,,,,0,,0.66,0.78,0.84,0.90,0,0,0,0,0.00,4.04,4.21,4.22,VMS 1,,Tanque,,1.08,1.08,1.20,1.26,2.75,3.00,1.81,1.55
25/03/2025 10:06 p. m.,Ordeño,12:53,9.94,3,,,,DD,0,,0.72,0.00,0.96,0.66,0,0,0,0,4.15,0.00,4.19,0.00,VMS 1,,Tanque,,1.08,0.00,1.44,1.26,2.71,0.00,4.12,3.11
26/03/2025 06:59 a. m.,Ordeño,10:14,10.82,1,,,,,0,,0.72,0.72,1.02,0.72,0,0,0,0,4.15,4.18,4.20,0.00,VMS 1,,Tanque,,1.14,1.14,1.32,1.32,2.76,3.15,3.45,1.46
26/03/2025 02:49 p. m.,Ordeño,11:15,7.69,2,,,,DD,0,,0.66,0.12,1.08,0.60,0,0,0,0,3.99,4.29,4.24,0.00,VMS 1,,Tanque,,1.32,0.24,1.50,0.96,1.95,0.06,3.21,2.47
27/03/2025 12:08 a. m.,Ordeño,12:46,9.30,1,,,,DD,0,,0.72,0.00,1.02,0.66,0,0,0,0,4.26,0.00,4.20,0.00,VMS 1,,Tanque,,1.08,0.00,1.38,1.14,2.35,0.00,3.73,3.22
27/03/2025 11:04 a. m.,Ordeño,16:57,10.62,2,,,,DD,0,,0.84,0.00,1.08,0.72,0,0,0,0,4.44,0.00,4.25,0.00,VMS 1,,Tanque,,1.20,0.00,1.44,1.08,2.64,0.00,4.47,3.51
27/03/2025 10:14 p. m.,Ordeño,10:59,12.44,3,,,,TD,0,,0.84,0.78,1.02,0.00,0,0,0,0,4.08,4.16,4.22,0.00,VMS 1,,Tanque,,1.20,1.20,1.44,0.00,3.63,4.09,4.72,0.00
28/03/2025 05:58 a. m.,Ordeño,13:35,6.98,1,,DD,TI,,0,,0.72,0.66,0.54,0.78,0,0,0,0,3.63,0.00,3.48,3.89,VMS 1,,Tanque,,1.50,0.96,0.96,1.38,1.67,1.76,0.62,2.93
28/03/2025 10:41 a. m.,Ordeño,08:44,5.63,2,,,,,0,,0.78,0.60,0.84,0.54,0,0,0,0,3.91,4.03,4.05,0.00,VMS 1,,Tanque,,1.08,0.90,1.14,0.84,1.40,1.54,1.87,0.82
28/03/2025 05:05 p. m.,Ordeño,08:54,6.55,3,,,,TD,0,,0.60,0.66,0.84,0.00,0,0,0,0,4.13,4.16,4.25,0.00,VMS 1,,Tanque,,0.96,0.90,1.26,0.00,1.77,2.21,2.57,0.00
28/03/2025 10:09 p. m.,Ordeño,11:03,4.78,4,,,DD,DD,0,,0.66,0.00,0.84,0.78,0,0,0,0,4.39,0.00,4.38,0.00,VMS 1,,Tanque,,0.90,0.00,1.14,1.32,1.25,0.00,1.83,1.70
29/03/2025 08:59 a. m.,Ordeño,09:48,11.74,1,,,,DD,0,,0.84,0.00,1.20,0.72,0,0,0,0,4.32,0.00,4.31,0.00,VMS 1,,Tanque,,1.14,0.00,1.56,1.20,3.27,0.00,4.83,3.64
29/03/2025 10:56 p. m.,Ordeño,12:06,12.86,2,,,TD,TD,0,,0.84,0.78,1.02,0.00,0,311,0,0,4.06,4.17,3.97,0.00,VMS 1,,Tanque,,1.26,1.20,1.38,0.00,3.61,4.09,5.16,0.00
30/03/2025 09:54 a. m.,Ordeño,14:59,10.14,1,,,DD,DD,0,,0.72,0.00,1.08,0.78,0,0,0,0,4.11,0.00,3.98,0.00,VMS 1,,Tanque,,1.20,0.00,1.44,1.20,2.41,0.00,4.29,3.44
30/03/2025 06:59 p. m.,Ordeño,10:36,9.35,2,,,DD,DD,0,,0.72,0.00,1.02,0.60,0,0,0,0,3.84,0.00,4.05,0.00,VMS 1,,Tanque,,1.08,0.00,1.50,1.26,2.90,0.00,3.56,2.89
31/03/2025 02:31 a. m.,Ordeño,11:01,7.35,1,,,DD,DD,0,,0.78,0.00,1.08,0.72,0,0,0,0,3.85,0.00,3.92,0.00,VMS 1,,Tanque,,1.20,0.00,1.50,1.14,1.99,0.00,2.97,2.39
31/03/2025 07:46 a. m.,Ordeño,09:28,4.68,2,,,DD,DD,0,,0.72,0.00,0.78,0.54,0,0,0,0,3.84,0.00,3.92,0.00,VMS 1,,Tanque,,1.08,0.00,1.14,0.90,1.43,0.00,1.68,1.57
31/03/2025 10:00 p. m.,Ordeño,14:26,13.40,3,,,TD,TD,0,,0.72,0.72,0.96,0.00,0,0,0,0,4.24,4.16,4.19,0.00,VMS 1,,Tanque,,1.14,1.20,1.38,0.00,3.43,4.51,5.46,0.00
01/04/2025 10:14 a. m.,Ordeño,15:26,9.81,1,,"DI,TD",,,0,,0.72,0.72,0.96,0.66,0,0,0,0,3.98,3.93,3.62,0.00,VMS 1,,Tanque,,1.38,1.26,1.38,1.38,1.63,1.98,4.50,1.70
02/04/2025 03:00 a. m.,Ordeño,17:41,9.61,1,,,"DD,TD","DD,TD",0,,0.84,0.00,0.96,0.00,0,0,0,0,4.53,0.00,4.43,0.00,VMS 1,,Tanque,,1.26,0.00,1.38,0.00,4.18,0.00,5.43,0.00
02/04/2025 11:02 p. m.,Ordeño,20:02,3.07,2,,,"DD,TI,TD","DD,TI,TD",0,,0.72,0.00,0.00,0.00,0,0,0,0,4.45,0.00,0.00,0.00,VMS 1,,Tanque,,1.26,0.00,0.00,0.00,3.07,0.00,0.00,0.00
03/04/2025 03:01 a. m.,Ordeño,11:58,6.18,1,,TI,"DD,TD","DD,TD",0,TI,0.66,0.00,0.96,0.00,0,0,0,0,3.64,0.00,5.01,0.00,VMS 1,,Tanque,,0.96,0.00,1.86,0.00,1.72,0.00,4.46,0.00
03/04/2025 03:14 p. m.,Ordeño,12:18,13.25,2,,,,,0,DD,0.66,0.78,0.96,0.60,0,553,0,0,4.17,5.23,4.54,0.00,VMS 1,,Tanque,,1.32,1.26,1.38,1.14,2.37,5.01,4.45,1.42
03/04/2025 11:16 p. m.,Ordeño,11:26,4.27,3,,,"DD,TD",DD,0,,0.66,0.12,0.78,0.54,0,0,0,0,4.28,2.08,4.15,0.00,VMS 1,,Tanque,,1.02,0.24,1.14,1.32,1.74,0.05,1.81,0.67
04/04/2025 03:20 a. m.,Ordeño,08:08,2.17,1,,"DD,TD","DD,TD",DD,0,,0.72,0.12,0.78,0.24,0,0,0,0,4.13,0.00,4.23,3.22,VMS 1,,Tanque,,1.08,0.24,1.38,0.72,0.95,0.08,0.89,0.25
04/04/2025 07:35 a. m.,Ordeño,09:04,2.57,2,,,"DD,TD",DD,0,,0.72,0.00,0.78,0.30,0,0,0,0,4.06,0.00,4.16,0.00,VMS 1,,Tanque,,1.02,0.00,1.14,0.66,1.02,0.00,1.26,0.29
04/04/2025 02:06 p. m.,Ordeño,11:02,4.21,3,,,"DI,DD",DI,0,,0.00,0.66,0.78,0.84,0,0,0,0,0.00,4.57,4.44,4.52,VMS 3,,Tanque,,0.00,1.02,1.20,1.20,0.00,0.80,1.78,1.63
05/04/2025 02:12 a. m.,Ordeño,09:33,11.71,1,,,,DI,0,,0.00,0.72,0.90,0.78,0,0,0,0,0.00,5.10,4.78,4.84,VMS 3,,Tanque,,0.00,1.14,1.32,1.32,0.00,2.97,4.80,3.94
05/04/2025 05:37 p. m.,Ordeño,09:55,13.53,2,,TD,,DI,0,,0.00,0.78,0.96,0.78,0,0,0,0,0.00,4.83,4.24,4.65,VMS 3,,Tanque,,0.00,1.14,1.98,1.26,0.00,3.69,5.54,4.30
06/04/2025 06:43 a. m.,Ordeño,13:51,9.83,1,,,DI,DI,0,,0.24,0.72,0.96,0.90,0,0,0,0,1.14,4.65,4.44,4.30,VMS 3,,Tanque,,0.36,1.20,1.44,1.26,0.05,2.88,3.72,3.18
07/04/2025 12:18 a. m.,Ordeño,10:46,15.08,1,,,,TD,0,,0.78,0.78,0.96,0.00,0,0,0,0,4.49,4.67,4.35,0.00,VMS 3,,Tanque,,1.14,1.20,1.50,0.00,4.72,4.63,5.73,0.00
07/04/2025 10:31 a. m.,Ordeño,12:24,6.10,2,,"DI,TI","TI,TD",TD,0,,0.78,0.96,0.78,0.00,0,0,0,0,3.90,2.35,3.90,0.00,VMS 3,,Tanque,,1.26,1.62,1.32,0.00,2.64,2.65,0.81,0.00
08/04/2025 01:30 a. m.,Ordeño,09:33,15.23,1,,,,DI,0,,0.00,0.90,1.08,0.72,0,0,0,0,0.00,4.30,4.31,4.31,VMS 3,,Tanque,,0.00,1.32,1.50,1.14,0.00,4.71,6.55,3.97
08/04/2025 05:24 p. m.,Ordeño,11:31,13.19,2,,,DD,DD,0,,0.72,0.00,0.96,0.78,0,0,0,0,4.27,0.00,4.16,4.21,VMS 3,,Tanque,,1.08,0.00,1.38,1.14,4.03,0.00,4.88,4.28
08/04/2025 11:08 p. m.,Ordeño,09:49,4.19,3,,"DD,TI","DI,DD",,0,,0.54,0.66,0.84,0.60,0,0,0,0,3.82,3.95,4.03,4.04,VMS 3,,Tanque,,1.32,1.08,1.20,1.14,0.30,1.25,1.50,1.14
09/04/2025 06:35 a. m.,Ordeño,13:17,5.90,1,,,DI,DI,0,,0.00,0.66,0.66,0.60,0,0,0,0,0.00,4.01,4.06,4.18,VMS 3,,Tanque,,0.00,0.96,1.08,0.96,0.00,1.86,2.23,1.81
09/04/2025 09:39 p. m.,Ordeño,11:38,13.92,2,,,,DD,0,,0.78,0.00,0.96,0.84,0,0,0,0,4.64,0.00,4.49,4.52,VMS 3,,Tanque,,1.26,0.00,1.32,1.20,4.20,0.00,5.33,4.39
10/04/2025 08:13 a. m.,Ordeño,08:13,9.26,1,,,DI,DI,0,,0.00,0.72,0.84,0.66,0,0,0,0,0.00,4.10,4.15,4.23,VMS 3,,Tanque,,0.00,1.02,1.26,1.08,0.00,3.02,3.41,2.83
10/04/2025 06:58 p. m.,Ordeño,11:47,9.08,2,,,TD,TD,0,,0.66,0.72,0.90,0.00,0,0,0,0,4.15,4.11,4.13,0.00,VMS 3,,Tanque,,1.14,1.02,1.38,0.00,2.78,2.94,3.36,0.00
11/04/2025 04:00 a. m.,Ordeño,09:22,7.77,1,,,DI,DI,0,,0.00,0.78,0.90,0.72,0,0,0,0,0.00,3.93,4.11,4.22,VMS 3,,Tanque,,0.00,1.02,1.26,1.02,0.00,2.46,2.91,2.40
11/04/2025 05:46 p. m.,Ordeño,10:08,11.68,2,,,DI,DI,0,,0.00,0.72,0.90,0.72,0,0,0,0,0.00,4.06,4.04,4.37,VMS 3,,Tanque,,0.00,1.02,1.44,1.08,0.00,3.80,4.41,3.47
12/04/2025 05:50 a. m.,Ordeño,14:21,9.62,1,,DD,DI,DI,0,TD,0.24,0.78,0.96,0.78,0,0,0,0,1.54,3.42,3.42,4.29,VMS 3,,Tanque,,0.36,1.38,1.32,1.14,0.06,2.91,3.74,2.91
12/04/2025 10:53 p. m.,Ordeño,10:03,12.80,2,,TI,"TI,TD",,1,TD,0.84,0.84,0.90,0.66,0,0,0,0,4.40,4.37,4.09,10.85,VMS 3,,Tanque,,1.32,1.20,1.26,0.96,4.10,4.66,2.67,1.37
13/04/2025 05:29 p. m.,Ordeño,12:15,15.62,1,,DD,,,1,,0.78,0.72,1.02,0.84,0,0,0,0,4.43,3.98,4.31,4.16,VMS 3,,Tanque,,1.20,1.08,1.50,1.26,4.78,1.18,6.10,3.56
14/04/2025 04:05 a. m.,Ordeño,13:37,9.52,1,,,,DI,0,,0.12,0.78,0.66,0.84,0,0,0,0,3.42,4.02,4.02,4.01,VMS 3,,Tanque,,0.24,1.20,1.02,1.32,0.05,3.16,3.10,3.21
14/04/2025 09:43 p. m.,Ordeño,13:16,15.32,2,,,,DI,0,,0.00,0.84,0.96,0.84,0,0,0,0,0.00,4.38,4.05,4.18,VMS 3,,Tanque,,0.00,1.20,1.38,1.20,0.00,4.60,5.82,4.90
15/04/2025 10:35 a. m.,Ordeño,13:55,11.38,1,,DI,TD,,0,,0.78,0.78,1.02,0.66,0,0,0,0,4.06,3.87,4.01,4.22,VMS 3,,Tanque,,1.38,1.20,1.44,1.14,1.85,3.82,4.25,1.46
15/04/2025 10:45 p. m.,Ordeño,11:13,11.47,2,,,TD,,0,,0.72,0.78,0.96,0.66,0,0,0,0,4.01,4.05,4.15,4.28,VMS 3,,Tanque,,0.96,1.20,1.44,1.26,2.30,3.59,4.42,1.16
16/04/2025 08:20 a. m.,Ordeño,13:48,8.60,1,,,TI,TI,0,,0.96,0.66,0.00,0.78,0,0,0,0,4.11,4.28,0.00,4.07,VMS 3,,Tanque,,1.26,1.02,0.00,1.20,3.22,2.67,0.00,2.71
16/04/2025 11:15 p. m.,Ordeño,12:24,14.29,2,,,,DI,0,TD,0.00,0.96,1.14,0.90,0,0,0,0,0.00,3.95,3.89,4.89,VMS 3,,Tanque,,0.00,1.38,1.56,1.26,0.00,4.32,5.43,4.54
17/04/2025 03:01 p. m.,Ordeño,15:41,9.84,1,,,"DI,TI","DI,TI",0,,0.30,0.96,0.00,0.84,0,0,0,0,2.28,4.45,0.00,4.43,VMS 3,,Tanque,,0.78,1.38,0.00,1.20,0.19,4.81,0.00,4.84
