Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
08/05/2025 03:04 a. m.,Ordeño,06:18,6.03,1,,,,,0,,0.96,1.14,0.90,1.08,0,0,0,0,4.68,4.80,4.58,4.89,VMS 3,,Tanque,,1.26,1.50,1.38,1.44,1.37,1.32,1.73,1.61
08/05/2025 12:14 p. m.,Ordeño,05:03,10.07,2,,,,,0,,1.08,1.14,0.96,1.08,0,0,0,0,5.01,5.03,4.86,4.46,VMS 3,,Tanque,,1.38,1.44,1.32,1.44,2.15,2.22,2.50,3.20
09/05/2025 12:55 a. m.,Ordeño,06:21,14.15,1,,,,,0,,1.14,1.20,0.90,1.08,0,0,0,0,4.81,4.91,4.81,4.64,VMS 3,,Tanque,,1.50,1.86,1.38,1.50,3.12,3.10,3.78,4.15
09/05/2025 09:00 a. m.,Ordeño,07:28,8.99,2,,,,,0,,0.96,1.02,0.78,1.08,0,0,0,0,4.50,4.57,4.46,4.56,VMS 3,,Tanque,,1.26,1.44,1.26,1.44,2.10,1.95,2.36,2.58
09/05/2025 08:01 p. m.,Ordeño,06:27,12.22,3,,,,,0,,1.02,1.14,0.90,1.14,0,0,0,0,4.56,4.65,4.42,4.38,VMS 3,,Tanque,,1.38,1.86,1.32,1.68,2.72,2.77,3.13,3.60
09/05/2025 08:08 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
10/05/2025 03:29 a. m.,Ordeño,06:21,8.39,1,,,,,0,,0.90,1.20,0.78,1.14,0,0,0,0,4.27,4.53,4.36,4.06,VMS 3,,Tanque,,1.20,1.62,1.08,1.56,1.94,1.89,2.14,2.42
10/05/2025 04:18 p. m.,Ordeño,05:49,13.45,2,,,,,0,,1.14,1.20,1.08,1.20,0,0,0,0,4.69,4.83,4.66,4.78,VMS 3,,Tanque,,1.56,1.80,1.50,1.50,3.05,2.96,3.70,3.74
10/05/2025 04:24 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
10/05/2025 04:28 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
11/05/2025 04:09 a. m.,Ordeño,06:26,11.32,1,,,,,0,,1.08,1.02,0.90,0.96,0,0,0,0,4.62,4.65,4.34,4.08,VMS 3,,Tanque,,1.38,1.50,1.56,1.38,3.00,2.40,3.11,2.81
11/05/2025 04:42 p. m.,Ordeño,07:28,12.23,2,,,,,0,,1.02,1.14,0.90,1.02,0,0,0,0,4.82,4.69,4.58,4.53,VMS 3,,Tanque,,1.50,1.62,1.50,1.38,2.91,2.52,3.48,3.32
12/05/2025 05:41 a. m.,Ordeño,06:14,12.53,1,,,,,0,DD,1.02,1.14,0.90,1.08,0,0,0,0,4.54,4.77,4.37,3.66,VMS 3,,Tanque,,1.50,1.62,1.20,1.62,2.97,2.78,3.10,3.68
12/05/2025 07:00 p. m.,Ordeño,05:26,12.96,2,,"TI,TD",,,0,,1.08,1.14,0.96,1.26,0,0,0,0,4.69,4.73,4.38,4.35,VMS 3,,Tanque,,1.56,1.56,1.38,1.80,3.20,3.09,2.58,4.09
13/05/2025 08:13 a. m.,Ordeño,06:13,15.85,1,,,,,0,,1.14,1.20,1.20,1.14,0,0,0,0,4.48,4.58,4.54,4.35,VMS 3,,Tanque,,1.56,1.62,1.62,1.56,3.49,3.46,4.44,4.46
13/05/2025 04:57 p. m.,Ordeño,05:17,10.51,2,,TI,,,0,DD,1.02,1.14,0.96,1.02,0,0,0,0,4.42,4.63,4.14,3.83,VMS 3,,Tanque,,1.50,1.56,1.74,1.62,2.41,2.51,2.22,3.37
14/05/2025 01:24 a. m.,Ordeño,05:37,10.60,1,,,,,0,,1.02,1.14,0.96,1.14,0,0,0,0,4.42,4.61,4.45,4.15,VMS 3,,Tanque,,1.44,1.50,1.38,1.44,2.20,2.23,2.97,3.20
14/05/2025 07:00 a. m.,Ordeño,04:28,6.64,2,,TI,,,0,,0.96,1.08,1.02,1.14,0,0,0,0,4.29,4.41,4.27,3.91,VMS 3,,Tanque,,1.44,1.56,2.04,1.68,1.46,1.46,1.72,2.00
14/05/2025 03:47 p. m.,Ordeño,05:36,10.87,3,,,,,0,,0.96,1.20,1.14,0.96,0,0,0,0,4.23,4.34,4.06,4.25,VMS 3,,Tanque,,1.38,1.98,1.44,1.32,2.37,2.39,3.12,2.99
15/05/2025 03:09 a. m.,Ordeño,06:44,14.16,1,,,,,0,,1.02,1.20,0.96,1.14,0,0,0,0,4.44,4.46,4.40,4.12,VMS 3,,Tanque,,1.44,1.62,1.26,1.56,3.16,3.25,3.73,4.02
15/05/2025 03:16 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
15/05/2025 06:57 p. m.,Ordeño,06:31,15.89,2,,"DI,TI",,,0,,1.14,1.14,1.02,1.14,0,0,0,0,4.54,4.56,4.63,4.37,VMS 3,,Tanque,,1.74,1.68,1.56,1.56,3.72,3.65,3.58,4.94
16/05/2025 04:13 a. m.,Ordeño,06:12,11.10,1,,,,,0,,0.96,1.02,0.96,0.96,0,0,0,0,4.23,4.36,4.35,3.62,VMS 3,,Tanque,,1.38,1.44,1.32,1.44,2.31,2.39,3.33,3.07
16/05/2025 08:29 p. m.,Ordeño,06:59,16.69,2,,,,,0,,0.96,1.20,1.02,1.08,0,0,0,0,4.67,4.68,4.54,4.54,VMS 3,,Tanque,,1.38,1.62,1.32,1.50,3.68,3.66,4.53,4.82
17/05/2025 05:24 a. m.,Ordeño,05:37,11.94,1,,,,,0,,1.14,1.08,1.02,1.02,0,0,0,0,4.17,4.39,4.28,4.18,VMS 3,,Tanque,,1.56,1.50,1.38,1.56,2.68,2.81,3.00,3.45
17/05/2025 10:05 a. m.,Ordeño,05:01,6.32,2,,TD,,,0,,0.90,1.02,0.84,0.96,0,0,0,0,4.43,4.38,4.25,2.88,VMS 3,,Tanque,,1.26,1.44,1.26,1.68,1.35,1.41,1.66,1.90
17/05/2025 06:09 p. m.,Ordeño,05:16,10.44,3,,,,,0,,1.08,1.08,1.02,1.08,0,0,0,0,4.75,4.58,4.63,4.52,VMS 3,,Tanque,,1.38,1.56,1.38,1.44,2.15,2.29,2.61,3.39
18/05/2025 11:32 a. m.,Ordeño,06:43,17.37,1,,,,,0,,1.26,1.14,1.14,1.14,0,0,0,0,4.80,4.79,4.80,4.77,VMS 3,,Tanque,,1.80,1.56,1.50,1.56,3.72,3.84,4.70,5.11
18/05/2025 08:14 p. m.,Ordeño,05:36,11.19,2,,,,,0,,1.20,1.02,1.08,1.02,0,0,0,0,4.53,4.59,4.54,4.23,VMS 3,,Tanque,,1.56,1.44,1.56,1.50,2.39,2.40,2.96,3.44
19/05/2025 06:36 a. m.,Ordeño,06:54,12.74,1,,,,,0,,1.20,1.02,1.08,0.96,0,0,0,0,4.59,4.65,4.68,4.37,VMS 3,,Tanque,,1.74,1.38,1.44,1.50,2.72,2.88,3.34,3.80
19/05/2025 02:58 p. m.,Ordeño,05:08,10.53,2,,"TI,TD",,,0,,1.20,1.08,1.02,0.96,0,0,0,0,4.53,4.58,4.54,4.04,VMS 3,,Tanque,,1.56,1.56,1.86,1.68,2.42,2.59,2.65,2.87
20/05/2025 02:36 a. m.,Ordeño,07:42,15.23,1,,,,,0,,1.14,1.14,0.96,1.08,0,0,0,0,4.57,4.59,4.68,4.52,VMS 3,,Tanque,,1.56,1.50,1.32,1.56,3.40,3.19,4.24,4.40
20/05/2025 11:55 a. m.,Ordeño,06:04,12.53,2,,DI,,,0,,1.20,1.14,1.02,1.14,0,0,0,0,4.45,4.60,4.55,4.35,VMS 3,,Tanque,,1.56,1.62,1.38,1.50,2.85,2.82,3.34,3.52
20/05/2025 06:42 p. m.,Ordeño,05:06,8.96,3,,,,,0,,1.08,1.08,1.02,0.96,0,0,0,0,4.39,4.53,4.47,4.16,VMS 3,,Tanque,,1.56,1.44,1.38,1.38,2.02,2.06,2.34,2.54
21/05/2025 04:02 a. m.,Ordeño,05:36,12.17,1,,,,,0,,1.08,1.02,1.02,1.14,0,0,0,0,4.47,4.50,4.57,4.16,VMS 3,,Tanque,,1.44,1.32,1.44,1.62,2.59,2.74,3.22,3.62
21/05/2025 10:16 a. m.,Ordeño,04:26,8.51,2,,"TI,TD",,,0,,1.02,1.08,1.02,1.14,0,0,0,0,4.52,4.65,4.55,4.30,VMS 3,,Tanque,,1.38,1.38,1.44,1.50,2.01,1.98,2.00,2.52
21/05/2025 08:00 p. m.,Ordeño,09:17,13.47,3,,,,,0,,0.96,0.78,0.96,1.14,0,0,0,0,4.64,2.91,4.60,4.59,VMS 3,,Tanque,,1.50,1.14,1.32,1.74,3.02,2.48,3.95,4.02
22/05/2025 07:16 a. m.,Ordeño,05:52,14.13,1,,,,,0,,1.20,1.14,1.14,1.20,0,0,0,0,4.48,4.57,4.67,4.58,VMS 3,,Tanque,,1.62,1.62,1.62,1.62,3.28,3.02,3.82,4.01
22/05/2025 03:11 p. m.,Ordeño,05:22,10.53,2,,,,,0,,1.08,1.02,1.08,1.02,0,0,0,0,4.46,4.51,4.50,4.22,VMS 3,,Tanque,,1.44,1.50,1.44,1.50,2.39,2.35,2.73,3.06
23/05/2025 12:16 a. m.,Ordeño,06:13,11.21,1,,,,,0,,0.90,1.02,0.90,1.08,0,0,0,0,4.33,4.40,4.38,4.05,VMS 3,,Tanque,,1.26,1.44,1.38,1.74,2.45,2.51,3.00,3.25
23/05/2025 03:59 p. m.,Ordeño,08:34,15.86,2,,,,,0,,1.02,1.08,1.08,1.08,0,0,0,0,4.65,4.80,4.72,4.53,VMS 3,,Tanque,,1.50,1.68,1.68,1.68,3.43,3.40,4.36,4.67
24/05/2025 12:45 a. m.,Ordeño,05:35,11.70,1,,,,,0,,1.08,1.08,1.02,1.08,0,0,0,0,4.46,4.54,4.43,4.46,VMS 3,,Tanque,,1.50,1.50,1.38,1.44,2.70,2.64,3.05,3.31
24/05/2025 09:58 a. m.,Ordeño,05:58,11.90,2,,,,,0,,1.08,1.14,0.90,1.14,0,0,0,0,4.39,4.54,4.52,4.16,VMS 3,,Tanque,,1.44,1.56,1.32,1.56,2.68,2.67,3.13,3.42
24/05/2025 04:43 p. m.,Ordeño,04:51,9.30,3,,,,,0,,1.02,1.02,1.08,1.08,0,0,0,0,4.46,4.54,4.53,3.90,VMS 3,,Tanque,,1.44,1.38,1.38,1.44,2.18,2.01,2.36,2.75
24/05/2025 11:12 p. m.,Ordeño,05:47,8.16,4,,,,,0,,0.84,0.90,0.78,0.96,0,0,0,0,4.24,4.39,4.31,3.61,VMS 3,,Tanque,,1.14,1.38,1.14,1.56,1.77,1.75,2.17,2.47
25/05/2025 10:51 a. m.,Ordeño,06:25,14.86,1,,TD,,,0,,1.08,1.08,1.08,1.14,0,0,0,0,4.35,4.87,4.85,4.69,VMS 3,,Tanque,,1.86,1.50,1.56,1.98,3.61,3.19,4.10,3.96
25/05/2025 05:04 p. m.,Ordeño,04:58,9.35,2,,TI,,,0,,0.90,1.08,1.08,1.14,0,0,0,0,4.49,4.61,4.58,4.62,VMS 3,,Tanque,,1.26,1.50,1.62,1.56,2.11,2.02,2.22,3.00
26/05/2025 02:28 a. m.,Ordeño,06:34,13.02,1,,,,,0,,1.02,1.08,1.02,1.14,0,0,0,0,4.53,4.66,4.65,4.38,VMS 3,,Tanque,,1.38,1.50,1.38,1.62,2.81,2.77,3.73,3.71
26/05/2025 12:04 p. m.,Ordeño,05:51,12.83,2,,TI,,,0,,0.96,1.14,0.96,1.14,0,0,0,0,4.51,4.57,4.56,4.25,VMS 3,,Tanque,,1.32,1.80,1.68,1.80,2.85,2.92,3.12,3.94
27/05/2025 02:14 a. m.,Ordeño,06:23,16.75,1,,TI,,,0,,1.14,1.20,1.02,1.14,0,0,0,0,4.80,4.68,4.73,4.68,VMS 3,,Tanque,,1.44,1.80,1.56,1.62,3.88,3.88,4.20,4.79
27/05/2025 12:38 p. m.,Ordeño,06:20,14.42,2,,,,,0,,1.02,1.08,1.08,1.08,0,0,0,0,4.50,4.48,4.53,4.31,VMS 3,,Tanque,,1.44,1.50,1.50,1.56,3.10,3.02,4.24,4.06
28/05/2025 01:29 a. m.,Ordeño,06:36,15.81,1,,,,,0,,1.08,1.14,1.08,1.02,0,0,0,0,4.69,4.68,4.61,4.52,VMS 3,,Tanque,,1.50,1.56,1.50,1.56,3.59,3.31,4.31,4.60
28/05/2025 10:42 a. m.,Ordeño,05:45,12.72,2,,,,,0,,1.14,1.14,1.08,1.14,0,0,0,0,4.48,4.48,4.41,4.51,VMS 3,,Tanque,,1.56,1.68,1.50,1.44,2.93,2.80,3.46,3.53
28/05/2025 05:28 p. m.,Ordeño,04:44,8.34,3,,,,,0,,0.96,1.14,0.96,1.02,0,0,0,0,4.36,4.55,4.39,4.52,VMS 3,,Tanque,,1.32,1.56,1.44,1.50,1.89,1.89,2.15,2.41
29/05/2025 08:34 a. m.,Ordeño,06:48,17.48,1,,,,,0,,1.20,1.26,1.14,1.20,0,0,0,0,4.95,4.71,4.78,4.92,VMS 3,,Tanque,,1.62,1.86,1.50,1.92,3.96,3.70,4.89,4.93
29/05/2025 08:02 p. m.,Ordeño,08:13,15.41,2,,,,,0,"DD,TI",1.02,1.20,1.14,1.02,0,0,0,0,4.02,4.56,4.60,3.90,VMS 3,,Tanque,,1.50,2.10,1.56,1.62,3.60,3.34,4.09,4.38
30/05/2025 07:33 a. m.,Ordeño,05:50,13.76,1,,,,,0,,1.20,1.20,1.14,1.20,0,0,0,0,4.59,4.59,4.60,4.57,VMS 3,,Tanque,,1.68,1.74,1.56,1.56,3.07,2.97,3.79,3.93
31/05/2025 06:36 a. m.,Ordeño,07:36,19.23,1,,,,,1,,1.20,1.14,1.08,1.14,0,0,0,0,5.55,5.07,5.07,4.81,VMS 3,,Tanque,,1.62,1.62,1.50,1.56,4.23,4.05,5.42,5.53
31/05/2025 04:23 p. m.,Ordeño,05:34,11.38,2,,,,,0,,1.08,1.20,0.96,1.14,0,0,0,0,4.92,4.81,4.76,4.68,VMS 3,,Tanque,,1.50,1.68,1.26,1.56,2.47,2.55,2.97,3.39
01/06/2025 02:07 a. m.,Echada sin ordeñar,00:08,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
02/06/2025 12:42 a. m.,Echada sin ordeñar,00:04,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
03/06/2025 03:48 p. m.,Ordeño,07:42,17.52,1,,,,,0,,1.14,1.20,1.02,1.20,0,0,0,0,5.12,4.96,4.71,4.98,VMS 3,,Tanque,,1.56,1.56,1.44,1.56,4.09,3.61,4.87,4.95
04/06/2025 06:19 a. m.,Ordeño,08:24,9.77,1,,,,,0,,0.96,1.20,0.96,0.96,0,0,0,0,5.35,5.48,5.12,5.09,VMS 3,,Tanque,,1.38,1.62,1.38,1.50,1.95,2.41,2.69,2.72
05/06/2025 06:41 a. m.,Ordeño,06:55,17.49,1,,,,,0,,1.20,1.20,1.14,1.26,0,0,0,0,5.19,5.12,4.99,5.27,VMS 3,,Tanque,,1.62,1.62,1.50,1.68,3.96,3.59,4.70,5.24
05/06/2025 10:16 p. m.,Ordeño,07:22,16.08,2,,,,,0,,1.14,1.14,1.02,1.26,0,0,0,0,5.13,5.15,4.94,5.14,VMS 3,,Tanque,,1.56,1.56,1.38,1.80,3.61,3.27,4.64,4.56
06/06/2025 12:28 p. m.,Ordeño,07:30,14.60,1,,,,,0,,1.08,1.26,1.02,1.20,0,0,0,0,4.83,4.82,4.74,4.30,VMS 3,,Tanque,,1.44,1.74,1.44,1.80,3.20,3.26,4.15,3.99
07/06/2025 02:41 a. m.,Ordeño,06:52,15.60,1,,,,,0,,1.14,1.14,1.08,1.26,0,0,0,0,4.95,4.99,4.95,4.73,VMS 3,,Tanque,,1.56,1.56,1.56,1.68,3.32,3.42,4.42,4.44
08/06/2025 01:35 a. m.,Ordeño,07:19,19.15,1,,,,,0,,1.14,1.20,1.14,1.20,0,0,0,0,5.31,5.05,4.89,5.05,VMS 3,,Tanque,,1.56,1.68,1.56,1.62,4.17,4.12,5.46,5.40
08/06/2025 06:00 p. m.,Ordeño,06:33,15.58,2,,,,,0,,1.08,1.20,1.14,1.20,0,0,0,0,4.89,4.94,4.86,4.61,VMS 3,,Tanque,,1.44,1.68,1.44,1.62,3.23,3.37,4.45,4.53
09/06/2025 03:44 a. m.,Ordeño,06:52,11.83,1,,,,,0,,1.08,1.14,1.08,1.20,0,0,0,0,4.96,5.00,4.86,4.88,VMS 3,,Tanque,,1.38,1.56,1.62,1.74,2.55,2.86,3.38,3.04
09/06/2025 09:42 a. m.,Ordeño,05:31,8.70,2,,,,,0,,1.08,1.02,1.02,1.20,0,0,0,0,5.07,5.06,4.86,4.57,VMS 3,,Tanque,,1.44,1.44,1.38,2.40,1.79,1.87,2.24,2.80
10/06/2025 10:01 a. m.,Ordeño,07:22,19.49,1,,,,,0,,1.26,1.20,1.14,1.26,0,0,0,0,5.42,5.27,5.16,5.39,VMS 3,,Tanque,,1.62,1.56,1.56,1.62,4.23,4.08,5.67,5.51
10/06/2025 09:59 p. m.,Ordeño,06:59,14.76,2,,,,,0,,1.14,1.14,1.02,1.08,0,0,0,0,4.91,5.09,4.74,4.89,VMS 3,,Tanque,,1.62,1.50,1.50,1.44,3.09,3.26,4.18,4.23
11/06/2025 03:03 a. m.,Ordeño,05:57,5.96,1,,,,,0,,0.96,1.08,1.08,0.90,0,0,0,0,4.84,4.76,4.87,4.62,VMS 3,,Tanque,,1.38,1.50,1.50,1.26,1.39,1.31,1.55,1.71
11/06/2025 03:25 p. m.,Ordeño,06:34,16.22,2,,,,,0,,1.26,1.32,1.20,1.32,0,0,0,0,5.37,5.33,5.28,5.33,VMS 3,,Tanque,,1.62,1.80,1.62,1.74,3.41,3.57,4.45,4.79
12/06/2025 06:05 a. m.,Ordeño,06:55,18.58,1,,,,,0,,1.32,1.32,1.20,1.26,0,0,0,0,5.18,5.15,5.08,5.03,VMS 3,,Tanque,,1.74,1.74,1.62,1.74,4.23,4.05,5.14,5.16
12/06/2025 08:15 p. m.,Ordeño,07:29,18.50,2,,,,,0,,1.14,1.26,1.14,1.20,0,0,0,0,4.75,4.83,4.75,4.63,VMS 3,,Tanque,,1.50,1.68,1.50,1.62,4.05,3.89,5.50,5.06
13/06/2025 12:43 p. m.,Ordeño,06:53,18.91,1,,,,,0,,1.20,1.20,1.26,1.20,0,0,0,0,5.02,5.04,5.19,4.79,VMS 3,,Tanque,,1.62,1.62,1.62,1.56,4.00,4.17,5.11,5.63
14/06/2025 04:08 p. m.,Ordeño,07:34,21.36,1,,,,,0,,1.26,1.26,1.20,1.20,0,0,0,0,5.20,5.12,5.15,5.09,VMS 3,,Tanque,,1.80,1.68,1.74,1.68,4.63,4.56,6.05,6.12
14/06/2025 10:43 p. m.,Ordeño,05:08,7.68,2,,,,,0,,1.08,1.02,1.08,0.90,0,0,0,0,4.59,4.72,4.63,4.41,VMS 3,,Tanque,,1.68,1.50,1.44,1.38,1.67,1.74,2.08,2.19
15/06/2025 11:39 a. m.,Ordeño,05:51,15.59,1,,"TI,TD",,,0,,1.20,1.20,1.20,1.14,0,0,0,0,5.43,5.36,5.25,5.06,VMS 3,,Tanque,,1.56,1.86,1.86,1.98,3.71,3.84,3.94,4.10
15/06/2025 08:17 p. m.,Ordeño,06:33,14.14,2,,,,,0,,1.26,1.14,1.14,1.14,0,0,0,0,5.17,5.06,5.02,4.85,VMS 3,,Tanque,,1.68,1.56,1.50,1.62,2.70,2.77,4.20,4.47
17/06/2025 08:11 a. m.,Ordeño,07:55,21.69,1,,,,,0,,1.14,1.20,1.14,1.20,0,0,0,0,4.87,4.98,4.79,4.79,VMS 3,,Tanque,,1.62,1.56,1.44,1.92,4.91,4.51,6.32,5.95
18/06/2025 05:45 a. m.,Ordeño,07:08,20.42,1,,,,,0,,1.26,1.32,1.38,1.32,0,0,0,0,4.93,5.08,4.89,4.87,VMS 3,,Tanque,,1.62,1.74,1.74,1.80,4.55,4.40,5.54,5.93
19/06/2025 06:44 a. m.,Ordeño,07:33,21.24,1,,,,,0,,1.20,1.26,1.32,1.26,0,0,0,0,5.32,5.15,5.12,5.24,VMS 3,,Tanque,,1.62,1.68,1.80,1.68,4.52,4.31,6.33,6.08
20/06/2025 01:39 a. m.,Ordeño,07:57,17.28,1,,TD,,,0,,1.14,1.32,1.14,1.14,0,0,0,0,4.97,5.09,4.99,4.92,VMS 3,,Tanque,,1.56,1.74,1.74,2.04,4.12,3.86,5.44,3.86
20/06/2025 10:41 a. m.,Ordeño,06:31,12.33,2,,,,,0,,1.14,1.32,1.14,1.26,0,0,0,0,4.90,4.95,4.92,4.93,VMS 3,,Tanque,,1.44,1.74,1.44,1.74,2.45,2.45,3.13,4.30
20/06/2025 07:04 p. m.,Ordeño,05:42,10.70,3,,,,,0,,1.14,1.26,1.32,1.20,0,0,0,0,4.92,4.97,4.49,4.65,VMS 3,,Tanque,,1.50,1.56,1.68,1.68,2.44,2.18,3.10,2.98
21/06/2025 03:45 p. m.,Ordeño,06:52,19.95,1,,TI,,,0,,1.26,1.38,1.38,1.38,0,0,0,0,4.98,4.95,4.56,5.14,VMS 3,,Tanque,,1.68,1.80,2.10,1.68,4.79,4.20,5.35,5.61
21/06/2025 10:53 p. m.,Ordeño,04:28,8.16,2,,TD,,,0,,1.14,1.32,1.38,1.26,0,0,0,0,4.58,4.51,4.22,4.18,VMS 3,,Tanque,,1.68,1.86,1.68,1.80,1.67,1.80,2.45,2.24
