Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
06/03/2025 05:04 p. m.,Ordeño,15:04,14.77,2,,,,,1,TD,0.66,0.66,0.42,0.30,0,0,0,0,4.90,5.17,5.01,7.50,VMS 2,,Tanque,,1.32,1.32,0.78,0.54,4.46,5.64,3.65,1.02
07/03/2025 03:07 a. m.,Ordeño,12:48,10.64,1,,,,,1,TD,0.60,0.66,0.42,0.36,0,0,0,0,4.37,4.42,4.61,7.57,VMS 2,,Tanque,,1.02,1.02,0.66,1.14,3.09,4.20,2.49,0.86
07/03/2025 04:43 p. m.,Ordeño,13:18,12.83,2,,,TD,TD,1,,0.72,0.72,0.48,0.00,0,0,0,0,4.71,4.89,4.98,0.00,VMS 2,,Tanque,,1.14,1.08,0.78,0.00,4.17,5.18,3.48,0.00
07/03/2025 08:54 p. m.,Ordeño,13:03,7.10,3,,TI,,DI,0,,0.00,0.72,0.60,0.42,0,0,0,0,0.00,4.18,4.24,4.16,VMS 2,,Tanque,,0.00,1.26,0.90,0.78,0.00,3.58,1.77,1.75
08/03/2025 12:13 p. m.,Ordeño,17:21,5.54,1,,"DI,TI","DI,TI,TD",TD,0,DD,0.72,0.66,0.60,0.00,0,0,0,0,3.95,4.69,4.04,0.00,VMS 2,,Tanque,,1.32,0.96,1.26,0.00,0.36,4.58,0.60,0.00
08/03/2025 07:57 p. m.,Ordeño,15:37,11.77,2,,,,TD,0,,0.72,0.60,0.48,0.00,0,0,0,0,5.06,4.50,5.33,0.00,VMS 2,,Tanque,,1.08,1.02,0.78,0.00,4.13,4.12,3.52,0.00
09/03/2025 06:39 a. m.,Ordeño,13:38,11.67,1,,,TD,TD,1,,0.66,0.72,0.42,0.00,0,0,0,0,4.19,4.29,4.47,0.00,VMS 2,,Tanque,,1.14,1.20,0.90,0.00,3.69,5.16,2.82,0.00
09/03/2025 04:01 p. m.,Ordeño,11:15,8.24,2,,TD,DI,DI,0,,0.00,0.66,0.60,0.48,0,0,0,0,0.00,4.04,4.31,4.19,VMS 2,,Tanque,,0.00,1.20,0.90,0.96,0.00,3.51,2.23,2.50
09/03/2025 07:58 p. m.,Ordeño,09:49,4.31,3,,,DI,,1,"TI,TD",0.54,0.66,0.36,0.30,0,0,0,0,4.20,3.84,6.93,8.78,VMS 2,,Tanque,,0.96,1.08,1.02,0.72,0.99,2.17,0.71,0.44
10/03/2025 03:46 a. m.,Ordeño,13:59,6.73,1,,,,,1,TD,0.54,0.60,0.36,0.30,0,0,0,0,4.09,4.19,4.76,8.64,VMS 2,,Tanque,,1.08,0.90,0.66,0.60,1.78,2.59,2.03,0.33
10/03/2025 05:17 p. m.,Ordeño,17:22,12.87,2,,,,,1,TD,0.54,0.66,0.42,0.24,0,0,0,0,4.67,4.84,4.79,8.04,VMS 2,,Tanque,,1.02,1.08,0.72,0.60,4.16,4.96,3.17,0.58
11/03/2025 07:28 a. m.,Ordeño,16:14,9.56,1,,,"TI,TD","TI,TD",0,,0.66,0.78,0.00,0.00,0,0,0,0,4.64,4.60,0.00,0.00,VMS 2,,Tanque,,1.08,1.32,0.00,0.00,3.46,6.10,0.00,0.00
11/03/2025 09:41 p. m.,Ordeño,14:12,10.74,2,,,"TI,TD","TI,TD",0,TD,0.60,0.72,0.00,0.18,0,0,0,0,4.37,4.35,0.00,5.96,VMS 2,,Tanque,,1.02,1.20,0.00,0.36,4.80,5.75,0.00,0.19
12/03/2025 02:02 p. m.,Ordeño,16:08,8.90,1,,TI,"TI,TD","TI,TD",0,,0.54,0.72,0.18,0.00,0,0,0,0,4.45,4.58,0.00,0.00,VMS 2,,Tanque,,1.02,1.02,0.54,0.00,3.71,5.08,0.11,0.00
13/03/2025 01:23 a. m.,Ordeño,16:04,7.90,1,,DI,"TI,TD","TI,TD",0,,0.54,0.66,0.00,0.00,0,0,0,0,4.38,4.42,0.00,0.00,VMS 2,,Tanque,,0.90,1.02,0.00,0.00,3.59,4.31,0.00,0.00
13/03/2025 05:57 p. m.,Ordeño,15:05,13.48,2,,TI,TD,TD,0,,0.66,0.72,0.42,0.00,0,0,0,0,4.47,4.56,5.14,0.00,VMS 2,,Tanque,,1.02,1.26,1.20,0.00,4.57,6.08,2.83,0.00
13/03/2025 10:43 p. m.,Ordeño,09:15,6.33,3,,,,TI,1,TD,0.60,0.66,0.00,0.30,0,0,0,0,3.46,3.40,0.00,8.04,VMS 2,,Tanque,,1.02,0.96,0.00,0.72,2.49,2.92,0.00,0.92
14/03/2025 05:21 a. m.,Ordeño,10:51,7.11,1,,,,,1,"TI,TD",0.48,0.66,0.42,0.30,0,0,0,0,3.84,3.87,4.70,7.44,VMS 2,,Tanque,,0.90,0.96,0.72,0.60,1.83,2.50,2.46,0.32
14/03/2025 04:54 p. m.,Ordeño,11:51,8.39,2,,,TI,TI,1,TD,0.66,0.72,0.00,0.30,0,0,0,0,4.50,4.55,0.00,7.00,VMS 2,,Tanque,,1.08,1.02,0.00,0.84,3.45,4.26,0.00,0.68
14/03/2025 11:12 p. m.,Ordeño,15:38,7.08,3,,,,TD,1,TI,0.54,0.66,0.36,0.00,0,0,0,0,4.32,4.51,5.09,0.00,VMS 2,,Tanque,,0.84,1.02,0.60,0.00,2.35,3.30,1.43,0.00
15/03/2025 10:03 a. m.,Ordeño,11:36,9.79,1,,,DI,DI,0,,0.00,0.72,0.54,0.42,0,0,0,0,0.00,4.68,4.59,4.96,VMS 2,,Tanque,,0.00,1.08,0.96,0.96,0.00,4.73,3.40,1.66
15/03/2025 03:17 p. m.,Ordeño,13:17,4.65,2,,TD,DI,,1,TD,0.48,0.66,0.30,0.36,0,0,0,0,4.39,4.62,4.66,6.77,VMS 2,,Tanque,,0.66,0.96,0.54,0.90,1.41,2.10,0.80,0.34
16/03/2025 01:28 a. m.,Ordeño,13:59,7.76,1,,,TI,"TI,TD",0,TD,0.66,0.66,0.00,0.12,0,0,0,0,4.79,4.86,0.00,6.23,VMS 2,,Tanque,,1.08,1.08,0.00,0.36,3.51,4.18,0.00,0.07
16/03/2025 12:10 p. m.,Ordeño,12:40,7.72,2,,,TI,TI,0,TD,0.54,0.66,0.00,0.36,0,0,0,0,4.25,4.52,0.00,5.05,VMS 2,,Tanque,,0.90,1.02,0.00,0.84,2.74,4.26,0.00,0.72
16/03/2025 05:54 p. m.,Ordeño,12:57,9.61,3,,DD,,,1,TI,0.54,0.54,0.48,0.60,0,0,0,0,4.06,3.78,5.86,4.46,VMS 2,,Tanque,,0.96,1.20,0.78,0.96,2.52,0.45,3.94,2.70
17/03/2025 01:47 a. m.,Ordeño,12:44,5.38,1,,,TI,"TI,TD",0,,0.54,0.66,0.00,0.00,0,0,0,0,4.13,4.12,0.00,0.00,VMS 2,,Tanque,,1.14,1.02,0.00,0.00,2.38,3.00,0.00,0.00
17/03/2025 09:23 a. m.,Ordeño,13:16,9.53,2,,,,TD,0,TI,0.54,0.66,0.48,0.00,0,0,0,0,3.98,3.85,4.83,0.00,VMS 2,,Tanque,,0.96,1.02,0.96,0.00,2.44,3.87,3.22,0.00
17/03/2025 11:04 p. m.,Ordeño,16:11,11.33,3,,,TD,TD,1,,0.60,0.66,0.42,0.00,0,0,0,0,4.07,4.09,4.29,0.00,VMS 2,,Tanque,,0.90,1.02,1.14,0.00,3.27,5.27,2.79,0.00
18/03/2025 04:47 a. m.,Ordeño,12:32,8.16,1,,,,TD,0,TD,0.54,0.66,0.42,0.18,0,0,0,0,3.83,3.52,3.32,5.76,VMS 2,,Tanque,,0.84,1.02,0.72,0.42,3.00,3.10,1.87,0.19
18/03/2025 05:34 p. m.,Ordeño,13:39,11.48,2,,,TD,TD,0,,0.54,0.78,0.48,0.00,0,0,0,0,4.00,4.34,4.40,0.00,VMS 2,,Tanque,,0.90,1.14,0.78,0.00,3.47,4.92,3.09,0.00
19/03/2025 01:56 a. m.,Ordeño,11:57,9.38,1,,,,TD,0,,0.54,0.78,0.36,0.00,0,0,0,0,3.70,3.81,4.23,0.00,VMS 2,,Tanque,,0.90,1.26,0.78,0.00,3.21,4.36,1.81,0.00
19/03/2025 10:34 a. m.,Ordeño,12:14,6.32,2,,,"TI,TD","TI,TD",0,,0.54,0.72,0.00,0.00,0,0,0,0,3.89,4.03,0.00,0.00,VMS 2,,Tanque,,1.02,1.38,0.00,0.00,2.76,3.56,0.00,0.00
19/03/2025 07:43 p. m.,Ordeño,11:49,7.96,3,,,TI,TI,0,,0.54,0.78,0.00,0.36,0,0,0,0,5.02,5.23,0.00,5.33,VMS 2,,Tanque,,1.14,1.20,0.00,0.78,2.80,4.10,0.00,1.06
20/03/2025 05:19 a. m.,Ordeño,15:47,9.92,1,,TD,,TD,1,"TI,TD",0.60,0.66,0.48,0.30,0,0,0,0,4.16,4.16,5.61,5.63,VMS 2,,Tanque,,0.96,1.02,1.32,0.60,2.73,3.18,3.93,0.08
20/03/2025 04:14 p. m.,Ordeño,12:24,8.07,2,,"DD,TI",,TD,0,,0.60,0.66,0.42,0.00,0,0,0,0,4.07,4.12,3.84,0.00,VMS 2,,Tanque,,1.02,1.32,1.02,0.00,3.14,3.00,1.93,0.00
20/03/2025 10:20 p. m.,Ordeño,10:33,10.39,3,,,,TD,0,,0.66,0.78,0.42,0.00,0,0,0,0,3.52,3.92,4.15,0.00,VMS 2,,Tanque,,1.08,1.26,0.72,0.00,2.78,5.03,2.58,0.00
21/03/2025 09:10 a. m.,Ordeño,13:17,7.68,1,,,DI,"DI,TD",0,,0.00,0.78,0.60,0.00,0,0,0,0,0.00,3.94,4.28,0.00,VMS 2,,Tanque,,0.00,1.20,1.02,0.00,0.00,5.15,2.53,0.00
21/03/2025 07:40 p. m.,Echada sin ordeñar,05:02,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
21/03/2025 11:18 p. m.,Ordeño,15:09,15.69,2,,,,TD,1,TI,0.60,0.72,0.54,0.00,0,0,0,0,4.19,3.99,5.42,0.00,VMS 2,,Tanque,,0.96,1.20,0.90,0.00,4.84,5.85,5.00,0.00
22/03/2025 11:14 a. m.,Ordeño,16:32,12.21,1,,,,TI,0,,0.66,0.78,0.12,0.42,0,0,0,0,4.17,4.14,4.69,4.14,VMS 2,,Tanque,,1.14,1.20,0.30,0.72,3.21,5.74,0.09,3.17
23/03/2025 12:40 a. m.,Ordeño,13:35,9.72,1,,,TI,"TI,TD",0,,0.66,0.78,0.00,0.00,0,0,0,0,3.73,3.89,0.00,0.00,VMS 2,,Tanque,,1.08,1.38,0.00,0.00,4.38,5.34,0.00,0.00
23/03/2025 07:28 a. m.,Ordeño,13:55,9.63,2,,,,TD,0,TD,0.60,0.78,0.42,0.30,0,0,0,0,2.95,3.37,4.17,6.83,VMS 2,,Tanque,,1.14,1.14,0.78,0.66,2.55,3.85,3.07,0.16
23/03/2025 06:54 p. m.,Ordeño,15:38,8.03,3,,TD,TI,TI,0,TD,0.54,0.84,0.00,0.36,0,0,0,0,4.05,4.07,0.00,4.89,VMS 2,,Tanque,,0.90,2.76,0.00,0.90,2.58,5.10,0.00,0.35
24/03/2025 01:02 a. m.,Ordeño,10:54,7.21,1,,TD,,,0,,0.60,0.72,0.54,0.42,0,0,0,0,3.87,3.94,4.09,4.44,VMS 2,,Tanque,,1.02,1.08,0.96,1.26,2.80,3.13,0.26,1.02
24/03/2025 07:34 p. m.,Ordeño,17:17,9.19,2,,,"TI,TD","TI,TD",0,,0.66,0.66,0.00,0.00,0,0,0,0,4.44,4.54,0.00,0.00,VMS 2,,Tanque,,1.08,1.02,0.00,0.00,4.58,4.61,0.00,0.00
25/03/2025 02:57 a. m.,Ordeño,14:32,14.40,1,,,,TD,1,TI,0.60,0.72,0.48,0.00,0,0,0,0,3.50,3.83,5.24,0.00,VMS 2,,Tanque,,1.08,1.14,0.90,0.00,3.87,5.32,5.21,0.00
25/03/2025 06:56 p. m.,Ordeño,18:51,13.05,2,,,,TD,1,,0.72,0.72,0.36,0.00,0,0,0,0,4.33,4.53,4.95,0.00,VMS 3,,Tanque,,1.14,1.14,0.78,0.00,5.10,6.08,1.87,0.00
26/03/2025 11:31 a. m.,Ordeño,15:07,14.57,1,,,,TI,1,TD,0.84,0.84,0.00,0.48,0,0,0,0,4.46,4.55,0.00,10.18,VMS 3,,Tanque,,1.20,1.20,0.00,1.38,6.11,6.72,0.00,1.74
26/03/2025 09:09 p. m.,Ordeño,13:28,11.56,2,,,,,1,"TI,TD",0.60,0.72,0.48,0.36,0,0,0,0,3.75,4.00,5.37,4.84,VMS 3,,Tanque,,0.96,1.14,0.84,0.96,3.15,4.12,3.77,0.52
27/03/2025 11:26 a. m.,Ordeño,13:21,9.68,1,,,TI,"TI,TD",0,,0.72,0.84,0.00,0.00,0,0,0,0,4.02,4.15,0.00,0.00,VMS 3,,Tanque,,1.74,1.26,0.00,0.00,3.54,6.14,0.00,0.00
27/03/2025 10:45 p. m.,Ordeño,15:34,14.70,2,,,,TD,0,TI,0.72,0.84,0.48,0.00,0,0,0,0,4.54,4.63,5.31,0.00,VMS 3,,Tanque,,1.14,1.26,0.84,0.00,5.23,4.95,4.52,0.00
28/03/2025 11:43 a. m.,Ordeño,16:41,11.11,1,,,,TD,1,TD,0.72,0.78,0.42,0.36,0,0,0,0,4.15,4.56,4.36,7.57,VMS 3,,Tanque,,1.14,1.14,0.72,0.84,4.19,4.89,1.85,0.18
28/03/2025 07:18 p. m.,Ordeño,10:52,8.14,2,,,,TI,1,TD,0.66,0.84,0.00,0.42,0,0,0,0,3.96,4.34,0.00,9.78,VMS 3,,Tanque,,1.14,1.26,0.00,0.84,2.97,3.83,0.00,1.34
29/03/2025 09:24 a. m.,Ordeño,15:03,15.90,1,,,,TD,1,TI,0.84,0.90,0.48,0.00,0,0,0,0,4.22,4.56,5.10,0.00,VMS 3,,Tanque,,1.26,1.38,0.84,0.00,5.27,6.52,4.11,0.00
29/03/2025 10:51 p. m.,Ordeño,12:21,12.90,2,,,TD,TD,0,,0.78,0.84,0.48,0.00,0,0,0,0,4.34,4.31,4.15,0.00,VMS 3,,Tanque,,1.32,1.26,0.72,0.00,4.59,5.44,2.87,0.00
30/03/2025 11:20 a. m.,Ordeño,14:22,10.42,1,,DI,"TI,TD","TI,TD",0,,0.78,0.90,0.00,0.00,0,0,0,0,4.39,4.47,0.00,0.00,VMS 3,,Tanque,,1.20,1.32,0.00,0.00,4.64,5.78,0.00,0.00
31/03/2025 12:18 a. m.,Ordeño,16:09,9.89,1,,TI,"TI,TD","TI,TD",0,,0.78,0.84,0.36,0.00,0,0,0,0,4.51,4.34,4.49,0.00,VMS 3,,Tanque,,1.98,1.26,0.96,0.00,4.00,5.77,0.12,0.00
31/03/2025 02:45 p. m.,Ordeño,16:35,16.46,2,,,,TD,1,TI,0.72,0.90,0.48,0.00,0,0,0,0,4.26,4.43,6.20,0.00,VMS 3,,Tanque,,1.14,1.32,0.84,0.00,5.17,6.46,4.83,0.00
31/03/2025 11:33 p. m.,Ordeño,10:23,9.60,3,,,,TI,0,,0.72,0.84,0.00,0.48,0,0,0,0,3.75,4.01,0.00,3.82,VMS 3,,Tanque,,1.08,1.26,0.00,0.84,3.22,4.29,0.00,2.09
01/04/2025 01:37 p. m.,Ordeño,13:49,12.04,1,,,TI,TI,1,TD,0.60,0.84,0.00,0.48,0,0,0,0,4.23,4.41,0.00,10.52,VMS 3,,Tanque,,1.14,1.32,0.00,0.78,3.65,6.22,0.00,2.17
02/04/2025 01:19 a. m.,Ordeño,16:23,8.90,1,,,DI,,0,,0.60,0.84,0.60,0.72,0,0,0,0,4.20,4.07,4.10,4.40,VMS 3,,Tanque,,1.08,1.08,1.32,1.86,1.80,3.05,1.75,2.30
02/04/2025 07:59 p. m.,Ordeño,16:29,13.60,2,,,TI,TI,1,TD,0.66,0.72,0.00,0.36,0,0,0,0,4.41,4.52,0.00,5.69,VMS 3,,Tanque,,0.96,1.14,0.00,1.14,5.67,6.96,0.00,0.97
03/04/2025 06:00 p. m.,Ordeño,14:29,17.66,1,,,TD,TD,1,"TI,TD",0.72,0.84,0.60,0.36,0,0,0,0,4.44,4.68,6.57,7.37,VMS 3,,Tanque,,1.56,1.26,1.02,0.90,4.89,7.44,5.16,0.17
04/04/2025 02:28 p. m.,Ordeño,21:53,12.88,1,,,"TI,TD",TD,1,,0.36,0.96,0.78,0.00,0,0,0,0,4.89,4.39,4.45,0.00,VMS 3,,Tanque,,0.66,1.38,1.50,0.00,4.64,6.97,1.27,0.00
05/04/2025 11:39 a. m.,Ordeño,15:29,13.27,1,,DI,"DI,TD","DI,TD",0,,0.72,0.96,0.90,0.00,0,0,0,0,3.69,4.43,4.38,0.00,VMS 3,,Tanque,,1.50,1.38,1.32,0.00,0.12,7.93,5.22,0.00
05/04/2025 10:30 p. m.,Ordeño,19:26,12.19,2,,TD,,,1,TI,0.78,0.90,0.54,0.18,0,0,0,0,4.17,4.37,6.37,3.75,VMS 3,,Tanque,,1.20,1.32,0.90,0.36,3.00,4.43,4.56,0.20
07/04/2025 01:25 a. m.,Ordeño,18:51,16.70,1,,,TD,TD,0,,0.78,0.96,0.54,0.00,0,0,0,0,5.30,5.19,5.00,0.00,VMS 3,,Tanque,,1.32,1.44,0.84,0.00,5.62,7.28,3.80,0.00
07/04/2025 10:46 a. m.,Ordeño,09:49,8.50,2,,,TI,TI,0,,0.72,0.78,0.00,0.42,0,0,0,0,4.24,4.46,0.00,4.07,VMS 3,,Tanque,,0.96,1.20,0.00,0.66,2.82,3.73,0.00,1.95
08/04/2025 01:19 a. m.,Ordeño,10:24,10.31,1,,,,TD,0,,0.72,0.90,0.48,0.00,0,0,0,0,4.37,4.44,4.31,0.00,VMS 3,,Tanque,,1.14,1.38,0.72,0.00,3.35,4.89,2.07,0.00
08/04/2025 06:36 p. m.,Ordeño,11:09,11.46,2,,,DD,DD,0,,0.78,0.00,0.48,0.90,0,0,0,0,4.07,0.00,4.20,4.17,VMS 3,,Tanque,,1.14,0.00,0.72,1.38,3.89,0.00,2.50,5.07
09/04/2025 02:18 p. m.,Ordeño,11:09,8.91,1,,,"TI,TD","TI,TD",0,,0.90,1.02,0.00,0.00,0,0,0,0,4.35,4.42,0.00,0.00,VMS 3,,Tanque,,1.38,1.50,0.00,0.00,3.79,5.12,0.00,0.00
10/04/2025 08:22 a. m.,Ordeño,11:52,10.83,1,,,TI,TI,1,TD,0.90,1.02,0.00,0.60,0,0,0,0,4.00,4.16,0.00,5.24,VMS 3,,Tanque,,1.26,1.38,0.00,1.20,2.78,3.77,0.00,4.28
11/04/2025 07:53 a. m.,Ordeño,11:28,9.90,1,,,DI,DI,1,DI,0.18,1.02,0.90,0.48,0,0,0,0,4.82,4.22,4.08,4.07,VMS 3,,Tanque,,0.36,1.44,1.26,0.78,0.05,4.88,3.32,1.65
11/04/2025 08:29 p. m.,Ordeño,14:32,5.09,2,,,"DI,TI",TI,0,,0.66,0.78,0.00,0.36,0,0,0,0,3.94,4.16,0.00,3.83,VMS 3,,Tanque,,0.90,1.26,0.00,1.08,1.75,2.44,0.00,0.90
12/04/2025 11:47 a. m.,Ordeño,11:35,9.36,1,,,TI,TI,1,,0.72,0.84,0.00,0.48,0,0,0,0,4.29,4.44,0.00,4.72,VMS 3,,Tanque,,1.14,1.32,0.00,0.78,2.96,4.08,0.00,2.32
13/04/2025 07:36 a. m.,Ordeño,13:52,13.63,1,,TD,,,1,,0.78,0.90,0.60,0.42,0,0,0,0,4.29,4.44,4.28,4.01,VMS 3,,Tanque,,1.50,2.22,1.20,0.66,4.29,5.96,1.15,2.23
13/04/2025 08:18 p. m.,Ordeño,10:42,9.87,2,,,,DI,1,,0.00,0.78,0.72,0.42,0,0,0,0,0.00,4.30,4.13,4.61,VMS 3,,Tanque,,0.00,1.20,1.14,0.72,0.00,4.50,3.03,2.34
14/04/2025 10:04 a. m.,Ordeño,11:11,9.98,1,,,,DD,1,,0.72,0.00,0.42,0.84,0,0,0,0,4.15,0.00,4.23,4.24,VMS 3,,Tanque,,1.02,0.00,0.72,1.20,3.34,0.00,2.16,4.48
15/04/2025 04:07 a. m.,Ordeño,15:28,13.13,1,,DD,,,1,,0.72,0.60,0.84,0.42,0,0,0,0,4.55,4.58,4.63,4.32,VMS 3,,Tanque,,1.62,1.44,1.26,0.78,4.29,0.86,5.38,2.60
15/04/2025 08:15 p. m.,Ordeño,13:57,9.10,2,,,"TI,TD","TI,TD",0,,0.66,0.84,0.00,0.00,0,0,0,0,4.47,4.74,0.00,0.00,VMS 3,,Tanque,,1.02,1.32,0.00,0.00,3.87,5.23,0.00,0.00
16/04/2025 03:39 a. m.,Ordeño,14:46,8.50,1,,,,TD,1,TI,0.54,0.66,0.42,0.00,0,0,0,0,4.14,4.41,5.06,0.00,VMS 3,,Tanque,,0.84,1.08,0.78,0.00,2.12,2.87,3.51,0.00
16/04/2025 06:54 p. m.,Ordeño,11:57,10.84,2,,,TI,TI,1,TD,0.54,0.84,0.00,0.54,0,0,0,0,4.82,4.95,0.00,7.91,VMS 3,,Tanque,,0.90,1.26,0.00,1.26,3.71,5.55,0.00,1.58
17/04/2025 09:56 a. m.,Ordeño,18:30,13.79,1,,,,TD,1,TI,0.60,0.78,0.48,0.00,0,0,0,0,4.48,4.68,5.40,0.00,VMS 3,,Tanque,,0.96,1.20,0.90,0.00,3.83,5.56,4.40,0.00
17/04/2025 09:54 p. m.,Ordeño,12:26,9.12,2,,,TI,TI,0,,0.60,0.78,0.00,0.48,0,0,0,0,4.07,4.40,0.00,3.90,VMS 3,,Tanque,,0.96,1.32,0.00,0.72,3.08,4.11,0.00,1.93
18/04/2025 05:49 a. m.,Ordeño,15:12,5.82,1,,TD,,,0,,0.54,0.60,0.72,0.36,0,0,0,0,4.01,4.44,4.12,3.85,VMS 3,,Tanque,,0.90,1.02,1.14,1.02,2.30,1.51,1.48,0.53
19/04/2025 05:53 a. m.,Ordeño,11:32,14.84,1,,TI,TD,,0,,0.60,0.72,0.42,0.36,0,0,0,0,4.62,4.73,4.64,4.49,VMS 3,,Tanque,,0.96,1.20,0.96,0.90,5.50,7.14,1.98,0.22
20/04/2025 02:08 a. m.,Ordeño,14:14,15.62,1,,,,DI,1,TD,0.00,0.78,0.60,0.54,0,0,0,0,0.00,4.42,4.23,6.33,VMS 3,,Tanque,,0.00,1.14,1.14,0.84,0.00,6.17,4.53,4.92
20/04/2025 02:56 p. m.,Ordeño,12:47,9.41,2,,,TI,,1,TD,0.54,0.78,0.36,0.48,0,0,0,0,4.14,4.38,4.28,9.25,VMS 3,,Tanque,,0.96,1.32,0.78,1.08,2.91,4.13,0.91,1.46
20/04/2025 10:09 p. m.,Echada sin ordeñar,04:55,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
21/04/2025 10:04 a. m.,Ordeño,17:34,13.17,1,,TI,TI,TI,1,,0.66,0.84,0.66,0.36,0,0,0,0,4.49,4.56,3.22,4.93,VMS 3,,Tanque,,1.56,1.38,1.26,0.78,4.35,6.85,0.05,1.92
21/04/2025 09:27 p. m.,Ordeño,12:48,9.92,2,,,,TI,1,,0.60,0.66,0.00,0.42,0,0,0,0,4.01,4.31,0.00,4.58,VMS 3,,Tanque,,0.96,1.08,0.00,0.66,3.50,4.45,0.00,1.97
22/04/2025 07:41 p. m.,Ordeño,19:06,14.98,1,,,TI,TI,1,,0.66,0.78,0.00,0.48,0,0,0,0,4.81,4.81,0.00,5.08,VMS 3,,Tanque,,1.08,1.20,0.00,0.72,5.13,6.78,0.00,3.07
23/04/2025 03:29 p. m.,Ordeño,14:19,16.38,1,,,TD,,1,TD,0.66,0.84,0.48,0.42,0,0,0,0,4.39,4.42,4.26,9.18,VMS 3,,Tanque,,1.08,1.26,0.84,0.72,4.89,6.71,3.68,1.10
