Numero del animal,Hora de inicio,Duración (mm:ss),Hora de inicio (Parsed),Hora de fin (Parsed)
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,0.24,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.14,,
undefined,TI,0.60,,
undefined,,0.72,,
undefined,,1.14,,
undefined,,1.14,,
undefined,TI,0.96,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,,,
undefined,,1.14,,
undefined,,1.32,,
undefined,,1.02,,
undefined,,1.26,,
undefined,"DI,TI",1.20,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,0.90,,
undefined,TI,0.96,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,1.38,,
undefined,"DI,DD,TD",1.26,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.08,,
undefined,"DI,DD,TI",1.50,,
undefined,,1.56,,
undefined,,1.44,,
undefined,,1.38,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.44,,
undefined,,1.44,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.38,,
undefined,,1.08,,
undefined,DI,1.20,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.08,,
undefined,"DI,TI",1.38,,
undefined,,1.14,,
undefined,,1.20,,
undefined,Pezón,DI,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.54,,
undefined,,0.72,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,TI,0.84,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,,,
undefined,,0.72,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.42,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.54,,
undefined,,,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.00,,
undefined,DI,0.90,,
undefined,DD,0.90,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,,,
undefined,,0.84,,
undefined,,,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.66,,
undefined,,0.90,,
undefined,,0.00,,
undefined,,0.00,,
undefined,DI,0.96,,
undefined,,0.66,,
undefined,,0.54,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,DI,0.72,,
undefined,,0.00,,
undefined,DI,0.90,,
undefined,"TI,TD",0.42,,
undefined,DI,0.84,,
undefined,,0.66,,
undefined,,0.84,,
undefined,,0.00,,
undefined,DI,0.84,,
undefined,,0.00,,
undefined,,0.00,,
undefined,"DI,TI",0.84,,
undefined,,0.00,,
undefined,DI,0.78,,
undefined,,0.00,,
undefined,DI,0.84,,
undefined,DI,0.84,,
undefined,,0.00,,
undefined,DI,0.60,,
undefined,,0.00,,
undefined,DI,0.90,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.00,,
undefined,DI,1.02,,
undefined,,0.66,,
undefined,,,,
undefined,DI,0.72,,
undefined,DI,0.66,,
undefined,,,,
undefined,,0.66,,
undefined,DI,0.90,,
undefined,,0.00,,
undefined,,0.00,,
undefined,,0.00,,
undefined,"DI,TI",1.14,,
undefined,DI,0.78,,
undefined,,0.00,,
undefined,DI,0.54,,
undefined,,0.90,,
undefined,,0.54,,
undefined,TD,0.00,,
undefined,DI,0.84,,
undefined,DI,0.84,,
undefined,,0.54,,
undefined,,0.18,,
undefined,,0.90,,
undefined,,0.48,,
undefined,DI,0.90,,
undefined,DI,0.90,,
undefined,DI,0.84,,
undefined,DI,0.72,,
undefined,"DI,TD",0.42,,
undefined,DI,0.78,,
undefined,DI,0.84,,
undefined,DI,0.42,,
undefined,DI,0.90,,
undefined,,0.00,,
undefined,DI,1.02,,
undefined,DI,0.30,,
undefined,,0.00,,
undefined,DI,0.60,,
undefined,TI,0.00,,
undefined,DI,0.84,,
undefined,,0.42,,
undefined,DI,0.36,,
undefined,,0.66,,
undefined,,0.24,,
undefined,,0.48,,
undefined,DI,0.78,,
undefined,DI,0.66,,
undefined,,,,
undefined,"DI,TI",0.30,,
undefined,DI,0.36,,
undefined,,0.00,,
undefined,"DI,TI",0.96,,
undefined,DI,0.30,,
undefined,,0.12,,
undefined,DI,0.84,,
undefined,"DI,TI",0.24,,
undefined,,,,
undefined,DI,0.84,,
undefined,"DI,TD",0.42,,
undefined,,0.00,,
undefined,"DI,TI",0.24,,
undefined,,,,
undefined,,0.00,,
undefined,"DI,TD",0.84,,
undefined,DI,0.42,,
undefined,TI,0.00,,
undefined,,0.30,,
undefined,,0.00,,
undefined,DI,0.84,,
undefined,,0.48,,
undefined,TD,0.24,,
undefined,DI,0.24,,
undefined,TI,0.00,,
undefined,TI,0.00,,
undefined,TD,0.30,,
undefined,"DI,TI",0.42,,
undefined,,0.24,,
undefined,,0.00,,
undefined,"DI,TD",0.36,,
undefined,DI,0.78,,
undefined,,0.18,,
undefined,"TI,TD",0.24,,
undefined,,0.00,,
undefined,,0.30,,
undefined,,0.00,,
undefined,"DI,TI",0.36,,
undefined,DI,0.78,,
undefined,TD,0.24,,
undefined,TD,0.24,,
undefined,,0.00,,
undefined,"DI,TD",0.36,,
undefined,,0.24,,
undefined,"DI,TD",0.24,,
undefined,DI,0.30,,
undefined,DI,0.54,,
undefined,"DI,TI",0.36,,
undefined,,0.36,,
undefined,,0.00,,
undefined,,,,
undefined,,0.18,,
undefined,"DI,TD",0.54,,
undefined,,0.42,,
undefined,TD,0.30,,
undefined,,0.54,,
undefined,"DI,TI",0.24,,
undefined,,0.00,,
undefined,TD,0.60,,
undefined,TD,0.00,,
undefined,"DI,TI",0.66,,
undefined,,0.00,,
undefined,DI,0.84,,
undefined,TD,0.24,,
undefined,TD,0.24,,
undefined,TD,0.24,,
undefined,TD,0.54,,
undefined,,0.00,,
undefined,"TI,TD",0.42,,
undefined,TD,0.54,,
undefined,"DI,TD",0.66,,
undefined,"DI,TD",0.90,,
undefined,"DI,TD",0.96,,
undefined,DI,0.90,,
undefined,TD,0.96,,
undefined,TD,1.02,,
undefined,TD,0.96,,
undefined,,0.96,,
undefined,TD,0.96,,
undefined,,0.90,,
undefined,,0.90,,
undefined,TD,0.90,,
undefined,,0.90,,
undefined,TD,0.96,,
undefined,TD,0.96,,
undefined,TD,1.02,,
undefined,,0.96,,
undefined,TD,0.96,,
undefined,TD,0.96,,
undefined,,0.00,,
undefined,TD,1.08,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,,,
undefined,TD,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.84,,
undefined,TD,0.96,,
undefined,TD,1.08,,
undefined,TD,1.08,,
undefined,TD,1.02,,
undefined,TD,1.08,,
undefined,TD,1.02,,
undefined,,1.02,,
undefined,,,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,1.02,,
undefined,TD,0.96,,
undefined,,1.02,,
undefined,TD,0.96,,
undefined,,,,
undefined,,0.96,,
undefined,,1.02,,
undefined,TD,0.96,,
undefined,TD,0.90,,
undefined,TD,0.96,,
undefined,TD,0.90,,
undefined,,,,
undefined,TI,1.14,,
undefined,TD,0.90,,
undefined,TD,0.84,,
undefined,TD,0.90,,
undefined,,0.90,,
undefined,TD,0.96,,
undefined,TD,0.96,,
undefined,TD,0.96,,
undefined,,,,
undefined,,0.90,,
undefined,TD,0.84,,
undefined,TD,1.02,,
undefined,TD,0.78,,
undefined,,0.90,,
undefined,TD,0.96,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,0.96,,
undefined,TD,0.96,,
undefined,,0.84,,
undefined,TD,0.90,,
undefined,,0.90,,
undefined,,0.96,,
undefined,TD,1.08,,
undefined,,0.84,,
undefined,,0.96,,
undefined,TD,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,TD,1.08,,
undefined,TD,1.02,,
undefined,,0.96,,
undefined,"DD,TD",0.96,,
undefined,TI,0.90,,
undefined,,0.84,,
undefined,,0.96,,
undefined,TD,0.90,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.78,,
undefined,TD,1.14,,
undefined,TD,1.20,,
undefined,,1.02,,
undefined,,0.78,,
undefined,,0.90,,
undefined,TD,0.90,,
undefined,TD,0.90,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,Pezón,DI,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.20,,
undefined,,1.20,,
undefined,DD,1.08,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,0.96,,
undefined,DD,1.38,,
undefined,DD,1.14,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.26,,
undefined,,0.90,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.32,,
undefined,,0.96,,
undefined,,1.38,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.08,,
undefined,DD,1.02,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.44,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.08,,
undefined,DD,0.96,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.38,,
undefined,,1.20,,
undefined,DD,1.32,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,0.90,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,0.90,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,1.20,,
undefined,DD,1.02,,
undefined,,1.08,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,0.84,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,DD,1.32,,
undefined,,1.08,,
undefined,DD,1.26,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,,,
undefined,,1.44,,
undefined,,1.08,,
undefined,,,,
undefined,,1.44,,
undefined,,1.44,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.38,,
undefined,,1.20,,
undefined,,1.44,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.38,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,1.32,,
undefined,,1.02,,
undefined,,,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,,,
undefined,,1.26,,
undefined,,,,
undefined,,0.96,,
undefined,,,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.02,,
undefined,,1.26,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,1.14,,
undefined,,0.84,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.08,,
undefined,DD,1.20,,
undefined,,1.26,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,,,
undefined,,,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.84,,
undefined,,,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.14,,
undefined,DD,1.08,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.26,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,,,
undefined,,1.02,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,0.84,,
undefined,,1.14,,
undefined,,0.72,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,0.84,,
undefined,,1.20,,
undefined,,0.78,,
undefined,,1.20,,
undefined,DI,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,1.14,,
undefined,,1.14,,
undefined,Pezón,DI,,
undefined,,1.62,,
undefined,,2.04,,
undefined,,1.80,,
undefined,,2.40,,
undefined,,1.86,,
undefined,,1.92,,
undefined,,2.28,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,2.10,,
undefined,,2.16,,
undefined,,2.22,,
undefined,,,,
undefined,,2.04,,
undefined,,2.16,,
undefined,,1.80,,
undefined,,1.74,,
undefined,,1.26,,
undefined,,1.74,,
undefined,,1.98,,
undefined,,1.74,,
undefined,,1.80,,
undefined,,0.00,,
undefined,,1.98,,
undefined,,1.98,,
undefined,,2.04,,
undefined,,1.80,,
undefined,,1.92,,
undefined,,1.68,,
undefined,,1.92,,
undefined,,1.38,,
undefined,,1.92,,
undefined,,1.68,,
undefined,,2.58,,
undefined,,1.98,,
undefined,,2.28,,
undefined,,1.68,,
undefined,,1.62,,
undefined,,1.92,,
undefined,DI,1.86,,
undefined,,1.80,,
undefined,,1.38,,
undefined,,1.92,,
undefined,,2.16,,
undefined,,1.92,,
undefined,,1.74,,
undefined,,1.98,,
undefined,,1.86,,
undefined,,1.62,,
undefined,,1.98,,
undefined,,1.68,,
undefined,,1.98,,
undefined,,1.80,,
undefined,,2.16,,
undefined,,1.92,,
undefined,,1.80,,
undefined,,1.92,,
undefined,,1.98,,
undefined,,1.56,,
undefined,,2.04,,
undefined,,1.98,,
undefined,,1.80,,
undefined,,1.98,,
undefined,,1.98,,
undefined,,1.86,,
undefined,,2.04,,
undefined,,1.74,,
undefined,,2.16,,
undefined,"DI,TD",1.92,,
undefined,,1.50,,
undefined,,1.92,,
undefined,,1.86,,
undefined,,2.16,,
undefined,,2.10,,
undefined,,1.74,,
undefined,,2.10,,
undefined,,2.04,,
undefined,,1.74,,
undefined,,1.98,,
undefined,,1.68,,
undefined,,1.98,,
undefined,,1.68,,
undefined,,2.10,,
undefined,,1.98,,
undefined,,1.92,,
undefined,,2.10,,
undefined,,1.56,,
undefined,,2.10,,
undefined,,1.80,,
undefined,,2.10,,
undefined,,2.16,,
undefined,,2.04,,
undefined,,0.84,,
undefined,,1.68,,
undefined,,1.08,,
undefined,,2.16,,
undefined,,1.98,,
undefined,,1.02,,
undefined,,2.04,,
undefined,,1.80,,
undefined,,1.86,,
undefined,,1.74,,
undefined,,1.74,,
undefined,,1.32,,
undefined,,1.86,,
undefined,,1.86,,
undefined,,1.80,,
undefined,,1.92,,
undefined,,1.14,,
undefined,,2.16,,
undefined,TI,1.20,,
undefined,,1.68,,
undefined,,1.86,,
undefined,,1.38,,
undefined,,1.44,,
undefined,,1.14,,
undefined,,2.04,,
undefined,,1.92,,
undefined,,1.74,,
undefined,,2.04,,
undefined,,1.50,,
undefined,,2.04,,
undefined,,2.04,,
undefined,,1.98,,
undefined,,1.56,,
undefined,,1.92,,
undefined,,1.98,,
undefined,,1.68,,
undefined,,1.80,,
undefined,,1.44,,
undefined,,1.80,,
undefined,,1.92,,
undefined,,2.16,,
undefined,,1.74,,
undefined,,1.92,,
undefined,,1.74,,
undefined,,2.04,,
undefined,,1.38,,
undefined,,2.10,,
undefined,TD,1.56,,
undefined,,2.28,,
undefined,,1.50,,
undefined,,1.86,,
undefined,TI,1.68,,
undefined,,1.32,,
undefined,,1.56,,
undefined,,2.22,,
undefined,,1.50,,
undefined,,2.16,,
undefined,,2.10,,
undefined,,2.22,,
undefined,,1.74,,
undefined,TI,1.98,,
undefined,,2.22,,
undefined,,1.80,,
undefined,,2.22,,
undefined,,1.98,,
undefined,,1.08,,
undefined,,1.98,,
undefined,,1.98,,
undefined,,2.04,,
undefined,,1.86,,
undefined,,2.10,,
undefined,,1.80,,
undefined,,1.92,,
undefined,,2.10,,
undefined,,1.98,,
undefined,,1.08,,
undefined,,1.44,,
undefined,,2.10,,
undefined,,2.04,,
undefined,,2.10,,
undefined,,2.04,,
undefined,,1.98,,
undefined,,1.86,,
undefined,,2.04,,
undefined,,1.92,,
undefined,,0.78,,
undefined,,1.62,,
undefined,,2.10,,
undefined,,1.68,,
undefined,,2.22,,
undefined,,1.92,,
undefined,,1.56,,
undefined,,1.86,,
undefined,,1.56,,
undefined,,2.28,,
undefined,TI,1.98,,
undefined,,1.86,,
undefined,,1.80,,
undefined,TI,2.16,,
undefined,,1.98,,
undefined,,2.22,,
undefined,TI,2.22,,
undefined,,1.50,,
undefined,,1.86,,
undefined,,2.04,,
undefined,,1.08,,
undefined,,2.40,,
undefined,,2.28,,
undefined,,2.16,,
undefined,,1.68,,
undefined,,2.22,,
undefined,,2.40,,
undefined,TI,2.22,,
undefined,,2.16,,
undefined,,2.04,,
undefined,,2.16,,
undefined,,2.22,,
undefined,,2.28,,
undefined,TI,1.26,,
undefined,,1.26,,
undefined,TD,0.48,,
undefined,,2.16,,
undefined,DI,1.32,,
undefined,,0.54,,
undefined,,1.68,,
undefined,,2.16,,
undefined,"DD,TI",0.60,,
undefined,,2.28,,
undefined,TI,2.22,,
undefined,,2.04,,
undefined,,1.50,,
undefined,,1.02,,
undefined,,2.10,,
undefined,,0.96,,
undefined,,1.44,,
undefined,,1.86,,
undefined,,1.08,,
undefined,,0.78,,
undefined,,1.86,,
undefined,,1.68,,
undefined,,2.04,,
undefined,DI,1.80,,
undefined,,,,
undefined,,2.10,,
undefined,,1.80,,
undefined,,1.56,,
undefined,,1.62,,
undefined,,1.80,,
undefined,DI,1.62,,
undefined,,1.44,,
undefined,,1.20,,
undefined,,2.04,,
undefined,,0.66,,
undefined,,1.98,,
undefined,,1.62,,
undefined,,1.86,,
undefined,,1.74,,
undefined,,1.62,,
undefined,,1.56,,
undefined,,2.10,,
undefined,,2.04,,
undefined,,1.92,,
undefined,,2.46,,
undefined,,1.98,,
undefined,,1.98,,
undefined,,2.04,,
undefined,,2.10,,
undefined,,1.98,,
undefined,,2.10,,
undefined,,2.40,,
undefined,,1.38,,
undefined,,2.16,,
undefined,,2.22,,
undefined,,1.86,,
undefined,,1.80,,
undefined,,2.04,,
undefined,,2.10,,
undefined,,2.10,,
undefined,,2.10,,
undefined,"DI,DD",2.04,,
undefined,,2.10,,
undefined,,1.56,,
undefined,,1.56,,
undefined,,1.86,,
undefined,,2.22,,
undefined,,2.34,,
undefined,DI,2.22,,
undefined,,1.14,,
undefined,,2.10,,
undefined,,1.74,,
undefined,,1.74,,
undefined,,0.90,,
undefined,,1.98,,
undefined,,1.98,,
undefined,,1.38,,
undefined,,1.02,,
undefined,,1.68,,
undefined,,1.86,,
undefined,TD,1.80,,
undefined,,1.38,,
undefined,,1.98,,
undefined,,1.74,,
undefined,,1.68,,
undefined,,1.74,,
undefined,,1.80,,
undefined,DI,1.50,,
undefined,,1.74,,
undefined,,0.54,,
undefined,Pezón,DI,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.54,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,1.08,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,0.72,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.60,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.60,,
undefined,,0.90,,
undefined,,0.72,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.90,,
undefined,TD,0.66,,
undefined,,,,
undefined,,0.96,,
undefined,,0.72,,
undefined,,0.60,,
undefined,,1.08,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,,,
undefined,,0.78,,
undefined,,0.48,,
undefined,DD,0.78,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.60,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.48,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,1.02,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.90,,
undefined,,0.54,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,"DD,TI",0.78,,
undefined,,,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,,,
undefined,,0.90,,
undefined,TD,0.72,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.78,,
undefined,DD,0.78,,
undefined,,0.60,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.84,,
undefined,"DD,TI",0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,0.72,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.00,,
undefined,"TI,TD",0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,0.66,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.54,,
undefined,,0.84,,
undefined,,0.42,,
