Numero del animal,Hora de inicio,Duración (mm:ss),Hora de inicio (Parsed),Hora de fin (Parsed)
undefined,,0.66,,
undefined,,0.42,,
undefined,,0.78,,
undefined,,0.48,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.84,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.54,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.60,,
undefined,,0.48,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.54,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.54,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.54,,
undefined,,0.90,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.54,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.54,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.48,,
undefined,,0.24,,
undefined,,0.66,,
undefined,,0.42,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.54,,
undefined,,0.78,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.48,,
undefined,,0.48,,
undefined,,0.60,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.48,,
undefined,,0.66,,
undefined,,0.54,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.54,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.54,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.66,,
undefined,,0.54,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.60,,
undefined,,0.66,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.90,,
undefined,,0.66,,
undefined,,0.54,,
undefined,,0.60,,
undefined,,0.60,,
undefined,,0.54,,
undefined,,0.66,,
undefined,,0.66,,
undefined,,0.54,,
undefined,,0.66,,
undefined,,0.72,,
undefined,,0.72,,
undefined,Pezón,DI,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.00,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,,,
undefined,"DI,DD",1.14,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,0.00,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.14,,
undefined,DD,1.08,,
undefined,,1.14,,
undefined,DD,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,TD,1.14,,
undefined,,0.90,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.32,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.32,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.14,,
undefined,TD,1.26,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.26,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.38,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.38,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.32,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.02,,
undefined,Pezón,DI,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,,,
undefined,,0.84,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,,,
undefined,,1.02,,
undefined,,,,
undefined,,0.84,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,1.08,,
undefined,DI,0.90,,
undefined,,0.96,,
undefined,DD,0.84,,
undefined,,0.96,,
undefined,,,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.72,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.20,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,0.66,,
undefined,,0.90,,
undefined,DD,0.30,,
undefined,,1.02,,
undefined,,0.84,,
undefined,,,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.08,,
undefined,TI,1.02,,
undefined,,0.96,,
undefined,,0.72,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.96,,
undefined,Pezón,DI,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.90,,
undefined,TD,0.78,,
undefined,TD,0.84,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,0.00,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,,,
undefined,,0.72,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.20,,
undefined,,0.84,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.90,,
undefined,,0.66,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.72,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,,,
undefined,,0.90,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,,,
undefined,"DI,TD",0.90,,
undefined,,1.02,,
undefined,,0.78,,
undefined,,0.72,,
undefined,DD,1.38,,
undefined,,0.90,,
undefined,,1.02,,
undefined,DD,0.54,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,0.96,,
undefined,,0.84,,
undefined,,0.84,,
undefined,TI,0.72,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,0.90,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.96,,
undefined,,1.02,,
undefined,,0.90,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,1.02,,
undefined,,0.96,,
undefined,DI,0.90,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.78,,
undefined,,0.84,,
undefined,,0.78,,
undefined,,0.90,,
undefined,,0.84,,
undefined,Pezón,DI,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,0.96,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.38,,
undefined,,1.20,,
undefined,,1.44,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.14,,
undefined,,1.02,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,0.96,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,0.96,,
undefined,,0.96,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.26,,
undefined,,0.00,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.02,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.32,,
undefined,,1.26,,
undefined,,,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.32,,
undefined,,1.32,,
undefined,,1.56,,
undefined,,1.26,,
undefined,,1.32,,
undefined,,1.08,,
undefined,,,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.38,,
undefined,,1.08,,
undefined,,1.44,,
undefined,,1.38,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,0.90,,
undefined,,1.32,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.20,,
undefined,,1.38,,
undefined,,1.20,,
undefined,,1.32,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.32,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.26,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.26,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.38,,
undefined,,0.90,,
undefined,,1.14,,
undefined,,1.26,,
undefined,DD,1.02,,
undefined,,1.20,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.02,,
undefined,,1.26,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.20,,
undefined,,1.14,,
undefined,,1.14,,
undefined,,1.08,,
undefined,,1.14,,
undefined,,1.20,,
undefined,,1.26,,
