Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
22/06/2025 08:07 a. m.,Ordeño,04:38,5.96,2,,,,,0,,1.08,1.08,0.96,0.90,0,0,0,0,5.03,5.00,4.76,5.19,VMS 3,,Tanque,,1.44,1.50,1.38,1.26,1.32,1.24,1.45,1.95
24/06/2025 04:20 a. m.,Ordeño,07:58,11.83,1,,,,,1,TD,1.14,1.14,0.96,0.96,420,0,0,0,5.12,5.98,5.81,7.37,VMS 3,,Tanque,,1.56,1.50,1.44,1.56,2.48,2.65,2.59,4.11
24/06/2025 04:25 p. m.,Ordeño,07:12,3.05,2,,,"DI,DD,TD",,1,TD,0.78,0.66,0.72,0.72,0,0,0,0,4.10,4.44,3.71,4.85,VMS 3,,Tanque,,1.92,1.14,1.68,1.08,0.65,0.56,1.00,0.84
25/06/2025 05:39 a. m.,Ordeño,04:47,6.09,1,,,,,0,,1.02,0.96,0.90,0.90,0,0,0,0,4.91,4.98,5.16,5.11,VMS 3,,Tanque,,1.44,1.44,1.26,1.32,1.35,1.29,1.64,1.81
25/06/2025 11:13 p. m.,Ordeño,06:49,12.51,2,,,,,0,,1.14,1.14,1.02,0.90,0,0,0,0,5.05,5.24,5.51,5.45,VMS 3,,Tanque,,1.62,1.50,1.44,1.26,2.73,2.66,3.31,3.81
26/06/2025 06:25 a. m.,Ordeño,04:27,5.62,1,,,,,0,,1.02,1.02,1.02,0.84,0,0,0,0,5.10,5.04,5.31,5.39,VMS 3,,Tanque,,1.44,1.44,1.32,1.20,1.27,1.23,1.44,1.68
27/06/2025 03:52 a. m.,Ordeño,07:22,15.54,1,,,,,0,,1.14,1.26,1.08,0.90,0,0,0,0,5.04,5.06,5.06,5.21,VMS 3,,Tanque,,1.50,1.62,1.44,1.26,3.40,3.54,3.89,4.71
27/06/2025 03:50 p. m.,Ordeño,05:37,9.05,2,,TD,,,0,,1.02,1.08,0.96,0.90,0,0,0,0,5.01,5.05,5.07,4.91,VMS 3,,Tanque,,1.50,1.56,1.32,1.20,2.28,2.05,2.38,2.34
28/06/2025 11:26 p. m.,Ordeño,08:54,18.12,1,,,,,0,,1.14,1.14,1.02,0.90,0,0,0,0,5.04,5.02,5.58,5.34,VMS 3,,Tanque,,1.68,1.50,1.50,1.26,3.75,3.60,5.41,5.36
29/06/2025 10:34 a. m.,Ordeño,05:25,6.36,1,,,,,0,,1.02,0.96,0.90,0.78,0,0,0,0,4.87,4.79,4.90,4.74,VMS 3,,Tanque,,1.38,1.38,1.26,1.14,1.49,1.53,1.37,1.97
30/06/2025 03:09 a. m.,Ordeño,06:32,12.65,1,,,,,0,,1.14,1.14,1.02,0.96,0,0,0,0,4.82,4.80,4.90,4.84,VMS 3,,Tanque,,1.50,1.56,1.38,1.26,2.67,3.13,3.05,3.80
30/06/2025 01:20 p. m.,Ordeño,05:25,7.74,2,,,,,0,,1.26,0.96,0.90,0.90,0,0,0,0,4.62,4.86,4.97,4.91,VMS 3,,Tanque,,1.74,1.44,1.26,1.20,1.99,1.65,1.81,2.29
30/06/2025 11:02 p. m.,Ordeño,05:07,8.69,3,,,,,0,,1.14,1.08,1.02,0.96,0,0,0,0,4.75,4.80,4.80,4.74,VMS 3,,Tanque,,1.56,1.50,1.38,1.38,2.08,1.96,2.09,2.56
01/07/2025 02:13 p. m.,Ordeño,07:32,13.24,1,,,,,0,,1.14,1.14,1.02,1.02,0,0,0,0,4.85,4.85,4.98,4.82,VMS 3,,Tanque,,1.50,1.56,1.38,1.44,2.91,2.80,3.48,4.05
02/07/2025 02:55 a. m.,Ordeño,05:55,11.68,1,,,,,0,,1.08,1.14,1.02,0.96,0,0,0,0,4.50,4.52,4.65,4.49,VMS 3,,Tanque,,1.44,1.56,1.32,1.26,2.60,2.56,3.02,3.50
02/07/2025 09:57 p. m.,Ordeño,07:50,16.58,2,,,,,0,,1.08,1.14,0.96,0.96,0,0,0,0,4.64,4.63,4.70,4.58,VMS 3,,Tanque,,1.50,1.62,1.32,1.38,3.80,3.55,4.27,4.96
03/07/2025 10:54 a. m.,Ordeño,06:03,11.87,1,,,,,0,,1.08,1.14,1.02,0.96,0,0,0,0,4.43,4.52,4.64,4.56,VMS 3,,Tanque,,1.56,1.56,1.32,1.26,2.77,2.66,3.01,3.43
04/07/2025 06:10 a. m.,Ordeño,09:17,17.75,1,,,,,0,,1.26,1.32,1.08,0.96,0,0,0,0,4.58,4.66,4.71,4.61,VMS 3,,Tanque,,1.62,1.68,1.38,1.32,4.08,3.72,4.67,5.28
04/07/2025 08:19 p. m.,Ordeño,06:46,12.78,2,,,,,0,,1.14,1.14,1.02,0.90,0,0,0,0,4.76,4.77,4.82,4.81,VMS 3,,Tanque,,1.50,1.80,1.44,1.32,2.92,2.84,3.23,3.79
05/07/2025 07:16 a. m.,Ordeño,06:17,10.68,1,,,,,0,,1.20,1.20,1.02,0.96,0,0,0,0,4.25,4.38,4.49,4.36,VMS 3,,Tanque,,1.62,1.50,1.32,1.50,2.61,2.38,2.59,3.10
06/07/2025 01:31 a. m.,Ordeño,07:48,14.85,1,,,,,0,,1.20,1.26,1.08,0.96,0,0,0,0,4.47,4.49,4.78,4.61,VMS 3,,Tanque,,1.62,1.74,1.56,1.38,3.49,2.95,3.90,4.51
06/07/2025 08:17 p. m.,Ordeño,08:02,16.12,2,,,,,1,,1.38,1.20,1.08,0.96,0,0,0,0,4.58,4.67,4.70,4.61,VMS 3,,Tanque,,1.92,1.50,1.68,1.32,4.03,3.34,4.11,4.64
07/07/2025 03:57 a. m.,Ordeño,04:30,5.49,1,,,,,0,,1.08,0.96,0.90,0.78,0,0,0,0,4.21,4.24,4.28,4.28,VMS 3,,Tanque,,1.56,1.32,1.32,1.08,1.31,1.19,1.39,1.60
07/07/2025 04:39 p. m.,Ordeño,06:02,12.94,2,,,,,0,,1.38,1.20,1.08,1.02,0,0,0,0,4.68,4.67,4.72,4.62,VMS 3,,Tanque,,1.92,1.68,1.38,1.38,3.28,2.82,3.07,3.77
08/07/2025 02:51 a. m.,Ordeño,06:05,11.01,1,,,,,0,,1.32,1.14,1.02,0.90,0,0,0,0,4.36,4.39,4.53,4.27,VMS 3,,Tanque,,1.92,1.38,1.38,1.26,2.90,2.28,2.61,3.22
09/07/2025 03:40 a. m.,Ordeño,08:31,18.40,1,,,,,0,,1.38,1.26,1.08,0.96,0,0,0,0,4.97,4.80,4.84,5.08,VMS 3,,Tanque,,1.86,1.62,1.44,1.32,4.57,3.49,4.53,5.81
09/07/2025 10:05 p. m.,Ordeño,06:10,13.02,2,,,,,0,,1.14,1.20,0.96,0.96,0,0,0,0,4.49,4.58,4.66,4.62,VMS 3,,Tanque,,1.62,1.80,1.50,1.32,3.10,2.77,3.42,3.73
10/07/2025 08:00 a. m.,Ordeño,05:25,8.97,1,,,,,0,,1.20,1.08,0.96,0.96,0,0,0,0,4.36,4.45,4.37,4.37,VMS 3,,Tanque,,1.68,1.50,1.50,1.26,2.26,1.97,2.16,2.58
12/07/2025 12:52 a. m.,Ordeño,10:45,17.66,1,,,,,0,,1.44,1.20,1.50,1.02,0,0,323,0,4.55,4.91,5.09,4.89,VMS 3,,Tanque,,1.92,1.74,2.46,1.32,4.04,3.64,5.39,4.59
12/07/2025 10:06 p. m.,Echada sin ordeñar,00:44,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
13/07/2025 05:17 a. m.,Ordeño,07:28,16.63,1,,,,,0,,1.32,1.14,0.96,0.96,488,0,0,0,4.56,4.56,4.17,4.46,VMS 3,,Tanque,,1.80,1.62,1.38,1.26,4.85,3.45,3.97,4.36
14/07/2025 04:28 a. m.,Ordeño,07:19,16.82,1,,,,,0,,1.38,1.14,0.96,0.96,0,0,0,0,4.41,4.56,4.41,4.51,VMS 3,,Tanque,,2.22,1.62,1.32,1.38,4.39,3.43,4.27,4.73
14/07/2025 05:47 p. m.,Ordeño,06:50,9.14,2,,,,,1,DI,1.08,1.02,0.96,0.96,0,0,0,0,5.10,4.53,4.45,4.41,VMS 3,,Tanque,,1.50,1.50,1.32,1.26,2.10,2.06,2.23,2.75
14/07/2025 11:41 p. m.,Ordeño,05:49,4.86,3,,,,,0,,0.96,0.90,0.90,0.84,0,0,0,0,4.87,4.51,4.31,4.47,VMS 3,,Tanque,,1.44,1.38,1.26,1.14,1.11,1.04,1.21,1.50
15/07/2025 09:08 a. m.,Ordeño,04:58,8.66,1,,,,,0,,1.08,1.08,1.08,0.96,0,0,0,0,4.83,4.64,4.59,4.63,VMS 3,,Tanque,,1.44,1.62,1.38,1.20,2.02,1.88,2.09,2.67
15/07/2025 07:22 p. m.,Ordeño,07:14,10.17,2,,,,,0,,1.14,1.14,1.02,1.02,0,0,0,0,4.90,4.79,4.75,4.73,VMS 3,,Tanque,,1.50,1.62,1.56,1.44,2.27,2.31,2.49,3.10
16/07/2025 02:31 p. m.,Ordeño,06:57,15.63,1,,,,,0,,1.26,1.26,1.08,1.02,0,0,0,0,4.56,4.65,4.48,4.47,VMS 3,,Tanque,,1.74,1.56,1.44,1.32,3.53,3.49,3.81,4.80
17/07/2025 02:30 a. m.,Ordeño,05:44,11.23,1,,,,,0,,1.08,1.14,1.02,0.96,0,0,0,0,4.55,4.64,4.49,4.61,VMS 3,,Tanque,,1.50,1.44,1.32,1.32,2.47,2.48,2.91,3.37
17/07/2025 02:18 p. m.,Ordeño,05:32,11.65,2,,,,,0,,1.14,1.08,1.02,1.02,0,0,0,0,4.59,4.59,4.52,4.66,VMS 3,,Tanque,,1.56,1.44,1.38,1.38,2.66,2.59,2.93,3.47
18/07/2025 04:01 a. m.,Ordeño,06:17,13.48,1,,,,,0,,1.14,1.08,0.96,0.96,0,0,0,0,4.26,4.38,4.27,4.38,VMS 3,,Tanque,,1.62,1.44,1.62,1.32,3.05,2.91,3.53,3.99
