Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
08/03/2025 02:42 a. m.,Ordeño,09:33,24.22,1,,,,,0,,1.38,1.14,1.02,1.32,0,0,0,0,5.39,5.34,5.15,0.00,VMS 1,,Tanque,,1.74,1.50,1.44,1.80,5.11,4.73,7.16,7.22
08/03/2025 03:12 p. m.,Ordeño,10:30,29.25,2,,,,,0,,1.44,1.20,1.14,1.32,0,0,0,0,5.51,5.21,5.16,0.00,VMS 1,,Tanque,,1.74,2.04,1.62,1.86,5.11,5.84,9.57,8.73
08/03/2025 07:11 p. m.,Ordeño,04:57,10.04,3,,,,,0,,1.08,0.96,1.08,1.26,0,0,0,0,4.90,5.09,5.08,0.00,VMS 1,,Tanque,,1.56,1.50,1.56,1.74,2.25,2.07,2.98,2.74
09/03/2025 02:14 a. m.,Ordeño,10:11,18.09,1,,,,,0,,1.44,1.26,1.14,1.44,0,0,0,0,5.39,5.29,5.40,0.00,VMS 1,,Tanque,,1.80,1.86,1.62,1.86,3.53,3.29,5.80,5.47
09/03/2025 06:52 a. m.,Ordeño,06:20,12.42,2,,,,,0,,1.02,0.90,1.14,1.26,0,0,0,0,5.05,4.97,5.19,0.00,VMS 1,,Tanque,,1.50,1.44,1.68,1.86,2.69,2.24,3.78,3.71
09/03/2025 09:36 p. m.,Ordeño,11:16,24.05,3,,,DI,DI,0,,0.00,1.20,1.20,1.44,0,0,0,0,0.00,5.23,5.59,0.00,VMS 1,,Tanque,,0.00,1.68,1.68,1.92,0.00,5.31,10.58,8.16
10/03/2025 09:23 a. m.,Ordeño,10:58,28.26,1,,,,,0,,1.32,1.20,1.02,1.32,0,0,0,0,4.87,4.41,4.65,0.00,VMS 1,,Tanque,,1.80,1.62,1.38,1.74,5.83,5.84,8.51,8.08
10/03/2025 06:30 p. m.,Ordeño,09:44,20.48,2,,,,,0,,1.20,0.66,0.84,0.96,0,0,0,0,4.74,3.83,4.43,0.00,VMS 1,,Tanque,,1.62,1.08,1.32,1.32,3.81,4.15,6.12,6.40
11/03/2025 01:36 a. m.,Ordeño,08:12,18.69,1,,,,,0,,1.26,1.20,1.02,1.38,0,0,0,0,5.20,5.04,5.17,0.00,VMS 1,,Tanque,,1.62,1.62,1.44,1.86,3.78,3.64,5.83,5.44
11/03/2025 10:16 a. m.,Ordeño,08:31,21.05,2,,,,,0,,1.44,1.20,1.14,1.38,0,0,0,0,5.40,5.12,5.30,0.00,VMS 1,,Tanque,,1.80,1.68,1.50,1.98,4.65,3.63,6.93,5.84
11/03/2025 03:57 p. m.,Ordeño,06:29,14.58,3,,,,,0,,1.38,1.20,1.08,1.32,0,0,0,0,4.92,4.77,4.85,0.00,VMS 1,,Tanque,,1.86,1.62,1.44,1.92,2.98,3.02,4.41,4.17
12/03/2025 12:09 a. m.,Ordeño,10:36,14.32,1,,,TD,TD,0,,1.32,1.14,1.08,0.00,0,0,0,0,5.00,4.85,4.89,0.00,VMS 1,,Tanque,,1.62,1.56,1.56,0.00,4.28,3.78,6.26,0.00
12/03/2025 08:54 a. m.,Ordeño,08:06,23.25,2,,,,,0,,1.38,1.32,1.14,1.50,0,0,0,0,5.14,4.91,4.95,0.00,VMS 1,,Tanque,,1.92,1.74,1.56,1.92,4.48,4.02,6.44,8.31
12/03/2025 04:02 p. m.,Ordeño,06:41,15.21,3,,,,,0,,1.38,1.14,1.08,1.32,0,0,0,0,4.46,4.51,4.50,0.00,VMS 1,,Tanque,,1.74,1.56,1.50,1.68,3.43,3.38,4.80,3.60
13/03/2025 01:55 a. m.,Ordeño,09:47,26.04,1,,,,,0,,1.38,1.26,1.08,1.50,0,0,0,0,5.47,5.17,5.31,0.00,VMS 1,,Tanque,,1.80,1.74,1.56,2.04,4.86,5.33,8.25,7.60
21/03/2025 02:13 a. m.,Ordeño,09:29,29.52,1,,,,,0,,1.56,1.14,1.32,1.50,0,0,0,0,6.48,6.00,6.34,6.24,VMS 3,,Drenaje,,2.10,1.56,1.80,1.86,6.90,5.29,9.01,8.32
30/05/2025 12:48 p. m.,Ordeño,06:46,2.33,1,,,,,0,DD,0.84,0.60,0.78,0.90,0,0,0,0,5.26,6.43,5.68,5.85,VMS 3,,Tanque,,1.32,1.08,1.32,1.32,0.77,0.37,0.61,0.58
30/05/2025 10:01 p. m.,Ordeño,04:21,6.61,2,,,,,0,,1.14,0.78,0.90,1.08,0,0,0,0,5.29,5.95,5.33,5.73,VMS 3,,Tanque,,1.56,1.38,1.44,1.62,2.10,0.88,1.75,1.88
31/05/2025 08:53 a. m.,Ordeño,04:44,10.13,1,,,,,1,"DD,TD",1.32,1.08,1.20,1.20,0,0,0,0,6.35,7.08,6.29,7.50,VMS 3,,Tanque,,1.62,1.56,1.68,1.56,3.01,1.75,2.60,2.77
31/05/2025 05:24 p. m.,Ordeño,04:31,7.98,2,,,,,1,TD,1.20,0.96,1.02,1.14,0,0,0,0,6.03,6.68,6.05,7.04,VMS 3,,Tanque,,1.62,1.38,1.44,1.44,2.50,1.42,1.93,2.13
01/06/2025 12:29 a. m.,Ordeño,05:27,4.25,1,,,TD,TD,0,,1.20,0.66,1.02,0.00,0,0,0,0,5.55,6.01,5.50,0.00,VMS 3,,Tanque,,1.50,1.08,1.50,0.00,1.89,0.80,1.56,0.00
01/06/2025 12:12 p. m.,Ordeño,05:35,14.11,2,,,,,1,TD,1.14,1.14,1.20,1.44,0,0,0,0,6.11,6.62,6.27,8.04,VMS 3,,Tanque,,1.56,1.62,1.56,1.86,3.53,2.07,3.34,5.17
01/06/2025 06:40 p. m.,Ordeño,04:03,5.44,3,,,,,0,,1.08,0.84,1.02,0.96,0,0,0,0,5.53,6.01,5.61,5.23,VMS 3,,Tanque,,1.44,1.26,1.44,1.50,1.84,0.90,1.50,1.20
02/06/2025 03:56 a. m.,Ordeño,05:04,10.39,1,,,,,0,TD,1.26,0.96,1.08,1.14,0,0,0,0,6.00,6.29,5.95,7.04,VMS 3,,Tanque,,1.68,1.32,1.68,1.62,3.17,1.63,2.72,2.87
02/06/2025 12:35 p. m.,Ordeño,04:54,9.54,2,,,,,1,,1.20,1.02,1.08,1.20,0,0,0,0,5.74,6.41,5.82,6.22,VMS 3,,Tanque,,1.50,1.44,1.44,1.56,2.96,1.60,2.42,2.56
02/06/2025 09:45 p. m.,Ordeño,05:39,7.18,3,,,TD,TD,1,,1.08,0.72,0.96,0.00,0,0,0,0,5.49,5.75,5.78,0.00,VMS 3,,Tanque,,1.50,1.26,1.44,0.00,3.12,1.39,2.67,0.00
03/06/2025 10:42 a. m.,Ordeño,06:17,17.41,1,,,,,1,TD,1.32,1.08,1.26,1.38,0,0,0,0,6.01,6.75,6.16,7.91,VMS 3,,Tanque,,1.74,1.44,1.68,1.80,4.53,2.99,4.23,5.66
03/06/2025 06:53 p. m.,Ordeño,04:59,8.80,2,,,,,1,,1.08,0.90,1.08,1.14,0,0,0,0,5.65,6.36,5.58,5.86,VMS 3,,Tanque,,1.44,1.32,1.56,1.50,2.87,1.55,2.33,2.05
04/06/2025 04:07 a. m.,Ordeño,04:53,10.30,1,,,,,0,,1.32,0.96,1.14,1.26,0,0,0,0,5.40,5.81,5.66,6.10,VMS 3,,Tanque,,1.74,1.50,1.74,1.68,3.22,1.67,2.75,2.66
04/06/2025 04:10 p. m.,Ordeño,06:47,14.85,2,,,,,0,,1.38,1.08,1.20,1.32,0,0,0,0,5.57,5.95,5.71,6.16,VMS 3,,Tanque,,1.74,1.50,1.62,1.74,4.51,2.48,3.88,3.98
05/06/2025 05:35 a. m.,Ordeño,05:13,14.25,1,,,,,1,,1.44,1.14,1.26,1.26,0,0,0,0,5.33,5.94,5.60,5.91,VMS 3,,Tanque,,1.92,1.56,1.68,1.68,4.23,2.54,3.70,3.78
05/06/2025 06:17 p. m.,Ordeño,05:47,13.93,2,,,,,1,,1.14,0.90,1.14,1.32,0,0,0,0,5.36,5.95,5.80,6.01,VMS 3,,Tanque,,1.92,1.26,1.44,1.68,3.87,2.47,3.78,3.81
06/06/2025 01:42 a. m.,Ordeño,04:18,8.41,1,,,,,0,,1.38,0.90,1.14,1.26,0,0,0,0,5.03,5.41,5.22,5.44,VMS 3,,Tanque,,1.74,1.56,1.62,2.10,2.74,1.23,1.97,2.47
06/06/2025 12:51 p. m.,Ordeño,05:27,14.83,2,,,,,0,,1.44,1.20,1.26,1.38,0,0,0,0,5.70,6.02,5.85,6.28,VMS 3,,Tanque,,1.92,1.56,1.68,1.74,4.43,2.62,3.76,4.02
07/06/2025 12:28 a. m.,Ordeño,05:41,13.09,1,,,,,1,,1.32,1.14,1.20,1.32,0,0,0,0,5.34,5.53,5.57,5.88,VMS 3,,Tanque,,1.56,1.50,1.56,1.74,4.00,1.87,3.61,3.61
07/06/2025 01:20 p. m.,Echada sin ordeñar,17:18,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
07/06/2025 11:57 p. m.,Ordeño,06:59,21.08,1,,,,,1,"DD,TD",1.26,1.14,1.32,1.32,0,0,0,0,5.42,6.88,6.03,7.37,VMS 3,,Tanque,,1.62,1.62,1.80,1.68,5.34,3.81,5.60,6.33
08/06/2025 02:12 p. m.,Ordeño,06:17,15.43,2,,,,,1,,1.26,1.20,1.14,1.26,0,0,0,0,5.33,5.80,5.54,5.78,VMS 3,,Tanque,,1.68,1.74,1.56,1.62,4.73,2.54,4.13,4.03
08/06/2025 10:27 p. m.,Ordeño,04:50,8.15,3,,,,,0,,1.08,0.96,1.02,1.14,0,0,0,0,4.97,5.55,5.15,5.50,VMS 3,,Tanque,,1.68,1.38,1.50,1.56,2.51,1.36,2.02,2.26
09/06/2025 07:53 a. m.,Ordeño,05:02,11.41,1,,,,,0,,1.32,1.14,1.08,1.20,0,0,0,0,5.41,5.46,5.59,5.92,VMS 3,,Tanque,,1.68,1.56,1.56,1.68,3.49,1.66,3.09,3.17
09/06/2025 02:59 p. m.,Ordeño,05:20,6.38,2,,,TD,TD,0,,1.14,1.02,0.96,0.00,0,0,0,0,5.36,5.73,5.57,0.00,VMS 3,,Tanque,,1.44,1.38,1.38,0.00,2.55,1.50,2.33,0.00
10/06/2025 12:47 p. m.,Ordeño,07:23,21.09,1,,,,,1,TD,1.26,1.26,1.26,1.50,0,0,0,0,6.64,6.29,6.46,7.44,VMS 3,,Tanque,,1.68,1.68,1.74,2.28,4.76,4.02,5.96,6.35
11/06/2025 01:14 a. m.,Ordeño,05:34,8.27,1,,,,,1,,1.26,1.14,0.96,1.08,0,0,0,0,5.47,5.49,4.74,5.40,VMS 3,,Tanque,,1.74,1.62,1.56,1.62,2.60,1.62,2.16,1.89
11/06/2025 11:45 a. m.,Ordeño,04:17,7.68,2,,,,,0,,1.26,0.96,1.20,1.20,0,0,0,0,5.24,5.39,5.14,5.27,VMS 3,,Tanque,,1.68,1.50,3.48,1.74,2.12,1.30,2.49,1.77
11/06/2025 07:43 p. m.,Ordeño,04:15,6.50,3,,,,,0,,1.08,0.72,1.02,1.02,0,0,0,0,5.03,5.40,5.28,4.99,VMS 3,,Tanque,,1.50,1.14,1.50,1.62,1.78,1.27,1.61,1.84
12/06/2025 08:42 a. m.,Ordeño,05:46,14.71,1,,,,,1,TD,1.32,1.08,1.20,1.26,0,0,0,0,6.35,5.89,5.84,7.04,VMS 3,,Tanque,,1.86,1.62,1.68,1.68,4.10,2.54,4.18,3.89
12/06/2025 07:14 p. m.,Ordeño,05:06,10.95,2,,,,,1,,1.26,0.96,1.08,1.08,0,0,0,0,5.81,5.75,5.58,5.91,VMS 3,,Tanque,,1.74,1.44,1.80,1.50,3.13,1.84,3.10,2.88
13/06/2025 05:30 a. m.,Ordeño,04:53,10.37,1,,,,,0,,1.20,1.20,1.20,1.08,0,0,0,0,5.45,5.55,5.47,5.65,VMS 3,,Tanque,,1.50,1.80,1.56,1.50,2.88,1.67,2.87,2.95
13/06/2025 12:25 p. m.,Ordeño,04:25,6.65,2,,,,,0,,1.26,0.60,1.02,0.96,0,0,0,0,5.83,5.37,5.18,5.53,VMS 3,,Tanque,,1.74,0.96,1.62,1.50,2.04,1.01,1.72,1.88
14/06/2025 11:35 a. m.,Ordeño,07:37,20.82,1,,,,,1,TD,1.38,1.08,1.14,1.14,0,0,0,0,5.98,6.84,6.09,7.37,VMS 3,,Tanque,,1.92,1.44,1.62,1.56,4.62,4.30,5.72,6.18
14/06/2025 07:19 p. m.,Ordeño,05:11,5.99,2,,,,,0,,1.20,0.84,0.78,0.90,0,0,0,0,5.26,5.74,4.90,5.27,VMS 3,,Tanque,,1.62,1.26,1.14,1.32,1.76,1.00,1.70,1.53
15/06/2025 07:40 a. m.,Ordeño,06:03,12.18,1,,,,,0,,1.38,1.02,1.02,1.08,0,0,0,0,6.11,6.06,5.63,6.19,VMS 3,,Tanque,,1.92,1.38,1.50,1.86,3.58,2.07,3.18,3.35
15/06/2025 04:10 p. m.,Ordeño,06:14,8.90,2,,,,,0,,1.26,0.78,1.02,1.20,0,0,0,0,5.77,5.78,5.63,5.94,VMS 3,,Tanque,,1.68,1.20,1.44,1.56,2.40,1.37,2.67,2.46
16/06/2025 12:06 a. m.,Ordeño,04:22,7.20,1,,,,,0,,1.20,0.84,1.14,1.02,0,0,0,0,5.18,5.73,5.21,5.39,VMS 3,,Tanque,,1.68,1.32,1.74,1.38,1.92,1.45,1.79,2.04
16/06/2025 01:54 p. m.,Ordeño,06:10,16.76,2,,,,,1,,1.50,1.14,1.26,1.26,0,0,0,0,6.61,5.83,5.81,6.01,VMS 3,,Tanque,,2.04,1.74,1.68,1.68,4.65,2.74,4.69,4.68
17/06/2025 12:03 a. m.,Ordeño,06:39,10.54,1,,,,,1,,1.50,1.02,1.08,1.08,0,0,0,0,5.60,5.43,5.21,5.46,VMS 3,,Tanque,,1.86,1.44,1.56,1.50,3.07,1.80,2.81,2.86
17/06/2025 07:41 p. m.,Ordeño,06:36,20.42,2,,,,,1,,1.56,1.14,1.38,1.32,0,0,0,0,6.71,6.22,6.00,6.12,VMS 3,,Tanque,,1.98,1.62,1.86,1.74,5.05,3.81,5.80,5.76
18/06/2025 08:54 a. m.,Ordeño,05:10,12.04,1,,,,,1,,1.50,1.14,1.26,1.08,0,0,0,0,5.63,5.66,5.32,5.37,VMS 3,,Tanque,,1.98,1.56,1.74,1.50,3.38,2.04,3.28,3.34
18/06/2025 06:51 p. m.,Ordeño,04:47,9.38,2,,,,,1,,1.44,1.08,1.08,1.08,0,0,0,0,5.62,5.41,5.19,5.16,VMS 3,,Tanque,,1.92,1.56,1.50,1.44,2.72,1.65,2.50,2.51
19/06/2025 08:21 a. m.,Ordeño,06:09,14.15,1,,,,,1,,1.38,1.02,1.08,1.14,0,0,0,0,6.34,5.67,5.51,5.72,VMS 3,,Tanque,,1.86,1.62,1.56,1.50,4.04,2.20,3.87,4.04
19/06/2025 07:35 p. m.,Ordeño,05:09,12.08,2,,,,,1,,1.38,1.08,1.14,1.08,0,0,0,0,5.82,5.61,5.22,5.60,VMS 3,,Tanque,,1.86,1.50,1.62,1.44,3.53,2.15,3.09,3.31
20/06/2025 05:16 a. m.,Ordeño,05:18,9.63,1,,,,,1,,1.26,1.08,1.02,1.08,0,0,0,0,5.41,5.20,5.13,5.09,VMS 3,,Tanque,,1.62,1.56,1.56,1.38,2.85,1.58,2.68,2.52
20/06/2025 04:36 p. m.,Ordeño,06:22,13.83,2,,,,,1,DI,1.56,1.14,1.20,1.14,0,0,0,0,6.58,5.85,5.23,5.83,VMS 3,,Tanque,,1.98,1.62,1.68,1.56,4.02,2.38,3.64,3.79
21/06/2025 02:53 a. m.,Ordeño,05:11,10.13,1,,,,,1,,1.38,1.20,1.14,1.08,0,0,0,0,5.31,5.06,4.69,5.10,VMS 3,,Tanque,,1.86,1.62,1.50,1.50,3.10,1.59,2.72,2.72
21/06/2025 03:52 p. m.,Ordeño,06:14,15.26,2,,,,,1,DI,1.68,1.02,1.26,1.20,0,0,0,0,6.59,5.75,5.23,5.80,VMS 3,,Tanque,,2.22,1.38,1.62,1.56,4.53,2.54,4.15,4.04
22/06/2025 08:37 a. m.,Ordeño,06:54,17.15,1,,,,,1,,1.44,1.02,1.14,1.20,0,0,0,0,5.96,5.67,5.16,5.73,VMS 3,,Tanque,,1.98,1.56,1.62,1.56,4.72,2.95,4.77,4.71
22/06/2025 10:27 p. m.,Ordeño,05:35,14.22,2,,,,,1,,1.44,0.96,1.20,1.14,0,0,0,0,5.45,5.57,4.89,5.53,VMS 3,,Tanque,,1.80,1.32,1.68,1.62,4.23,2.41,3.75,3.83
23/06/2025 02:16 p. m.,Ordeño,06:39,18.54,1,,,,,1,,1.44,1.14,1.26,1.20,0,0,0,0,6.11,5.94,5.36,5.98,VMS 3,,Tanque,,1.80,1.62,1.86,1.56,5.43,3.25,5.00,4.86
24/06/2025 01:35 a. m.,Ordeño,05:10,10.57,1,,,,,0,,1.20,0.96,1.08,1.08,0,0,0,0,5.05,5.19,5.00,5.26,VMS 3,,Tanque,,1.56,1.32,1.44,1.50,3.19,1.62,2.82,2.94
24/06/2025 10:32 a. m.,Ordeño,05:13,9.85,2,,,,,0,,1.32,0.84,1.08,1.02,0,0,0,0,5.26,5.44,5.35,5.59,VMS 3,,Tanque,,1.68,1.38,1.62,1.38,2.99,1.42,2.70,2.74
24/06/2025 10:56 p. m.,Ordeño,05:53,12.40,3,,,,,0,,1.08,0.96,1.14,1.08,0,0,0,0,5.20,5.65,5.30,5.43,VMS 3,,Tanque,,1.44,1.38,1.56,1.68,3.54,2.32,3.18,3.36
25/06/2025 07:37 a. m.,Ordeño,05:17,9.94,1,,,,,0,,1.08,1.02,1.14,1.08,0,0,0,0,5.17,5.45,5.56,5.72,VMS 3,,Tanque,,1.50,1.50,1.50,1.50,3.09,1.47,2.74,2.64
25/06/2025 07:10 p. m.,Ordeño,06:25,12.90,2,,,,,0,,1.08,1.08,1.14,0.96,0,0,0,0,5.19,5.56,5.37,5.39,VMS 3,,Tanque,,1.50,1.50,1.62,1.38,3.92,2.29,3.40,3.29
26/06/2025 04:03 a. m.,Ordeño,05:27,10.43,1,,,,,0,,1.08,1.08,1.14,1.02,0,0,0,0,5.30,5.38,5.37,5.59,VMS 3,,Tanque,,1.56,1.56,1.62,1.38,3.16,1.61,2.76,2.90
26/06/2025 01:14 p. m.,Ordeño,05:41,11.64,2,,,,,0,,1.14,0.96,1.02,0.96,0,0,0,0,5.32,5.65,5.45,5.56,VMS 3,,Tanque,,1.56,1.38,1.56,1.38,3.55,1.90,3.11,3.08
26/06/2025 11:11 p. m.,Ordeño,05:33,10.83,3,,,,,0,,1.08,0.96,1.08,1.02,0,0,0,0,4.91,5.25,5.02,5.20,VMS 3,,Tanque,,1.56,1.44,1.50,1.38,3.42,1.72,2.88,2.81
27/06/2025 06:07 a. m.,Ordeño,04:54,6.88,1,,,,,0,,0.96,0.90,0.96,0.96,0,0,0,0,4.92,5.32,5.07,5.06,VMS 3,,Tanque,,1.32,1.20,1.38,1.26,2.13,1.20,1.81,1.74
27/06/2025 05:08 p. m.,Ordeño,06:14,13.60,2,,,,,0,,1.20,0.96,1.08,0.96,0,0,0,0,5.40,5.67,5.48,5.64,VMS 3,,Tanque,,1.62,1.32,1.44,1.26,4.18,2.12,3.60,3.70
28/06/2025 12:15 a. m.,Ordeño,04:35,7.38,1,,,,,0,,1.08,0.78,0.96,0.90,0,0,0,0,4.83,5.17,5.07,5.03,VMS 3,,Tanque,,1.50,1.14,1.38,1.26,2.38,1.11,1.97,1.92
28/06/2025 09:45 a. m.,Ordeño,05:31,12.20,2,,,,,0,,1.14,0.90,1.02,1.02,0,0,0,0,5.37,5.64,5.49,5.67,VMS 3,,Tanque,,1.62,1.32,1.62,1.38,3.56,2.09,3.20,3.35
28/06/2025 10:11 p. m.,Ordeño,06:31,14.56,3,,,,,0,,1.14,0.96,1.02,1.02,0,0,0,0,4.96,5.42,5.31,5.42,VMS 3,,Tanque,,1.50,1.32,1.44,1.32,4.49,2.23,3.88,3.96
29/06/2025 06:16 a. m.,Ordeño,06:25,9.03,1,,,,,0,,1.14,0.84,1.02,1.02,0,0,0,0,4.98,5.14,5.02,5.09,VMS 3,,Tanque,,1.56,1.20,1.38,1.68,2.85,1.45,2.31,2.42
29/06/2025 03:00 p. m.,Ordeño,05:17,9.87,2,,,,,0,,1.08,0.84,0.96,0.96,0,0,0,0,4.99,5.20,5.33,5.32,VMS 3,,Tanque,,1.62,1.26,1.32,1.38,2.97,1.53,2.73,2.64
30/06/2025 12:52 a. m.,Ordeño,05:37,11.56,1,,,,,0,,1.20,0.96,1.02,1.02,0,0,0,0,4.79,5.14,5.12,5.25,VMS 3,,Tanque,,1.56,1.56,1.50,1.38,3.46,1.90,2.97,3.23
30/06/2025 06:50 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
30/06/2025 01:05 p. m.,Ordeño,06:18,16.08,2,,,,,0,,1.50,1.02,1.08,1.14,0,0,0,0,5.02,5.74,5.37,5.58,VMS 3,,Tanque,,1.92,1.50,1.50,1.50,5.15,2.56,4.16,4.21
30/06/2025 10:11 p. m.,Ordeño,06:05,10.72,3,,,,,0,,1.26,1.02,1.02,1.02,0,0,0,0,4.67,5.14,4.94,5.02,VMS 3,,Tanque,,1.68,1.56,1.38,1.38,3.31,1.79,2.80,2.82
01/07/2025 10:41 a. m.,Ordeño,06:43,15.28,1,,,,,0,,1.14,0.96,1.02,1.08,0,0,0,0,4.94,5.32,5.22,5.29,VMS 3,,Tanque,,1.56,1.32,1.50,1.38,4.61,2.44,4.18,4.05
01/07/2025 07:16 p. m.,Ordeño,05:30,9.04,2,,,,,0,,1.20,1.02,0.90,0.96,0,0,0,0,4.64,5.12,4.84,4.89,VMS 3,,Tanque,,1.74,1.38,1.32,1.26,2.77,1.55,2.26,2.46
02/07/2025 06:26 a. m.,Ordeño,06:04,12.70,1,,,,,0,,1.32,0.96,1.02,1.08,0,0,0,0,4.97,5.47,5.25,5.14,VMS 3,,Tanque,,1.68,1.44,1.50,1.44,3.93,2.12,3.26,3.39
