Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
13/03/2025 09:53 a. m.,Ordeño,07:09,15.12,1,,,,,0,,1.26,0.66,1.80,,0,0,0,,4.70,4.54,4.34,,VMS 3,,Tanque,,1.62,1.14,2.28,,4.54,3.36,7.22,
13/03/2025 10:40 p. m.,Ordeño,07:18,16.13,2,,,,,0,,1.08,0.72,1.68,,0,0,0,,4.44,4.33,4.14,,VMS 3,,Tanque,,1.50,1.08,2.22,,4.67,3.61,7.85,
14/03/2025 07:07 a. m.,Ordeño,04:56,10.85,1,,,,,0,,1.08,0.96,1.86,,0,0,0,,4.36,4.34,4.15,,VMS 3,,Tanque,,1.56,1.32,2.46,,3.18,2.38,5.29,
14/03/2025 05:21 p. m.,Ordeño,06:03,13.41,2,,,,,0,,1.14,0.78,1.80,,0,0,0,,4.55,4.53,4.22,,VMS 3,,Tanque,,1.68,1.14,2.28,,4.06,2.86,6.49,
15/03/2025 02:44 a. m.,Ordeño,05:59,12.72,1,,,,,0,,1.08,0.84,1.74,,0,0,0,,4.54,4.41,4.22,,VMS 3,,Tanque,,1.56,1.26,2.16,,3.68,2.84,6.20,
15/03/2025 11:07 a. m.,Ordeño,05:22,10.95,2,,,,,0,,1.08,0.78,1.68,,0,0,0,,4.40,4.27,4.17,,VMS 3,,Tanque,,1.50,1.14,2.10,,3.25,2.44,5.26,
16/03/2025 12:16 a. m.,Ordeño,06:20,16.10,1,,,,,0,,1.20,0.84,1.92,,0,0,0,,4.53,4.41,4.18,,VMS 3,,Tanque,,1.62,1.26,2.40,,4.60,3.60,7.90,
16/03/2025 09:54 a. m.,Ordeño,05:38,12.55,2,,,,,0,,1.20,0.78,1.80,,0,0,0,,4.25,4.21,4.04,,VMS 3,,Tanque,,1.62,1.20,2.22,,3.69,2.84,6.02,
16/03/2025 06:29 p. m.,Ordeño,04:43,9.41,3,,,,,0,,1.14,0.78,1.74,,0,0,0,,4.31,4.26,4.19,,VMS 3,,Tanque,,1.56,1.20,2.22,,2.73,2.14,4.54,
17/03/2025 07:57 a. m.,Ordeño,06:28,14.80,1,,DD,,,0,,1.20,0.66,1.80,,0,0,0,,4.66,4.35,4.35,,VMS 3,,Tanque,,1.62,1.38,2.34,,4.70,2.11,7.99,
17/03/2025 03:33 p. m.,Ordeño,07:13,12.33,2,,,,,0,,1.26,0.78,1.56,,0,0,0,,4.41,4.59,4.16,,VMS 3,,Tanque,,1.68,1.32,2.04,,3.13,3.92,5.28,
18/03/2025 01:43 a. m.,Ordeño,06:09,12.55,1,,TI,,,0,,1.14,0.78,1.80,,0,0,0,,4.47,4.31,4.15,,VMS 3,,Tanque,,1.62,1.14,2.28,,4.04,3.02,5.49,
18/03/2025 10:12 a. m.,Ordeño,05:23,11.40,2,,,,,0,,1.20,0.84,1.68,,0,0,0,,4.40,4.30,4.30,,VMS 3,,Tanque,,1.80,1.26,2.10,,3.09,2.35,5.96,
18/03/2025 06:52 p. m.,Ordeño,04:56,9.62,3,,,,,0,,1.26,0.72,1.86,,0,0,0,,4.39,4.32,4.18,,VMS 3,,Tanque,,1.80,1.08,2.34,,2.92,2.13,4.57,
19/03/2025 02:28 a. m.,Ordeño,05:13,9.60,1,,,,,0,,1.08,0.72,1.62,,0,0,0,,4.57,4.36,4.33,,VMS 3,,Tanque,,1.50,1.20,2.16,,2.82,2.11,4.67,
19/03/2025 04:15 p. m.,Ordeño,07:50,18.14,2,,,,,0,,1.26,0.78,1.80,,0,0,0,,5.05,4.80,4.73,,VMS 3,,Tanque,,1.80,1.08,2.28,,5.41,4.10,8.63,
20/03/2025 12:17 a. m.,Ordeño,05:50,10.67,1,,,,,0,,1.14,0.66,1.62,,0,0,0,,4.39,4.28,4.16,,VMS 3,,Tanque,,1.56,1.02,2.22,,3.12,2.43,5.12,
20/03/2025 10:38 a. m.,Ordeño,07:11,13.83,2,,,,,0,,1.20,0.66,1.80,,0,0,0,,4.51,4.47,4.31,,VMS 3,,Tanque,,1.68,1.08,2.34,,4.17,2.99,6.67,
21/03/2025 01:15 a. m.,Ordeño,09:08,18.25,1,,,,,0,,1.20,0.60,1.68,,0,0,0,,4.55,4.45,4.18,,VMS 3,,Tanque,,1.74,0.96,2.16,,5.17,4.01,9.07,
21/03/2025 07:50 p. m.,Ordeño,11:25,20.15,2,,TI,,,1,,1.38,0.60,1.80,,0,0,0,,4.78,4.51,4.28,,VMS 3,,Tanque,,1.86,0.96,2.52,,6.43,5.05,8.67,
22/03/2025 01:27 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
22/03/2025 10:59 a. m.,Ordeño,09:01,19.89,1,,,,,0,,1.20,0.78,2.16,,0,0,0,,4.31,4.26,4.14,,VMS 3,,Tanque,,1.80,1.26,2.94,,5.84,4.65,9.40,
22/03/2025 07:27 p. m.,Ordeño,06:29,9.52,2,,,,,0,,1.14,0.54,1.68,,0,0,0,,4.12,4.11,3.92,,VMS 3,,Tanque,,1.56,0.90,2.28,,2.81,2.17,4.54,
23/03/2025 08:18 a. m.,Ordeño,07:40,16.38,1,,,,,0,,1.26,0.72,1.86,,0,0,0,,4.43,4.54,4.35,,VMS 3,,Tanque,,1.68,1.14,2.52,,5.06,3.70,7.62,
23/03/2025 06:17 p. m.,Ordeño,06:49,12.05,2,,,,,0,,1.14,0.60,1.86,,0,0,0,,4.37,4.33,4.22,,VMS 3,,Tanque,,1.62,1.02,2.28,,3.57,2.71,5.77,
24/03/2025 12:40 a. m.,Ordeño,04:46,7.34,1,,,,,0,,1.02,0.60,1.56,,0,0,0,,4.31,4.34,4.25,,VMS 3,,Tanque,,1.68,0.84,1.98,,2.13,1.66,3.55,
24/03/2025 10:40 a. m.,Ordeño,06:38,12.74,2,,,,,0,,1.20,0.66,1.74,,0,0,0,,4.85,4.61,4.46,,VMS 3,,Tanque,,1.74,1.08,2.10,,3.81,2.86,6.07,
25/03/2025 12:16 a. m.,Ordeño,09:12,17.27,1,,,,,0,,1.20,0.60,1.74,,0,0,0,,4.83,4.58,4.32,,VMS 3,,Tanque,,1.74,0.90,2.28,,5.12,3.92,8.23,
25/03/2025 09:52 a. m.,Ordeño,06:27,11.37,2,,,,,0,,1.20,0.66,1.62,,0,0,0,,4.28,4.26,4.28,,VMS 3,,Tanque,,1.74,0.96,2.04,,3.36,2.61,5.40,
25/03/2025 09:59 p. m.,Ordeño,07:58,14.54,3,,TI,,,0,,1.14,0.60,1.62,,0,0,0,,4.60,4.54,4.41,,VMS 3,,Tanque,,1.56,1.08,2.04,,4.32,3.42,6.80,
26/03/2025 09:03 a. m.,Ordeño,07:42,15.38,1,,,,,0,,1.20,0.66,1.92,,0,0,0,,4.72,4.53,4.49,,VMS 3,,Tanque,,1.68,0.96,2.34,,4.54,3.43,7.41,
08/07/2025 02:59 p. m.,Ordeño,07:21,7.92,1,,,,,0,,1.50,1.02,1.56,,4598,1594,1795,,4.41,4.66,4.53,,VMS 3,,Divert 3,,2.04,1.44,2.10,,2.44,1.93,3.55,
09/07/2025 01:42 a. m.,Ordeño,04:56,4.63,1,,,,,0,,0.78,0.48,0.66,,4196,1095,1398,,3.55,3.99,2.75,,VMS 3,,Divert 3,,2.04,1.08,1.14,,1.64,1.15,1.84,
16/07/2025 03:11 p. m.,Ordeño,03:34,3.41,1,,,,,0,,1.08,0.90,1.38,,0,0,0,,4.70,4.85,4.81,,VMS 3,,Drenaje,,1.62,1.32,1.86,,1.11,0.96,1.34,
16/07/2025 03:15 p. m.,Rechazada,04:40,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
16/07/2025 03:20 p. m.,Ordeño,00:55,0.00,2,,,,"DI,DD,TI",0,,0.00,0.00,0.00,,0,0,0,,0.00,0.00,0.00,,VMS 3,,Drenaje,,0.00,0.00,0.00,,0.00,0.00,0.00,
16/07/2025 03:20 p. m.,Rechazada,00:54,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
16/07/2025 03:23 p. m.,Ordeño,09:55,1.23,3,,,,,0,,0.30,0.30,0.36,,0,0,0,,3.95,4.65,4.61,,VMS 3,,Drenaje,,0.66,0.72,0.72,,0.30,0.31,0.62,
16/07/2025 03:23 p. m.,Rechazada,09:55,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
16/07/2025 10:37 p. m.,Ordeño,03:43,3.36,4,,,,,0,,1.08,1.02,1.44,,0,0,0,,4.83,4.76,4.70,,VMS 3,,Drenaje,,1.56,1.44,1.98,,0.99,0.93,1.44,
17/07/2025 04:54 p. m.,Ordeño,04:51,12.15,1,,,,,0,,1.38,1.20,1.68,,0,0,0,,5.53,5.34,5.12,,VMS 3,,Drenaje,,1.92,1.68,2.10,,3.62,3.45,5.08,
17/07/2025 10:13 p. m.,Ordeño,03:20,3.13,2,,,,,0,,1.02,0.84,1.20,,0,0,0,,4.53,4.73,4.66,,VMS 3,,Drenaje,,1.56,1.32,1.68,,1.04,0.87,1.22,
18/07/2025 05:27 a. m.,Ordeño,03:16,4.67,1,,,,,0,,1.20,1.20,1.74,,0,0,0,,5.06,4.91,4.87,,VMS 3,,Drenaje,,1.68,1.80,2.16,,1.45,1.30,1.92,
