Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
02/04/2025 01:33 a. m.,Ordeño,08:08,18.38,1,,DD,,,1,,1.32,1.14,1.32,1.08,0,0,0,0,5.06,5.41,5.03,5.20,VMS 2,,Tanque,,1.74,1.92,1.74,1.86,4.85,1.99,5.45,6.09
02/04/2025 03:09 p. m.,Ordeño,07:35,18.89,2,,,,,0,,1.26,1.20,1.32,1.20,0,0,0,0,4.92,5.00,5.07,5.05,VMS 2,,Tanque,,1.80,1.62,1.80,1.86,5.08,1.73,6.27,5.81
03/04/2025 03:53 a. m.,Ordeño,07:55,17.82,1,,,,,0,,1.14,1.14,1.08,1.14,0,0,0,0,5.20,5.62,5.28,5.41,VMS 2,,Tanque,,1.56,1.50,1.38,1.98,4.97,1.82,5.76,5.27
03/04/2025 06:16 p. m.,Ordeño,07:25,19.00,2,,,,,0,,1.26,1.32,1.26,1.20,0,0,0,0,5.22,5.34,5.22,5.26,VMS 2,,Tanque,,1.80,1.80,1.80,1.86,5.48,2.54,5.56,5.42
04/04/2025 07:37 a. m.,Ordeño,14:37,19.22,1,,,,,0,,1.26,1.14,1.20,1.44,0,0,0,0,5.11,5.23,5.15,5.09,VMS 2,,Tanque,,1.68,1.44,1.68,2.46,4.98,2.06,5.84,6.34
04/04/2025 11:29 p. m.,Ordeño,07:49,20.31,2,,,,,0,,1.20,1.14,1.26,1.44,0,0,0,0,4.95,5.06,4.88,5.01,VMS 2,,Tanque,,1.74,1.62,1.74,2.10,5.85,2.14,5.54,6.78
04/04/2025 11:37 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
05/04/2025 10:15 a. m.,Ordeño,07:26,19.47,1,,,,,0,,1.26,1.14,1.32,1.50,0,0,0,0,5.77,6.08,5.74,6.00,VMS 2,,Tanque,,1.74,1.62,1.68,2.28,4.65,2.10,5.49,7.23
05/04/2025 10:04 p. m.,Ordeño,07:10,18.96,2,,,,,0,,1.26,1.20,1.20,1.44,0,0,0,0,5.38,5.62,5.40,5.57,VMS 2,,Tanque,,1.68,1.56,1.56,2.04,4.81,2.17,5.46,6.52
06/04/2025 01:52 p. m.,Ordeño,08:27,19.75,1,,,,,0,,1.26,1.38,1.26,1.44,0,0,0,0,5.32,5.59,5.35,5.38,VMS 2,,Tanque,,1.68,1.80,1.74,1.98,5.75,2.51,5.24,6.25
07/04/2025 05:40 a. m.,Ordeño,08:06,20.13,1,,,,,1,,1.26,1.20,1.26,1.38,0,0,0,0,5.28,5.71,5.34,5.24,VMS 2,,Tanque,,1.74,1.56,1.68,1.86,5.91,2.31,5.67,6.24
07/04/2025 08:04 p. m.,Ordeño,08:19,21.77,2,,,,,0,,1.14,0.96,1.08,1.32,0,0,0,0,5.24,5.46,5.15,5.20,VMS 2,,Tanque,,1.86,1.50,1.62,1.86,5.86,2.54,5.61,7.76
08/04/2025 06:00 a. m.,Ordeño,08:44,15.80,1,,,,,0,,1.08,1.26,1.26,1.08,0,0,0,0,5.10,4.72,5.19,5.22,VMS 2,,Tanque,,1.56,2.16,1.62,1.80,4.40,1.64,5.36,4.40
08/04/2025 11:05 p. m.,Ordeño,07:15,18.33,2,,,,,1,,1.20,1.32,1.20,1.14,0,0,0,0,5.00,5.34,4.93,5.03,VMS 2,,Tanque,,1.62,1.74,1.56,1.80,5.42,2.31,5.42,5.18
09/04/2025 07:26 a. m.,Ordeño,05:33,8.17,1,,,,,0,,0.90,0.96,1.02,1.02,0,0,0,0,4.53,4.78,4.73,4.65,VMS 2,,Tanque,,1.44,1.74,1.44,1.56,2.06,0.84,2.79,2.48
09/04/2025 06:38 p. m.,Ordeño,07:23,18.47,2,,,,,0,,1.14,1.14,1.20,1.26,0,0,0,0,5.45,5.49,5.49,5.61,VMS 2,,Tanque,,1.68,2.10,1.74,1.80,4.59,2.04,5.83,6.01
10/04/2025 06:03 a. m.,Ordeño,08:15,18.67,1,,,,,0,,1.14,1.26,1.14,1.20,0,0,0,0,5.26,5.49,5.28,5.41,VMS 2,,Tanque,,2.04,1.86,1.62,1.68,4.67,1.74,6.13,6.13
10/04/2025 09:06 p. m.,Ordeño,08:41,19.54,2,,,,,0,,1.02,1.32,1.20,1.32,0,0,0,0,5.07,5.61,5.13,5.04,VMS 2,,Tanque,,1.38,2.04,1.56,1.92,5.40,2.17,5.66,6.31
11/04/2025 01:47 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
11/04/2025 11:12 a. m.,Ordeño,07:44,19.78,1,,,,,0,,1.14,1.32,1.14,1.38,0,0,0,0,5.26,5.32,5.33,5.47,VMS 2,,Tanque,,1.56,1.86,1.56,1.86,5.38,2.03,5.79,6.58
11/04/2025 11:47 p. m.,Ordeño,07:27,18.76,2,,,,,0,,1.14,1.32,1.20,1.14,0,0,0,0,5.26,5.50,5.21,5.47,VMS 2,,Tanque,,1.80,1.86,1.56,1.80,4.65,2.24,6.03,5.84
12/04/2025 02:56 p. m.,Ordeño,08:12,18.42,1,,,,,1,,1.20,1.38,1.20,1.20,0,0,0,0,5.24,5.68,5.20,5.33,VMS 2,,Tanque,,1.62,2.28,1.56,1.56,5.26,2.28,5.43,5.45
13/04/2025 02:07 a. m.,Ordeño,08:32,15.48,1,,,,,0,,0.90,1.08,0.90,1.08,0,0,0,0,4.98,5.15,5.08,5.15,VMS 2,,Tanque,,1.32,1.56,1.26,1.50,4.05,1.53,5.20,4.70
13/04/2025 09:15 a. m.,Ordeño,06:23,10.77,2,,,,,0,,1.02,1.20,1.08,1.08,0,0,0,0,5.17,5.44,5.01,5.35,VMS 2,,Tanque,,1.44,1.86,1.50,1.50,2.87,1.12,3.51,3.27
14/04/2025 03:23 a. m.,Ordeño,16:30,9.72,1,,TD,"DD,TD","DD,TD",0,,1.20,0.00,1.32,0.48,0,0,0,0,5.09,0.00,5.14,4.29,VMS 2,,Tanque,,1.80,0.00,1.68,0.84,4.40,0.00,5.27,0.05
14/04/2025 11:45 a. m.,Ordeño,07:24,17.52,2,,,,,0,DD,1.02,1.44,1.14,1.14,0,0,0,0,5.03,6.19,5.20,5.03,VMS 2,,Tanque,,1.56,1.98,1.56,1.50,3.74,3.34,4.86,5.58
15/04/2025 01:32 a. m.,Ordeño,08:57,19.29,1,,,,,0,,1.08,1.08,1.26,1.02,0,0,0,0,5.37,5.36,5.27,5.31,VMS 2,,Tanque,,1.50,1.50,1.62,1.56,5.39,1.85,5.75,6.30
15/04/2025 05:42 p. m.,Ordeño,07:53,18.81,2,,,,,0,,1.32,1.44,1.38,1.32,0,0,0,0,5.35,5.66,5.20,5.50,VMS 2,,Tanque,,1.74,1.98,1.74,1.86,5.42,2.38,5.29,5.72
16/04/2025 07:25 a. m.,Ordeño,07:38,18.09,1,,,,,0,,1.14,1.20,1.20,1.14,0,0,0,0,4.96,5.03,4.99,5.05,VMS 2,,Tanque,,1.50,1.74,1.56,1.50,4.59,1.66,6.10,5.74
16/04/2025 07:16 p. m.,Ordeño,09:48,19.67,2,,,,,0,,0.84,1.20,1.32,1.38,0,0,0,0,5.41,5.67,5.39,5.51,VMS 2,,Tanque,,1.26,1.56,1.68,1.92,5.58,2.03,5.74,6.32
17/04/2025 09:29 a. m.,Ordeño,08:40,20.24,1,,,,,0,,1.14,1.20,1.32,1.14,0,0,0,0,5.30,5.66,5.26,5.35,VMS 2,,Tanque,,1.56,1.56,1.68,1.62,5.73,2.43,5.88,6.20
17/04/2025 08:16 p. m.,Ordeño,08:33,19.07,2,,,,,0,,1.08,1.02,1.38,1.08,0,0,0,0,5.18,5.33,5.25,5.54,VMS 2,,Tanque,,1.56,1.44,1.68,1.44,4.94,1.99,6.34,5.80
18/04/2025 07:43 a. m.,Ordeño,08:32,19.93,1,,,,,0,,1.26,1.20,1.38,1.14,0,0,0,0,5.31,5.50,5.23,5.47,VMS 2,,Tanque,,1.62,1.86,1.80,1.50,5.19,2.08,5.97,6.69
19/04/2025 03:56 a. m.,Ordeño,08:02,19.68,1,,,,,0,,1.20,1.20,1.26,1.20,0,0,0,0,5.09,5.62,4.95,5.11,VMS 2,,Tanque,,1.92,1.92,1.80,1.62,5.91,2.51,5.91,5.35
19/04/2025 05:02 p. m.,Ordeño,07:50,16.02,2,,,,,1,,1.14,1.08,1.20,1.08,0,0,0,0,4.62,4.79,4.74,4.94,VMS 2,,Tanque,,1.68,1.38,1.56,1.50,4.12,1.74,5.32,4.84
20/04/2025 12:57 a. m.,Ordeño,06:41,13.30,1,,DD,,,0,,1.08,0.96,1.26,1.02,0,0,0,0,5.17,5.19,5.20,5.34,VMS 2,,Tanque,,1.44,1.62,1.68,1.44,3.30,1.30,4.53,4.17
20/04/2025 10:19 a. m.,Ordeño,07:55,17.51,2,,,,,0,,1.14,1.26,1.38,1.08,0,0,0,0,5.64,5.66,5.54,5.87,VMS 2,,Tanque,,1.62,1.92,1.74,1.44,4.48,1.92,5.47,5.64
21/04/2025 10:36 a. m.,Ordeño,07:44,19.43,1,,,,,0,DD,1.32,1.38,1.32,1.14,0,0,0,0,5.06,6.07,4.93,5.18,VMS 2,,Tanque,,1.74,1.92,1.68,1.74,5.39,3.40,5.24,5.40
22/04/2025 05:20 a. m.,Ordeño,08:41,19.31,1,,,,,1,,1.08,1.08,1.32,1.08,0,0,0,0,4.97,5.35,4.99,5.13,VMS 2,,Tanque,,1.50,1.86,1.68,1.74,5.83,2.36,5.57,5.55
23/04/2025 07:53 a. m.,Ordeño,08:27,20.68,1,,,,,1,DD,1.26,1.08,1.26,1.14,0,0,0,0,4.92,5.87,4.90,4.94,VMS 2,,Tanque,,1.92,1.50,1.80,1.50,5.98,3.09,6.09,5.52
23/04/2025 08:24 p. m.,Ordeño,07:31,17.85,2,,,,,1,,1.20,1.32,1.26,1.20,0,0,0,0,5.41,5.90,5.45,5.61,VMS 2,,Tanque,,1.62,1.68,1.62,1.68,4.75,1.83,5.98,5.29
24/04/2025 06:07 a. m.,Ordeño,07:37,17.82,1,,,,,0,,1.14,1.20,1.26,1.14,0,0,0,0,5.81,5.99,5.83,6.08,VMS 2,,Tanque,,1.86,1.74,1.56,1.50,4.85,1.60,6.40,4.97
24/04/2025 07:12 p. m.,Ordeño,07:32,19.07,2,,,,,0,,1.26,1.32,1.26,1.20,0,0,0,0,5.47,5.62,5.48,5.67,VMS 2,,Tanque,,1.80,2.22,1.68,1.62,4.72,2.06,6.09,6.20
24/04/2025 11:32 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
25/04/2025 08:41 a. m.,Ordeño,07:16,19.60,1,,,,,0,,1.44,1.20,1.44,1.20,0,0,0,0,5.60,5.88,5.37,5.38,VMS 2,,Tanque,,1.86,1.80,1.92,1.62,5.86,2.48,5.76,5.50
25/04/2025 09:40 p. m.,Ordeño,07:40,18.65,2,,,,,0,,1.08,1.08,1.38,1.08,0,0,0,0,5.27,5.22,5.29,5.26,VMS 2,,Tanque,,1.50,1.92,1.74,1.50,5.25,2.13,5.71,5.56
25/04/2025 09:50 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
26/04/2025 10:43 a. m.,Ordeño,08:22,19.61,1,,,,,0,,1.44,1.38,1.38,1.08,0,0,0,0,5.39,5.69,5.23,5.33,VMS 2,,Tanque,,2.04,2.04,1.74,1.50,5.92,2.57,5.44,5.68
27/04/2025 03:39 a. m.,Ordeño,07:54,19.34,1,,,,,0,,1.44,1.50,1.26,0.96,0,0,0,0,5.06,5.60,5.04,5.00,VMS 2,,Tanque,,2.04,2.16,1.74,1.32,5.51,2.44,5.96,5.43
27/04/2025 07:39 p. m.,Ordeño,07:13,18.23,2,,,,,1,,1.26,1.26,1.32,1.20,0,0,0,0,4.85,5.34,4.88,4.89,VMS 2,,Tanque,,1.80,1.80,1.68,1.62,4.68,2.29,5.42,5.84
28/04/2025 02:08 p. m.,Ordeño,08:25,20.53,1,,,,,1,,1.32,1.20,1.32,1.14,0,0,0,0,4.94,5.25,4.95,4.89,VMS 2,,Tanque,,1.74,1.80,1.80,1.50,5.63,2.30,6.96,5.64
29/04/2025 01:43 a. m.,Ordeño,06:31,13.87,1,,DD,,,0,,1.08,0.96,1.26,1.02,0,0,0,0,4.75,4.85,4.82,4.75,VMS 2,,Tanque,,1.50,1.56,1.56,1.44,3.48,1.36,4.75,4.28
