Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
18/03/2025 01:35 a. m.,Ordeño,07:09,15.45,1,,,,,0,,1.50,0.90,1.14,1.14,0,0,0,0,4.54,4.38,4.35,4.35,VMS 3,,Tanque,,1.98,1.44,1.50,1.50,3.64,3.60,4.08,4.13
18/03/2025 02:22 p. m.,Ordeño,06:54,16.05,2,,,,,0,,1.44,0.84,1.14,1.14,0,0,0,351,4.61,4.52,4.50,4.46,VMS 3,,Tanque,,1.98,1.26,1.50,1.50,3.76,3.48,4.46,4.35
19/03/2025 12:11 a. m.,Ordeño,06:04,11.26,1,,,,,0,,1.38,0.84,1.08,1.08,0,0,0,0,4.50,4.36,4.40,4.43,VMS 3,,Tanque,,1.74,1.50,1.50,1.50,2.59,2.78,2.92,2.97
19/03/2025 10:56 a. m.,Ordeño,06:42,16.10,2,,,,,0,,1.50,0.96,1.14,1.08,0,0,0,0,4.79,4.49,4.74,4.75,VMS 3,,Tanque,,2.34,1.44,1.68,1.38,3.80,3.49,4.43,4.38
19/03/2025 10:22 p. m.,Ordeño,09:24,12.47,3,,,DD,DD,0,,1.44,0.00,1.14,1.20,0,0,0,0,4.71,0.00,4.57,4.67,VMS 3,,Tanque,,1.92,0.00,1.62,1.68,3.78,0.00,4.40,4.29
20/03/2025 10:11 a. m.,Ordeño,08:28,17.55,1,,,,,0,,1.56,1.14,1.32,1.20,0,0,0,0,4.57,4.80,4.51,4.54,VMS 3,,Tanque,,2.04,1.80,1.68,1.68,3.76,5.16,4.30,4.33
20/03/2025 06:42 p. m.,Ordeño,05:38,11.18,2,,DI,,,0,,1.44,0.78,1.14,1.08,0,0,0,0,4.39,4.44,4.45,4.41,VMS 3,,Tanque,,2.34,1.32,1.50,1.50,2.90,1.97,3.11,3.20
21/03/2025 08:55 a. m.,Echada sin ordeñar,06:22,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
21/03/2025 09:02 a. m.,Ordeño,07:16,19.18,1,,,,,0,,1.50,0.90,1.32,1.20,0,0,0,0,4.50,4.57,4.46,4.49,VMS 3,,Tanque,,1.92,1.56,1.80,1.68,4.67,3.46,5.49,5.56
22/03/2025 01:11 a. m.,Ordeño,08:38,22.54,1,,,,,0,,1.44,0.96,1.26,1.14,0,0,0,0,4.59,4.71,4.56,4.50,VMS 3,,Tanque,,1.86,1.50,1.62,1.62,5.15,4.96,6.12,6.31
22/03/2025 05:18 p. m.,Ordeño,07:30,14.50,2,,TD,TD,,0,,1.38,0.96,1.20,0.78,0,0,0,600,4.71,4.59,4.61,4.76,VMS 3,,Tanque,,2.04,1.50,1.74,1.14,4.67,4.07,5.37,0.39
23/03/2025 09:21 a. m.,Ordeño,08:01,21.24,1,,,,,1,,1.32,0.96,1.32,1.32,0,0,0,0,4.56,4.59,4.62,5.00,VMS 3,,Tanque,,1.80,1.62,1.80,1.80,4.42,4.34,5.14,7.34
24/03/2025 12:06 a. m.,Ordeño,07:40,17.78,1,,,,,1,,1.44,1.02,1.26,1.14,0,0,0,0,4.72,4.61,4.65,4.65,VMS 3,,Tanque,,1.92,1.62,1.62,1.56,4.55,4.38,5.63,3.22
24/03/2025 07:11 a. m.,Ordeño,05:46,9.06,2,,,,,0,,1.26,0.84,1.14,1.08,0,0,0,0,4.40,4.40,4.45,4.64,VMS 3,,Tanque,,2.04,1.50,1.56,1.50,2.34,2.08,2.61,2.03
24/03/2025 04:59 p. m.,Ordeño,06:14,13.98,3,,,,,0,,1.32,0.96,1.20,1.20,0,0,0,0,4.98,4.81,4.83,5.22,VMS 3,,Tanque,,1.80,1.56,1.74,1.62,3.33,3.06,3.99,3.60
25/03/2025 03:58 a. m.,Ordeño,07:24,16.06,1,,,,,0,,1.50,0.96,1.14,1.20,0,0,0,0,4.83,4.78,4.66,4.96,VMS 3,,Tanque,,2.10,1.86,1.50,1.62,3.78,3.58,4.46,4.24
25/03/2025 01:26 p. m.,Ordeño,06:37,12.66,2,,,,,0,"DI,TD",1.32,0.90,1.20,1.38,0,0,0,0,4.82,3.95,4.09,5.29,VMS 3,,Tanque,,1.74,1.44,1.56,1.74,3.03,2.67,3.54,3.42
25/03/2025 11:16 p. m.,Ordeño,06:34,13.47,3,,,,,0,,1.14,1.02,1.14,1.20,0,0,0,0,4.35,4.33,4.34,4.47,VMS 3,,Tanque,,1.98,1.62,1.50,1.56,3.16,3.21,3.53,3.57
26/03/2025 03:41 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
26/03/2025 10:30 a. m.,Ordeño,06:41,16.53,1,,,,,0,,1.20,0.96,1.20,1.26,0,0,0,0,4.53,4.54,4.61,4.74,VMS 3,,Tanque,,2.10,1.50,1.62,1.86,4.04,3.40,4.67,4.42
26/03/2025 07:33 p. m.,Ordeño,05:37,12.30,2,,,,,0,,1.08,0.96,1.14,1.20,0,0,0,0,4.35,4.41,4.36,4.43,VMS 3,,Tanque,,1.56,1.44,1.50,1.68,2.91,2.75,3.26,3.38
27/03/2025 10:13 a. m.,Ordeño,07:27,21.30,1,,DI,,,0,,1.38,1.14,1.26,1.32,0,0,0,0,4.82,4.74,4.72,4.87,VMS 3,,Tanque,,1.86,1.80,1.74,1.74,4.75,4.82,5.91,5.82
27/03/2025 05:34 p. m.,Ordeño,05:12,9.78,2,,,,,0,,1.26,0.96,1.14,1.20,0,0,0,0,4.40,4.40,4.44,4.52,VMS 3,,Tanque,,1.80,1.44,1.50,1.62,2.36,2.24,2.52,2.66
28/03/2025 09:06 a. m.,Ordeño,07:40,20.09,1,,,,,0,,1.38,1.02,1.20,1.32,0,0,0,0,4.69,4.83,4.70,4.88,VMS 3,,Tanque,,1.98,1.74,1.56,1.86,4.47,4.37,5.91,5.34
28/03/2025 03:46 p. m.,Ordeño,05:28,6.47,2,,,,,0,,1.14,0.84,0.96,1.08,0,0,0,0,4.24,4.34,4.31,4.05,VMS 3,,Tanque,,1.62,1.56,1.38,1.62,1.59,1.44,1.72,1.72
28/03/2025 10:08 p. m.,Ordeño,04:20,7.68,3,,,,,0,,1.14,0.84,1.14,1.14,0,0,0,0,4.24,4.09,4.23,4.19,VMS 3,,Tanque,,1.50,1.50,1.62,1.56,1.85,1.50,2.05,2.28
29/03/2025 11:47 a. m.,Ordeño,07:48,19.91,1,,,,,0,,1.20,1.02,1.14,1.26,0,0,0,0,4.84,4.82,4.71,4.99,VMS 3,,Tanque,,1.62,1.62,1.56,1.62,4.64,4.22,5.54,5.51
29/03/2025 10:31 p. m.,Ordeño,06:04,13.14,2,,,,,0,,1.20,0.90,1.08,1.20,0,0,0,0,4.47,4.38,4.42,4.50,VMS 3,,Tanque,,1.86,1.50,1.44,1.68,3.10,2.82,3.52,3.70
30/03/2025 12:36 p. m.,Ordeño,07:26,20.65,1,,,,,0,,1.38,1.02,1.20,1.26,0,0,0,0,5.00,4.80,4.83,4.86,VMS 3,,Tanque,,1.98,1.68,1.56,1.74,4.71,4.32,5.70,5.92
31/03/2025 01:48 a. m.,Ordeño,07:42,18.30,1,,,,,0,,1.32,0.96,1.20,1.32,0,0,0,0,4.58,4.53,4.38,4.59,VMS 3,,Tanque,,1.74,1.74,1.50,1.74,4.06,4.38,4.82,5.04
31/03/2025 10:26 a. m.,Ordeño,06:28,12.54,2,,,,,0,,1.20,0.78,1.08,1.20,0,0,0,0,4.73,4.63,4.58,4.68,VMS 3,,Tanque,,1.74,1.44,1.56,1.68,2.98,2.65,3.41,3.50
31/03/2025 10:19 p. m.,Ordeño,06:48,16.61,3,,,,,0,,1.20,0.96,1.14,1.32,0,0,0,0,4.58,4.56,4.44,4.65,VMS 3,,Tanque,,1.74,1.62,1.62,1.74,3.84,3.52,4.71,4.54
01/04/2025 11:57 a. m.,Ordeño,07:41,17.58,1,,DI,,,0,,1.38,0.96,1.08,1.32,0,0,0,0,4.69,4.60,4.47,4.67,VMS 3,,Tanque,,2.04,1.50,1.50,1.74,4.01,3.70,4.86,5.01
01/04/2025 11:02 p. m.,Ordeño,06:18,12.81,2,,,,,0,,1.20,0.90,1.14,1.26,0,0,0,0,4.24,4.32,4.11,4.34,VMS 3,,Tanque,,2.04,1.56,1.68,1.68,2.96,2.96,3.32,3.57
02/04/2025 02:05 p. m.,Ordeño,07:33,20.09,1,,DI,,,0,,1.26,1.08,1.20,1.32,0,0,0,0,4.91,4.75,4.80,4.97,VMS 3,,Tanque,,1.92,1.68,1.62,1.74,4.70,3.98,5.82,5.59
03/04/2025 03:18 a. m.,Ordeño,07:25,16.65,1,,,,,0,,1.20,0.96,1.14,1.20,0,0,0,0,4.68,4.59,4.52,4.63,VMS 3,,Tanque,,1.80,1.50,1.62,1.62,3.69,4.03,4.52,4.41
03/04/2025 02:13 p. m.,Ordeño,06:28,14.70,2,,DI,,,0,,1.44,0.90,1.20,1.26,0,0,0,0,4.65,4.53,4.57,4.73,VMS 3,,Tanque,,1.92,1.44,1.62,1.68,3.40,3.14,4.09,4.07
04/04/2025 03:46 a. m.,Ordeño,07:33,18.22,1,,,,,0,,1.26,1.02,1.20,1.26,0,0,0,0,4.57,4.55,4.45,4.59,VMS 3,,Tanque,,1.68,1.68,1.62,1.68,4.11,4.00,5.08,5.03
04/04/2025 03:06 p. m.,Ordeño,06:53,13.84,2,,,,,0,,1.08,0.90,1.08,1.14,0,0,0,0,4.42,4.39,4.37,4.58,VMS 3,,Tanque,,1.68,1.80,1.44,1.50,3.13,2.99,3.70,4.02
05/04/2025 06:01 a. m.,Ordeño,07:13,17.83,1,,,,,0,,1.14,0.96,1.14,1.20,0,0,0,0,4.46,4.50,4.46,4.54,VMS 3,,Tanque,,1.50,1.56,1.50,1.62,3.91,3.85,4.97,5.10
05/04/2025 11:17 p. m.,Ordeño,07:58,20.93,2,,,,,0,,1.08,1.02,1.14,1.32,0,0,0,0,4.52,4.58,4.45,4.54,VMS 3,,Tanque,,1.56,1.74,1.80,1.74,4.59,4.75,5.80,5.79
06/04/2025 02:52 p. m.,Ordeño,07:21,19.22,1,,,,,0,,1.20,1.08,1.14,1.26,0,0,0,0,4.52,4.46,4.42,4.49,VMS 3,,Tanque,,1.86,1.68,1.56,1.68,4.10,4.13,5.26,5.73
07/04/2025 08:41 a. m.,Ordeño,08:39,20.32,1,,,,,0,,1.44,1.14,1.26,1.26,0,0,0,0,4.66,4.66,4.50,4.54,VMS 3,,Tanque,,1.98,1.98,1.68,1.62,4.14,4.62,6.13,5.43
07/04/2025 08:10 p. m.,Ordeño,07:04,11.54,2,,,,,0,,1.44,1.02,1.14,1.32,0,0,0,0,4.25,4.26,4.16,4.21,VMS 3,,Tanque,,1.98,1.68,1.68,2.04,2.48,2.72,3.08,3.26
08/04/2025 09:13 a. m.,Ordeño,07:07,16.77,1,,DI,,,0,,1.62,1.02,1.20,1.38,0,0,0,0,4.86,4.65,4.68,4.85,VMS 3,,Tanque,,2.10,1.80,1.56,1.80,3.64,3.29,4.81,5.03
09/04/2025 01:55 a. m.,Ordeño,08:18,21.10,1,,,,,0,,1.44,1.08,1.20,1.32,0,0,0,0,4.73,4.57,4.50,4.68,VMS 3,,Tanque,,1.92,1.86,1.56,1.62,4.41,4.82,5.75,6.12
09/04/2025 01:15 p. m.,Ordeño,06:28,13.58,2,,,,,0,,1.32,0.96,1.14,1.26,0,0,0,0,4.62,4.55,4.52,4.60,VMS 3,,Tanque,,1.68,1.44,1.56,1.62,2.78,2.78,3.96,4.06
10/04/2025 06:06 a. m.,Ordeño,07:41,19.00,1,,,,,0,,1.44,1.14,1.08,1.20,0,0,0,0,4.56,4.43,4.35,4.41,VMS 3,,Tanque,,1.98,1.92,1.50,1.62,4.10,4.02,5.52,5.36
26/06/2025 10:45 a. m.,Ordeño,12:45,21.30,1,,,,,0,,1.50,0.90,1.74,1.62,5064,1095,1293,1396,3.44,2.68,3.64,3.75,VMS 3,,Divert 3,,2.34,1.98,2.28,2.28,4.56,5.74,5.85,5.15
26/06/2025 06:38 p. m.,Ordeño,05:39,5.95,2,,DI,,,0,,1.08,0.66,1.20,1.08,4160,893,1692,1197,3.24,4.99,4.49,4.81,VMS 3,,Divert 3,,2.10,1.20,1.80,1.80,1.65,1.14,1.83,1.33
27/06/2025 12:51 a. m.,Ordeño,05:54,4.86,1,,,,,0,,1.26,0.60,1.14,1.02,1961,583,685,894,4.71,4.57,4.89,4.66,VMS 3,,Divert 3,,2.16,1.32,1.80,1.92,1.14,1.01,1.37,1.34
27/06/2025 07:13 a. m.,Ordeño,08:47,6.93,2,,DI,,,0,"TI,TD",1.02,0.42,1.20,0.78,939,383,374,884,3.77,4.39,5.07,4.99,VMS 3,,Divert 3,,2.10,1.56,2.04,1.92,1.58,1.93,1.79,1.63
27/06/2025 03:58 p. m.,Ordeño,07:02,9.44,3,,,,,0,,1.32,0.60,1.38,1.14,641,0,0,792,5.21,5.25,5.13,5.18,VMS 3,,Divert 3,,1.98,1.86,1.86,1.98,2.19,2.36,2.49,2.40
28/06/2025 01:41 a. m.,Ordeño,08:16,10.28,1,,DI,,,0,,1.56,0.48,1.44,1.02,524,0,0,484,4.82,5.03,5.14,5.24,VMS 3,,Divert 3,,2.34,1.50,1.86,1.62,2.30,2.24,2.86,2.88
28/06/2025 07:01 a. m.,Ordeño,06:44,7.66,2,,DI,,,0,,1.44,0.54,1.26,0.90,618,0,0,477,4.89,4.83,5.16,5.02,VMS 3,,Divert 3,,2.22,1.38,1.74,1.68,1.90,1.93,1.94,1.89
28/06/2025 02:31 p. m.,Ordeño,07:40,9.39,3,,"TI,TD",,,0,,1.44,0.84,1.32,1.44,413,0,0,0,5.22,4.62,5.21,5.26,VMS 3,,Divert 3,,2.16,1.62,1.80,2.52,2.19,2.89,1.87,2.44
28/06/2025 09:58 p. m.,Ordeño,06:58,9.28,4,,TD,,,0,,1.38,0.48,1.32,1.20,423,0,0,383,5.03,4.54,5.11,5.15,VMS 3,,Divert 3,,1.98,1.38,1.68,1.62,1.90,1.61,3.76,2.01
29/06/2025 07:08 a. m.,Ordeño,08:48,15.73,1,,,,,0,,1.44,0.84,1.32,1.38,435,0,0,0,4.93,4.65,4.89,5.22,VMS 3,,Divert 3,,1.98,1.68,1.68,1.80,3.96,3.82,3.53,4.42
29/06/2025 02:27 p. m.,Ordeño,08:30,11.51,2,,,,,0,,1.32,0.60,1.32,0.90,339,0,0,0,4.86,4.33,4.92,4.92,VMS 3,,Divert 3,,2.04,1.50,1.92,1.56,2.51,3.02,3.05,2.93
29/06/2025 10:58 p. m.,Ordeño,08:24,13.03,3,,,,,0,,1.26,0.60,1.32,1.08,0,0,0,0,4.73,4.39,5.04,4.92,VMS 3,,Divert 3,,2.04,1.62,1.68,1.68,3.14,2.87,3.61,3.41
30/06/2025 09:36 a. m.,Ordeño,10:35,17.29,1,,,,,0,,1.62,0.84,1.44,1.26,0,0,0,0,5.04,4.93,5.09,5.10,VMS 3,,Tanque,,2.52,1.74,2.04,1.74,3.30,4.46,4.81,4.72
30/06/2025 05:10 p. m.,Ordeño,07:04,12.50,2,,TD,,,0,,1.38,0.66,1.26,1.26,0,0,0,0,4.74,4.38,4.88,4.89,VMS 3,,Tanque,,2.28,1.50,1.62,1.62,3.60,2.50,3.60,2.80
01/07/2025 12:00 a. m.,Ordeño,07:30,12.06,1,,,,,0,,1.26,0.84,1.26,1.26,0,0,0,0,4.68,4.80,4.81,4.81,VMS 3,,Tanque,,1.98,1.62,1.62,1.80,2.39,3.38,3.13,3.16
01/07/2025 08:29 a. m.,Ordeño,09:20,14.84,2,,,,,0,,1.32,0.66,1.32,1.20,0,0,0,0,5.02,4.71,4.95,4.95,VMS 3,,Tanque,,1.92,1.38,1.86,1.92,3.34,3.42,4.12,3.96
01/07/2025 03:22 p. m.,Ordeño,08:23,12.58,3,,,,,0,,1.32,0.60,1.26,1.08,0,0,0,0,4.73,4.51,4.97,4.62,VMS 3,,Tanque,,2.22,1.56,1.68,1.68,2.63,2.97,3.52,3.46
01/07/2025 09:03 p. m.,Ordeño,06:39,10.09,4,,,,,0,,1.14,0.60,1.20,0.96,0,0,0,0,4.65,4.38,4.91,4.83,VMS 3,,Tanque,,1.74,1.32,1.56,1.44,2.43,2.26,2.82,2.58
01/07/2025 09:12 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
02/07/2025 03:33 a. m.,Ordeño,08:56,11.81,1,,,,,0,,1.20,0.72,1.26,1.14,0,0,0,0,4.78,4.66,4.91,4.74,VMS 3,,Tanque,,1.80,1.56,1.62,1.68,2.67,2.38,3.49,3.27
02/07/2025 06:26 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
02/07/2025 01:26 p. m.,Ordeño,09:47,17.89,2,,DI,,,0,,1.20,0.90,1.32,1.38,0,0,0,0,4.99,4.78,5.04,5.02,VMS 3,,Tanque,,1.62,1.86,1.80,1.92,3.91,4.34,4.94,4.70
02/07/2025 06:48 p. m.,Ordeño,07:52,10.52,3,,,,,0,,1.20,0.72,1.08,1.20,0,0,0,0,4.85,4.44,4.84,4.77,VMS 3,,Tanque,,1.80,1.50,1.50,1.68,2.30,2.56,2.90,2.76
03/07/2025 12:38 a. m.,Ordeño,07:05,10.74,1,,,,,0,,1.20,0.66,1.20,1.14,0,0,0,0,5.02,4.37,4.84,4.79,VMS 3,,Tanque,,1.74,1.38,1.62,1.68,2.33,2.54,3.01,2.86
03/07/2025 08:03 a. m.,Ordeño,08:19,14.10,2,,DI,,,0,,1.26,0.60,1.20,1.32,0,0,0,0,4.64,4.66,4.92,4.81,VMS 3,,Tanque,,1.80,1.56,1.62,1.92,3.14,3.08,3.91,3.97
03/07/2025 05:03 p. m.,Ordeño,09:02,17.31,3,,,,,0,,1.26,0.90,1.26,1.26,0,0,0,0,4.90,4.73,4.91,4.89,VMS 3,,Tanque,,1.74,1.68,1.80,1.86,4.03,3.55,4.91,4.82
03/07/2025 10:36 p. m.,Ordeño,07:03,11.40,4,,,,,0,,1.32,0.90,1.20,1.14,0,0,0,0,4.65,4.59,4.65,4.60,VMS 3,,Tanque,,1.74,1.62,1.92,1.68,2.38,3.30,2.93,2.79
04/07/2025 04:27 a. m.,Ordeño,07:19,12.06,1,,,,,0,,1.20,0.84,1.14,1.20,0,0,0,0,4.91,4.79,4.92,4.88,VMS 3,,Tanque,,1.74,1.56,1.56,1.74,2.68,2.97,3.27,3.14
