Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
11/03/2025 01:15 p. m.,Ordeño,10:12,17.83,2,,,TI,TI,1,,1.74,1.56,0.00,1.80,0,0,0,0,5.56,5.06,0.00,5.10,VMS 2,,Tanque,,2.16,1.98,0.00,2.64,5.30,4.94,0.00,7.59
12/03/2025 02:13 a. m.,Ordeño,09:10,29.33,1,,,,,1,,1.56,1.56,1.44,1.32,0,0,0,0,5.26,5.24,5.28,4.73,VMS 2,,Tanque,,2.04,1.92,1.86,2.34,8.34,6.15,6.52,8.32
12/03/2025 09:07 a. m.,Ordeño,09:41,12.63,2,,,TI,TI,1,,1.80,1.50,0.00,1.14,0,0,0,0,4.93,5.24,0.00,4.93,VMS 2,,Tanque,,2.22,1.92,0.00,1.68,4.90,3.31,0.00,4.42
12/03/2025 07:35 p. m.,Ordeño,07:15,25.83,3,,TD,,,0,,1.74,1.50,1.44,1.32,0,0,0,0,5.19,5.24,5.14,4.52,VMS 2,,Tanque,,2.16,1.98,1.86,2.04,7.31,6.04,6.47,6.01
13/03/2025 08:05 a. m.,Ordeño,08:58,31.99,1,,,,,0,DI,1.68,1.44,1.32,1.92,0,0,0,0,5.36,5.16,4.70,4.53,VMS 2,,Tanque,,2.16,1.86,1.80,3.24,8.60,6.63,5.07,11.69
14/03/2025 02:00 a. m.,Ordeño,10:17,32.33,1,,,,,1,,1.68,1.50,1.38,1.44,0,0,0,0,5.19,5.22,4.84,4.58,VMS 2,,Tanque,,2.22,1.86,1.74,2.34,8.41,6.87,6.61,10.44
14/03/2025 06:05 a. m.,Ordeño,06:37,10.58,2,,,,,0,,1.62,1.44,1.32,1.32,0,0,0,0,4.79,4.88,4.62,4.47,VMS 2,,Tanque,,2.10,1.86,1.68,2.10,3.00,2.44,1.72,3.42
14/03/2025 03:14 p. m.,Ordeño,10:23,19.82,3,,TD,,,0,,1.56,1.38,1.44,1.38,0,0,0,0,5.17,5.18,4.76,4.79,VMS 2,,Tanque,,2.04,1.74,2.58,1.68,5.12,4.97,5.06,4.67
15/03/2025 01:52 a. m.,Ordeño,09:49,26.95,1,,,,,0,,1.68,1.44,1.38,1.56,0,0,0,0,5.08,5.18,4.79,4.79,VMS 2,,Tanque,,2.10,1.80,1.74,2.58,7.00,6.13,4.83,8.99
15/03/2025 07:00 a. m.,Ordeño,07:19,16.08,2,,,,,0,,1.62,1.44,1.38,1.44,0,0,0,0,4.55,4.70,4.31,4.19,VMS 2,,Tanque,,2.04,1.74,1.80,2.10,4.79,3.68,2.55,5.06
15/03/2025 02:59 p. m.,Ordeño,09:12,22.24,3,,,,,0,,1.80,1.50,1.38,1.62,0,0,0,0,4.99,4.88,4.73,4.63,VMS 2,,Tanque,,2.28,1.86,1.74,2.64,6.13,5.15,3.35,7.61
16/03/2025 01:54 a. m.,Ordeño,10:35,26.75,1,,,,,0,,1.80,1.62,1.32,1.50,0,0,0,0,5.06,4.92,4.80,4.72,VMS 2,,Tanque,,2.22,1.98,1.68,2.70,7.54,5.63,4.55,9.03
16/03/2025 10:45 a. m.,Ordeño,08:11,25.65,2,,,,,0,,1.80,1.50,1.50,1.50,0,0,0,0,4.87,4.78,4.05,4.45,VMS 2,,Tanque,,2.16,1.98,2.10,2.22,7.36,5.62,4.92,7.75
16/03/2025 10:59 p. m.,Ordeño,11:29,21.78,3,,,TI,TI,0,,1.74,1.50,0.00,1.44,0,0,0,0,5.13,5.06,0.00,4.54,VMS 2,,Tanque,,2.10,1.80,0.00,2.82,6.93,5.85,0.00,9.00
17/03/2025 10:57 a. m.,Ordeño,07:52,21.25,1,,TD,TI,TI,0,,1.80,1.44,0.00,1.50,0,0,0,0,5.12,4.84,0.00,4.57,VMS 2,,Tanque,,2.28,2.04,0.00,2.22,8.54,6.81,0.00,5.90
17/03/2025 05:24 p. m.,Ordeño,08:22,25.03,2,,,,,0,TI,1.62,1.38,1.62,1.50,0,0,0,0,4.88,4.83,5.55,4.70,VMS 2,,Tanque,,2.10,1.74,2.22,2.40,5.18,4.14,6.76,8.95
18/03/2025 02:47 a. m.,Ordeño,09:08,23.89,1,,,,,1,"DI,DD",1.68,1.44,1.50,1.38,0,0,0,0,5.47,5.40,4.42,4.68,VMS 2,,Tanque,,1.98,1.86,1.98,2.40,6.81,5.80,3.57,7.71
18/03/2025 11:54 a. m.,Ordeño,08:37,23.68,2,,,,,0,,1.80,1.50,1.38,1.50,0,0,0,0,5.05,5.14,5.01,4.83,VMS 2,,Tanque,,2.28,2.04,1.86,2.34,7.03,5.54,3.48,7.63
18/03/2025 10:49 p. m.,Ordeño,09:16,24.74,3,,,,,0,,1.50,1.44,1.38,1.32,0,0,0,0,4.91,4.99,4.58,4.81,VMS 2,,Tanque,,1.92,1.74,1.74,2.64,7.39,5.76,4.13,7.46
19/03/2025 08:26 a. m.,Ordeño,08:43,24.34,1,,,,,0,,1.80,1.50,1.56,1.56,0,0,0,0,5.16,5.23,4.94,4.91,VMS 2,,Tanque,,2.28,1.98,1.92,2.58,7.10,5.60,3.99,7.65
19/03/2025 05:02 p. m.,Ordeño,07:56,22.19,2,,,,,0,,1.74,1.50,1.38,1.56,0,0,0,0,5.01,5.10,5.00,4.92,VMS 2,,Tanque,,2.22,1.98,1.68,2.82,6.39,5.03,3.71,7.06
20/03/2025 05:06 a. m.,Ordeño,11:24,14.19,1,,TD,"TI,TD",TI,0,,1.62,1.32,0.00,1.62,0,0,0,0,5.03,4.96,0.00,4.09,VMS 2,,Tanque,,2.16,1.74,0.00,2.52,7.67,6.00,0.00,0.52
20/03/2025 10:45 a. m.,Ordeño,09:39,24.13,2,,,,,0,,1.68,1.44,1.50,1.38,0,0,0,0,4.73,4.57,5.00,4.80,VMS 2,,Tanque,,2.16,1.92,1.86,2.40,4.87,3.80,6.88,8.58
20/03/2025 06:46 p. m.,Ordeño,07:13,21.59,3,,,,,0,,1.62,1.38,1.32,1.50,0,0,0,0,5.07,5.12,4.71,4.60,VMS 2,,Tanque,,2.04,1.80,1.62,2.34,5.83,4.85,3.56,7.35
21/03/2025 02:16 a. m.,Ordeño,09:32,18.98,1,,,,,0,,1.68,1.44,1.32,1.62,0,0,0,0,4.93,4.95,4.82,4.60,VMS 2,,Tanque,,2.04,1.86,1.68,2.40,5.33,4.44,3.02,6.19
21/03/2025 04:34 p. m.,Ordeño,11:13,25.28,2,,,TI,TI,0,,1.74,1.56,0.00,1.44,0,0,0,0,5.33,5.27,0.00,4.97,VMS 2,,Tanque,,2.10,1.92,0.00,2.34,8.30,6.57,0.00,10.41
22/03/2025 03:15 a. m.,Ordeño,08:46,28.67,1,,,,,1,TI,1.62,1.32,1.74,1.32,0,0,0,0,4.79,4.88,5.41,4.55,VMS 2,,Tanque,,2.04,1.62,2.28,2.04,7.47,5.73,7.20,8.27
22/03/2025 11:49 a. m.,Ordeño,08:18,21.74,2,,,,,0,,1.68,1.44,1.44,1.56,0,0,0,0,5.04,5.14,4.81,4.84,VMS 2,,Tanque,,2.04,1.86,1.74,2.22,6.32,5.10,3.10,7.22
22/03/2025 08:53 p. m.,Ordeño,12:00,18.97,3,,,TI,TI,0,,1.62,1.44,0.00,1.44,0,0,0,0,5.36,5.44,0.00,5.12,VMS 2,,Tanque,,2.04,1.74,0.00,2.34,6.43,5.40,0.00,7.14
23/03/2025 05:32 a. m.,Ordeño,10:22,25.87,1,,,,,0,,1.68,1.38,1.26,1.32,0,0,0,0,5.03,4.97,5.13,4.70,VMS 2,,Tanque,,2.04,1.86,1.74,2.10,6.34,5.33,6.81,7.39
23/03/2025 12:16 p. m.,Ordeño,07:39,18.98,2,,,,,0,,1.74,1.50,1.38,1.62,0,0,0,0,4.92,4.88,4.80,4.63,VMS 2,,Tanque,,2.40,1.92,1.86,2.46,5.12,4.17,2.88,6.81
23/03/2025 10:17 p. m.,Ordeño,11:05,20.75,3,,,TI,TI,0,,1.56,1.38,0.00,1.44,0,0,0,0,5.52,5.22,0.00,5.04,VMS 2,,Tanque,,1.92,1.74,0.00,2.40,6.40,5.61,0.00,8.74
24/03/2025 06:27 a. m.,Ordeño,10:26,5.35,1,,,"DI,TI,TD","DI,TI,TD",0,,0.00,1.50,0.00,0.00,0,0,0,0,0.00,5.06,0.00,0.00,VMS 2,,Tanque,,0.00,1.86,0.00,0.00,0.00,5.35,0.00,0.00
24/03/2025 04:24 p. m.,Ordeño,10:30,27.98,2,,,,,0,,1.68,1.32,1.26,0.90,0,0,0,0,5.05,4.60,5.14,4.57,VMS 2,,Tanque,,2.16,1.80,1.68,1.56,8.38,6.50,6.57,6.53
25/03/2025 03:48 a. m.,Ordeño,08:53,32.12,1,,,,,0,,1.50,1.32,1.56,1.50,0,0,0,0,5.04,4.65,4.97,4.84,VMS 2,,Tanque,,2.04,1.80,2.04,2.16,8.89,7.49,4.92,10.82
25/03/2025 04:15 p. m.,Ordeño,09:25,25.34,2,,,TI,TI,0,,1.74,1.56,0.00,1.56,0,0,0,0,5.45,5.33,0.00,5.14,VMS 2,,Tanque,,2.22,2.10,0.00,2.46,8.07,7.73,0.00,9.54
25/03/2025 07:35 p. m.,Ordeño,06:09,14.39,3,,,,,0,,1.56,1.14,1.44,1.08,0,0,0,0,5.03,4.71,5.35,4.68,VMS 2,,Tanque,,2.16,1.50,1.86,1.74,2.92,2.48,6.08,2.91
26/03/2025 05:37 a. m.,Ordeño,10:25,26.80,1,,,,,1,"DI,DD",1.56,1.44,1.44,1.38,0,0,0,0,5.90,6.30,4.56,4.76,VMS 2,,Tanque,,2.10,1.80,1.74,2.40,7.22,6.09,4.46,9.03
26/03/2025 07:28 p. m.,Ordeño,08:12,30.42,2,,,,,1,,1.50,1.50,1.50,1.32,0,0,0,0,5.09,5.68,5.21,5.12,VMS 2,,Tanque,,2.22,1.92,1.86,2.16,8.58,7.05,5.03,9.76
27/03/2025 02:03 a. m.,Ordeño,05:17,14.18,1,,,,,1,DD,1.56,1.32,1.14,1.26,0,0,0,0,4.76,5.33,4.31,4.56,VMS 2,,Tanque,,1.98,1.74,1.68,1.74,4.11,3.08,2.42,4.57
27/03/2025 05:35 a. m.,Ordeño,05:09,7.19,2,,,,,0,DD,1.50,1.08,0.96,1.26,0,0,0,0,4.61,5.07,4.31,4.43,VMS 2,,Tanque,,1.92,1.68,1.50,1.92,2.23,1.64,1.01,2.31
27/03/2025 07:38 p. m.,Ordeño,11:24,24.95,3,,TD,,,0,DD,1.56,1.50,1.32,1.32,0,0,0,0,5.35,5.87,4.74,5.28,VMS 2,,Tanque,,1.92,1.98,1.86,2.04,8.14,7.12,5.97,3.72
28/03/2025 01:33 a. m.,Ordeño,09:29,18.35,1,,,,TI,0,,1.80,1.50,0.00,1.62,0,0,0,0,5.00,5.14,0.00,5.07,VMS 2,,Tanque,,2.22,1.98,0.00,2.46,5.16,3.34,0.00,9.85
28/03/2025 10:13 a. m.,Ordeño,11:13,23.79,2,,,,,1,"DI,DD",1.50,1.44,1.44,1.44,0,0,0,0,5.70,6.30,4.15,4.69,VMS 2,,Tanque,,1.86,1.80,1.98,2.76,5.59,5.01,5.42,7.77
28/03/2025 11:52 p. m.,Ordeño,08:53,30.53,1,,,,,1,,1.50,1.62,1.32,1.68,0,0,0,0,5.18,5.51,4.74,5.00,VMS 2,,Tanque,,1.92,2.04,1.80,2.94,7.91,6.60,5.86,10.16
29/03/2025 11:53 a. m.,Ordeño,09:12,28.66,2,,,,,0,,1.74,1.56,1.62,1.68,0,0,0,0,5.09,5.16,5.01,4.84,VMS 2,,Tanque,,2.52,1.92,2.04,2.58,7.62,6.26,4.94,9.84
29/03/2025 09:14 p. m.,Ordeño,08:03,23.88,3,,,,,0,,1.50,1.50,1.56,1.62,0,0,0,0,5.07,5.15,5.01,4.88,VMS 2,,Tanque,,1.92,2.04,1.92,3.00,6.84,5.22,4.20,7.62
30/03/2025 07:56 a. m.,Ordeño,09:00,28.59,1,,,,,0,,1.74,1.50,1.50,1.68,0,0,0,0,5.56,5.70,5.37,5.34,VMS 2,,Tanque,,2.22,1.86,1.92,2.64,7.85,6.36,5.02,9.36
30/03/2025 06:24 p. m.,Ordeño,08:06,28.49,2,,,,,0,,1.80,1.62,1.62,1.68,0,0,0,0,5.22,5.32,5.15,5.15,VMS 2,,Tanque,,2.28,1.98,2.10,2.46,8.00,6.27,4.76,9.46
31/03/2025 02:37 a. m.,Ordeño,06:59,20.76,1,,,,,0,,1.62,1.44,1.44,1.74,0,0,0,0,4.90,4.91,4.82,4.93,VMS 2,,Tanque,,1.98,1.92,1.98,2.88,5.80,4.59,3.57,6.80
31/03/2025 11:20 a. m.,Ordeño,07:37,22.78,2,,,,,0,,1.92,1.56,1.32,1.68,0,0,0,0,5.37,5.31,4.92,5.25,VMS 2,,Tanque,,2.28,1.98,1.62,2.64,6.40,5.01,4.03,7.34
31/03/2025 06:06 p. m.,Ordeño,07:09,17.74,3,,,,,0,,1.68,1.50,1.44,1.74,0,0,0,0,5.31,5.24,5.20,5.22,VMS 2,,Tanque,,2.16,1.92,1.80,2.70,4.93,3.64,3.13,6.04
01/04/2025 05:13 a. m.,Ordeño,10:37,27.84,1,,,,,0,,1.62,1.44,1.44,1.44,0,0,0,0,5.58,5.60,5.21,5.31,VMS 2,,Tanque,,2.04,1.80,1.86,2.28,7.50,5.92,5.17,9.25
01/04/2025 04:00 p. m.,Ordeño,07:42,25.75,2,,,,,1,DD,1.80,1.68,1.68,1.56,0,0,0,0,5.20,6.41,5.24,5.05,VMS 2,,Tanque,,2.22,2.16,2.04,2.34,7.51,5.42,4.43,8.39
02/04/2025 06:24 a. m.,Ordeño,10:40,30.29,1,,,,,1,DD,1.80,1.56,1.44,1.62,0,0,0,0,5.34,6.28,5.10,5.06,VMS 2,,Tanque,,2.34,1.98,1.86,2.58,7.91,5.73,5.90,10.75
02/04/2025 05:08 p. m.,Ordeño,08:28,25.99,2,,,,,1,DD,1.80,1.68,1.44,1.80,0,0,0,0,5.33,6.43,5.19,5.23,VMS 2,,Tanque,,2.28,2.10,1.86,2.70,7.32,4.65,5.03,8.99
03/04/2025 05:50 a. m.,Ordeño,08:44,31.21,1,,,,,1,DD,1.86,1.68,1.50,1.92,0,0,0,0,5.20,6.22,5.15,5.14,VMS 2,,Tanque,,2.46,2.10,1.86,3.18,8.34,5.76,5.64,11.47
03/04/2025 06:00 p. m.,Ordeño,07:58,25.68,2,,,,,1,DD,1.74,1.68,1.20,1.98,0,0,0,0,5.29,6.02,4.81,5.18,VMS 2,,Tanque,,2.22,2.10,1.62,3.24,6.60,4.88,4.76,9.44
04/04/2025 05:33 a. m.,Ordeño,14:24,15.92,1,,,TI,TI,1,,1.86,1.68,0.00,1.44,0,0,0,0,5.36,5.70,0.00,5.09,VMS 2,,Tanque,,2.52,2.22,0.00,2.52,6.10,4.65,0.00,5.17
04/04/2025 04:08 p. m.,Ordeño,06:31,27.66,2,,,,,1,,1.98,1.62,1.68,2.22,0,0,0,0,5.25,5.18,5.68,4.86,VMS 2,,Tanque,,2.70,2.16,2.10,3.42,6.63,4.95,6.43,9.65
05/04/2025 01:40 a. m.,Ordeño,05:52,19.62,1,,,,,0,,1.86,1.62,1.44,2.04,0,0,0,0,5.02,4.99,4.95,4.73,VMS 2,,Tanque,,2.34,2.04,1.92,2.88,5.62,4.06,2.95,6.99
05/04/2025 10:09 a. m.,Ordeño,05:27,17.30,2,,,,,0,,1.86,1.56,1.50,1.92,0,0,0,0,5.10,5.01,5.07,4.99,VMS 2,,Tanque,,2.64,2.04,1.80,3.00,5.07,3.57,2.79,5.87
05/04/2025 08:53 p. m.,Ordeño,06:39,20.32,3,,,,,0,,1.80,1.68,1.62,1.56,0,0,312,0,5.18,5.29,5.40,5.16,VMS 2,,Tanque,,2.40,2.22,2.04,2.16,6.01,4.43,3.92,5.96
06/04/2025 03:07 p. m.,Ordeño,08:12,30.64,1,,,,,0,,2.04,1.92,1.74,2.10,0,0,0,0,5.30,5.32,5.49,5.46,VMS 2,,Tanque,,2.70,2.40,2.16,2.82,7.49,5.48,5.87,11.80
07/04/2025 12:55 a. m.,Ordeño,07:09,21.01,1,,,,,0,,1.86,1.68,1.56,1.92,0,0,0,0,5.27,5.23,5.21,5.05,VMS 2,,Tanque,,2.28,2.22,1.98,2.58,5.90,4.33,3.61,7.17
07/04/2025 12:29 p. m.,Ordeño,06:16,20.24,2,,,,,0,,1.86,1.80,1.56,1.56,0,0,0,0,5.23,5.31,5.01,5.02,VMS 2,,Tanque,,2.46,2.28,1.98,2.34,5.94,4.57,3.85,5.88
07/04/2025 10:55 p. m.,Ordeño,07:23,20.82,3,,,,,0,,1.80,1.56,1.62,1.98,0,0,0,0,5.26,4.92,5.20,4.99,VMS 2,,Tanque,,2.40,2.04,1.98,2.76,5.86,4.48,3.79,6.69
08/04/2025 09:10 a. m.,Ordeño,09:05,23.09,1,,,,,0,"DI,TD",1.98,1.62,1.08,1.92,0,0,0,0,5.43,4.79,4.46,5.35,VMS 2,,Tanque,,2.58,2.10,1.50,3.12,6.26,5.25,4.06,7.52
08/04/2025 06:49 p. m.,Ordeño,07:54,21.88,2,,,,,0,,2.04,1.56,1.44,2.04,0,0,0,0,5.47,5.34,5.26,5.16,VMS 2,,Tanque,,2.52,1.98,1.98,2.88,6.01,4.74,3.84,7.29
09/04/2025 04:37 a. m.,Ordeño,08:12,21.72,1,,,,,0,,1.62,1.62,1.56,1.86,0,0,0,0,5.47,5.27,5.35,5.29,VMS 2,,Tanque,,2.16,2.22,1.92,2.64,6.03,4.66,4.11,6.92
09/04/2025 12:54 p. m.,Ordeño,06:30,18.17,2,,,,,0,,1.86,1.62,1.56,1.68,0,0,0,0,5.60,5.40,5.35,5.28,VMS 2,,Tanque,,2.40,2.10,1.98,2.58,5.11,3.89,3.38,5.79
09/04/2025 01:55 p. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
09/04/2025 07:45 p. m.,Ordeño,08:21,14.88,3,,,,,0,,1.86,1.50,1.32,1.68,0,0,0,0,5.39,5.22,5.36,5.35,VMS 2,,Tanque,,2.28,1.92,1.74,2.28,4.12,3.35,2.71,4.70
10/04/2025 05:02 a. m.,Ordeño,09:35,16.72,1,,,TI,,0,,1.74,1.50,1.62,1.68,0,0,0,0,5.35,5.36,5.18,5.35,VMS 2,,Tanque,,2.28,1.92,2.70,2.40,4.08,4.43,1.36,6.85
10/04/2025 04:03 p. m.,Ordeño,07:38,26.19,2,,,,,0,,1.86,1.50,1.62,1.74,0,0,0,0,5.57,5.49,5.74,5.38,VMS 2,,Tanque,,2.46,1.98,2.04,2.58,6.55,5.35,6.51,7.78
11/04/2025 01:38 a. m.,Ordeño,07:28,21.09,1,,,,,0,,1.62,1.44,1.38,1.68,0,0,0,0,5.38,5.18,5.20,5.21,VMS 2,,Tanque,,2.04,1.86,1.74,2.40,5.94,4.63,3.29,7.23
11/04/2025 09:09 a. m.,Ordeño,06:56,17.70,2,,,,,0,,1.62,1.38,1.38,1.68,0,0,0,0,5.59,5.45,5.59,5.48,VMS 2,,Tanque,,2.04,1.74,1.74,2.22,4.91,4.00,3.07,5.72
11/04/2025 06:09 p. m.,Ordeño,07:41,20.68,3,,,,,0,,1.62,1.38,1.38,1.62,0,0,0,0,5.55,5.36,5.51,5.42,VMS 2,,Tanque,,1.98,1.68,1.68,2.34,5.63,4.40,3.69,6.96
12/04/2025 01:16 a. m.,Echada sin ordeñar,16:40,,,,,,,,,,,,,,,,,,,,,VMS 2,,,,,,,,,,,
12/04/2025 07:32 a. m.,Ordeño,07:47,26.87,1,,,,,0,,1.62,1.50,1.44,1.68,0,0,0,0,5.83,5.46,5.64,5.38,VMS 2,,Tanque,,2.16,2.10,1.86,2.22,8.14,5.39,5.32,8.02
12/04/2025 05:42 p. m.,Ordeño,07:50,22.22,2,,,,,0,,1.68,1.50,1.50,1.44,0,0,0,0,5.44,5.28,5.42,5.23,VMS 2,,Tanque,,2.40,1.98,1.98,2.10,6.35,4.93,4.20,6.74
