Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
23/05/2025 12:23 a. m.,Ordeño,03:33,6.81,1,,"DI,DD,TD",,,0,,1.80,1.38,1.38,1.44,0,0,0,0,4.86,4.80,4.71,4.52,VMS 3,,Tanque,,2.22,1.68,1.80,1.92,1.75,1.60,1.74,1.72
23/05/2025 11:43 a. m.,Ordeño,05:32,13.02,2,,,,,0,,1.80,1.56,1.44,1.68,0,0,0,0,4.94,4.87,4.73,4.63,VMS 3,,Tanque,,2.46,2.16,1.86,2.22,3.75,3.89,2.85,2.53
24/05/2025 12:51 a. m.,Ordeño,05:22,15.84,1,,,,,0,,1.80,1.68,1.50,1.62,0,0,0,0,4.79,4.74,4.70,4.53,VMS 3,,Tanque,,2.58,2.16,1.98,2.16,4.56,4.08,3.70,3.50
24/05/2025 10:58 a. m.,Ordeño,04:29,11.50,2,,,,,0,,1.80,1.44,1.38,1.62,0,0,0,0,4.79,4.74,4.64,4.60,VMS 3,,Tanque,,2.46,2.04,1.80,2.16,3.27,2.98,2.66,2.59
25/05/2025 03:46 a. m.,Ordeño,06:35,17.77,1,,,,,0,,1.80,1.38,1.56,1.62,0,0,0,0,4.69,4.61,4.63,4.35,VMS 3,,Tanque,,2.40,1.92,2.04,2.04,4.90,4.96,3.95,3.96
25/05/2025 10:58 a. m.,Ordeño,04:14,9.38,2,,,,,0,,1.62,1.50,1.50,1.62,0,0,0,0,4.36,4.33,4.44,4.02,VMS 3,,Tanque,,2.28,2.10,1.98,2.34,2.56,2.49,1.97,2.36
26/05/2025 04:28 a. m.,Ordeño,06:02,18.18,1,,,,,0,,1.62,1.56,1.56,1.62,0,0,0,0,4.52,4.59,4.63,4.62,VMS 3,,Tanque,,2.28,2.10,1.98,2.34,5.02,4.93,4.11,4.12
26/05/2025 05:54 p. m.,Ordeño,06:03,16.50,2,,TD,,,0,,1.74,1.38,1.50,1.68,0,0,0,0,4.48,4.57,4.47,4.10,VMS 3,,Tanque,,2.28,1.80,1.98,2.04,4.61,4.47,3.89,3.53
27/05/2025 04:02 a. m.,Ordeño,04:44,12.74,1,,,,,0,,1.62,1.44,1.44,1.44,0,0,0,0,4.38,4.32,4.38,4.00,VMS 3,,Tanque,,2.16,1.98,1.80,1.98,3.30,3.42,2.93,3.09
27/05/2025 02:36 p. m.,Ordeño,04:55,13.82,2,,,,,0,,1.74,1.56,1.50,1.50,0,0,0,0,4.45,4.48,4.47,4.16,VMS 3,,Tanque,,2.22,2.10,1.92,2.16,3.71,3.68,3.20,3.23
28/05/2025 01:24 a. m.,Ordeño,04:57,14.12,1,,,,,0,,1.74,1.50,1.44,1.44,0,0,0,0,4.48,4.48,4.40,4.46,VMS 3,,Tanque,,2.16,2.10,1.80,1.92,3.93,3.73,3.45,3.01
28/05/2025 12:54 p. m.,Ordeño,05:45,16.62,2,,DI,,,0,,1.68,1.56,1.56,2.52,0,0,0,0,4.47,4.48,4.47,3.94,VMS 3,,Tanque,,2.10,1.98,1.98,0.04,4.27,4.07,3.47,4.81
28/05/2025 06:38 p. m.,Ordeño,03:56,8.15,3,,,,,0,,1.62,1.56,1.44,1.44,0,0,0,0,4.37,4.35,4.32,4.51,VMS 3,,Tanque,,2.04,2.16,1.86,1.92,2.28,2.18,1.81,1.88
29/05/2025 04:18 a. m.,Ordeño,04:55,13.00,1,,,,,0,,1.68,1.50,1.50,1.56,0,0,0,0,4.63,4.57,4.47,4.47,VMS 3,,Tanque,,2.16,1.98,1.98,2.10,3.34,3.63,2.91,3.12
29/05/2025 09:15 p. m.,Ordeño,07:22,19.84,2,,,,,0,,1.38,1.74,1.62,1.62,0,0,0,0,4.63,4.63,4.59,4.24,VMS 3,,Tanque,,1.86,2.22,2.22,2.34,5.33,5.41,4.49,4.61
30/05/2025 07:40 a. m.,Ordeño,04:39,13.05,1,,,,,0,,1.62,1.44,1.44,1.44,0,0,0,0,4.45,4.39,4.40,3.97,VMS 3,,Tanque,,2.22,1.86,1.80,1.98,3.44,3.41,3.10,3.10
30/05/2025 08:18 p. m.,Ordeño,05:50,17.52,2,,,,,0,,1.56,1.44,1.38,1.50,0,0,0,0,4.63,4.54,4.46,3.99,VMS 3,,Tanque,,1.98,2.04,1.74,2.16,4.60,4.54,4.20,4.18
31/05/2025 10:36 a. m.,Ordeño,06:10,18.81,1,,,,,0,,1.80,1.56,1.56,1.68,0,0,0,0,4.61,4.53,4.50,4.25,VMS 3,,Tanque,,2.28,1.86,2.04,2.40,4.98,5.37,4.21,4.25
31/05/2025 04:48 p. m.,Ordeño,03:58,9.39,2,,,,,0,,1.86,1.50,1.26,1.50,0,0,0,0,4.52,4.34,4.49,4.21,VMS 3,,Tanque,,2.46,2.10,1.74,1.98,2.62,2.48,2.09,2.20
01/06/2025 01:57 a. m.,Ordeño,04:52,13.32,1,,,,,0,,1.68,1.44,1.44,1.56,0,0,0,0,4.52,4.52,4.56,4.02,VMS 3,,Tanque,,2.16,1.86,1.92,1.98,3.49,3.47,3.16,3.20
01/06/2025 08:30 a. m.,Ordeño,04:32,10.25,2,,,,,0,,1.74,1.38,1.38,1.44,0,0,0,0,4.53,4.45,4.46,4.11,VMS 3,,Tanque,,2.22,1.80,1.74,1.86,2.76,2.65,2.42,2.42
01/06/2025 06:20 p. m.,Ordeño,05:01,14.40,3,,,,,0,,1.92,1.50,1.50,1.56,0,0,0,0,4.59,4.61,4.68,4.35,VMS 3,,Tanque,,2.58,1.98,2.04,2.28,3.86,3.82,3.36,3.36
02/06/2025 01:22 a. m.,Ordeño,04:25,10.77,1,,,,,0,,1.68,1.44,1.44,1.50,0,0,0,0,4.62,4.55,4.60,4.06,VMS 3,,Tanque,,2.16,1.98,1.86,1.92,2.85,2.86,2.39,2.67
02/06/2025 03:54 p. m.,Ordeño,06:15,19.64,2,,,,,0,,1.80,1.62,1.62,1.74,0,0,0,0,4.53,4.52,4.43,4.47,VMS 3,,Tanque,,2.40,2.22,2.10,2.46,5.11,5.33,4.53,4.67
03/06/2025 08:20 a. m.,Ordeño,05:20,21.55,1,,,,,0,,1.80,1.44,1.50,1.56,0,0,0,0,4.69,4.54,4.48,4.32,VMS 3,,Tanque,,2.40,1.98,1.98,2.10,5.65,5.57,5.04,5.29
03/06/2025 06:31 p. m.,Ordeño,04:26,12.59,2,,,,,0,,1.80,1.56,1.38,1.56,0,0,0,0,4.64,4.49,4.51,4.65,VMS 3,,Tanque,,2.28,2.04,1.80,1.98,3.20,3.35,2.99,3.05
04/06/2025 04:20 a. m.,Ordeño,05:03,15.01,1,,,,,0,,1.86,1.44,1.38,1.50,0,0,0,0,4.27,4.33,4.46,4.09,VMS 3,,Tanque,,2.70,1.92,1.86,1.92,3.91,3.81,3.60,3.69
04/06/2025 05:47 p. m.,Ordeño,06:10,20.10,2,,,,,0,,1.80,1.56,1.56,1.56,0,0,0,0,4.62,4.54,4.63,4.03,VMS 3,,Tanque,,2.46,2.28,2.10,2.16,5.13,5.43,4.83,4.71
05/06/2025 04:05 a. m.,Ordeño,05:20,15.32,1,,,,,0,,1.62,1.32,1.44,1.50,0,0,0,0,4.32,4.35,4.45,3.89,VMS 3,,Tanque,,2.10,1.68,1.80,2.16,3.98,3.81,3.81,3.72
05/06/2025 12:53 p. m.,Ordeño,04:39,13.48,2,,,,,0,,1.92,1.38,1.44,1.44,0,0,0,0,4.23,4.33,4.40,3.73,VMS 3,,Tanque,,4.62,1.86,1.92,1.92,3.99,3.22,3.10,3.17
05/06/2025 08:12 p. m.,Ordeño,04:35,11.22,3,,,,,0,,1.68,1.38,1.44,1.44,0,0,0,0,4.32,4.34,4.47,4.28,VMS 3,,Tanque,,2.22,1.86,1.80,2.04,3.04,2.73,2.76,2.69
06/06/2025 10:21 a. m.,Ordeño,06:14,21.10,1,,,,,0,,1.92,1.44,1.50,1.62,0,0,0,0,4.48,4.54,4.50,4.23,VMS 3,,Tanque,,2.76,1.92,1.92,2.16,5.40,5.56,5.05,5.09
07/06/2025 12:20 a. m.,Ordeño,05:40,19.25,1,,,,,0,,1.86,1.50,1.44,1.62,0,0,0,0,4.47,4.45,4.56,4.54,VMS 3,,Tanque,,2.40,1.98,1.92,2.04,5.01,5.01,4.63,4.60
07/06/2025 10:01 a. m.,Ordeño,04:53,13.50,2,,,,,0,,1.74,1.44,1.38,1.50,0,0,0,0,4.50,4.52,4.55,4.04,VMS 3,,Tanque,,2.16,1.86,1.74,2.10,3.32,3.51,3.29,3.38
08/06/2025 10:59 a. m.,Ordeño,06:59,20.83,1,,,,,0,,1.74,1.44,1.50,1.68,0,0,0,0,4.88,5.00,4.73,4.75,VMS 3,,Tanque,,2.28,1.86,2.10,2.22,4.90,5.89,5.10,4.94
09/06/2025 03:09 a. m.,Ordeño,05:50,17.79,1,,,,,0,,1.68,1.50,1.44,1.62,0,0,0,0,4.70,4.53,4.53,4.27,VMS 3,,Tanque,,2.10,1.92,1.80,2.28,4.66,4.15,4.77,4.21
09/06/2025 07:41 p. m.,Ordeño,05:50,20.12,2,,,,,0,,1.86,1.56,1.56,1.68,0,0,0,0,4.69,4.59,4.57,4.17,VMS 3,,Tanque,,2.46,2.10,2.04,2.22,5.26,5.11,5.28,4.47
10/06/2025 06:37 a. m.,Ordeño,05:05,14.76,1,,,,,0,,1.74,1.44,1.38,1.50,0,0,0,0,4.47,4.53,4.50,4.25,VMS 3,,Tanque,,2.22,1.86,1.80,2.04,3.77,3.78,3.76,3.45
11/06/2025 07:57 a. m.,Ordeño,06:30,19.91,1,,,,,0,,1.68,1.50,1.50,1.50,358,0,0,0,5.05,4.83,4.90,4.85,VMS 3,,Tanque,,2.16,2.10,1.98,2.04,4.93,4.98,5.17,4.83
12/06/2025 01:26 a. m.,Ordeño,05:36,19.16,1,,,,,0,,1.86,1.50,1.56,1.62,0,0,0,0,4.60,4.59,4.47,4.29,VMS 3,,Tanque,,2.52,2.10,1.98,2.10,4.72,4.84,5.09,4.51
12/06/2025 11:09 a. m.,Ordeño,04:41,13.73,2,,,,,0,,1.68,1.38,1.50,1.56,0,0,0,0,4.72,4.67,4.70,4.27,VMS 3,,Tanque,,2.10,1.80,1.98,2.04,3.54,3.37,3.44,3.38
12/06/2025 10:58 p. m.,Ordeño,05:19,16.91,3,,,,,0,,1.80,1.44,1.50,1.62,0,0,0,0,4.87,4.78,4.85,4.46,VMS 3,,Tanque,,2.34,2.04,1.92,2.04,4.45,4.24,4.22,4.00
13/06/2025 11:39 a. m.,Ordeño,05:02,16.73,1,,,,,0,,1.80,1.56,1.62,1.74,0,0,0,0,4.83,4.76,4.78,4.53,VMS 3,,Tanque,,2.40,2.16,2.10,2.28,4.18,4.28,4.31,3.96
13/06/2025 04:55 p. m.,Ordeño,03:47,7.00,2,,,,,0,,1.62,1.20,1.38,1.32,0,0,0,0,4.48,4.41,4.57,4.29,VMS 3,,Tanque,,2.16,1.68,1.98,1.74,1.84,1.64,1.85,1.67
14/06/2025 07:48 a. m.,Ordeño,05:47,19.25,1,,,,,0,,1.74,1.44,1.50,1.62,0,0,0,0,4.92,4.75,4.81,4.42,VMS 3,,Tanque,,2.58,1.86,1.80,2.28,4.84,4.99,4.72,4.70
15/06/2025 12:39 a. m.,Ordeño,05:23,18.47,1,,,,,0,,1.74,1.74,1.56,1.74,0,0,0,0,4.79,4.70,4.78,4.63,VMS 3,,Tanque,,2.22,2.46,1.98,2.22,4.84,4.85,4.71,4.07
15/06/2025 11:25 a. m.,Ordeño,04:24,11.66,2,,,,,0,,1.68,1.38,1.38,1.44,0,0,0,0,4.56,4.63,4.51,4.53,VMS 3,,Tanque,,2.22,1.86,1.68,1.86,3.06,2.87,2.88,2.85
16/06/2025 12:48 a. m.,Ordeño,05:24,16.48,1,,,,,0,,1.74,1.44,1.44,1.56,0,0,0,0,4.57,4.66,4.59,4.06,VMS 3,,Tanque,,2.28,1.98,1.86,2.04,4.20,4.44,3.89,3.95
16/06/2025 05:43 p. m.,Ordeño,06:29,21.83,2,,,,,0,,1.80,1.50,1.56,1.62,0,0,0,0,4.64,4.67,4.64,4.20,VMS 3,,Tanque,,2.28,1.92,2.16,2.10,5.41,5.77,5.25,5.40
17/06/2025 02:02 p. m.,Ordeño,06:09,20.84,1,,,,,0,,1.86,1.62,1.74,1.80,0,0,0,0,4.86,4.81,4.61,4.62,VMS 3,,Tanque,,2.64,2.46,2.16,2.40,5.09,5.54,5.02,5.19
18/06/2025 07:39 a. m.,Ordeño,05:27,17.79,1,,,,,1,,1.80,1.44,1.68,1.62,0,0,0,0,4.98,5.13,4.83,4.96,VMS 3,,Tanque,,2.28,1.80,2.22,2.04,4.42,4.56,4.45,4.36
18/06/2025 04:30 p. m.,Ordeño,04:11,9.81,2,,,,,0,,1.68,1.32,1.50,1.56,0,0,0,0,4.70,4.59,4.51,4.77,VMS 3,,Tanque,,2.16,1.80,1.86,2.10,2.43,2.50,2.48,2.40
19/06/2025 10:53 a. m.,Ordeño,05:44,20.21,1,,,,,0,,1.80,1.56,1.56,1.68,0,0,0,0,4.94,4.85,4.84,4.73,VMS 3,,Tanque,,2.28,2.04,1.98,2.28,5.02,5.36,5.00,4.83
20/06/2025 02:03 a. m.,Ordeño,04:54,14.00,1,,,,,0,,1.68,1.38,1.44,1.56,0,0,0,0,4.71,4.62,4.65,4.72,VMS 3,,Tanque,,2.34,1.68,1.80,1.92,3.73,3.38,3.72,3.17
20/06/2025 06:34 p. m.,Ordeño,05:27,17.08,2,,,,,0,,1.80,1.50,1.62,1.68,0,0,0,0,4.72,4.78,4.29,4.57,VMS 3,,Tanque,,2.40,1.86,1.98,2.04,4.34,4.50,4.20,4.04
21/06/2025 02:11 p. m.,Ordeño,06:03,19.44,1,,,,,1,,1.62,1.50,1.62,1.62,0,0,0,0,4.85,4.82,4.29,4.80,VMS 3,,Tanque,,1.98,1.86,2.16,2.04,4.96,4.83,5.05,4.60
22/06/2025 06:16 a. m.,Ordeño,05:14,16.56,1,,,,,0,,1.74,1.44,1.62,1.56,0,0,0,0,4.55,4.61,4.09,4.51,VMS 3,,Tanque,,2.28,1.92,2.04,1.92,4.46,3.92,4.60,3.58
23/06/2025 08:10 a. m.,Ordeño,05:41,17.70,1,,,,,0,,1.80,1.62,1.68,1.62,0,0,0,0,4.79,4.84,4.22,4.63,VMS 3,,Tanque,,2.40,2.04,2.28,1.98,4.69,4.94,4.22,3.85
24/06/2025 12:45 a. m.,Ordeño,05:30,17.99,1,,,,,0,,2.10,1.50,1.68,1.80,0,0,0,0,4.77,4.78,4.68,4.87,VMS 3,,Tanque,,2.82,1.92,2.16,2.34,4.38,4.77,4.45,4.39
24/06/2025 09:39 a. m.,Ordeño,04:58,9.90,2,,,,,0,,1.80,1.38,1.50,1.62,0,0,0,0,4.74,4.76,4.53,4.73,VMS 3,,Tanque,,2.46,1.80,1.92,2.04,2.72,2.46,2.41,2.31
24/06/2025 08:01 p. m.,Ordeño,04:31,12.65,3,,,,,0,,1.74,1.50,1.56,1.62,0,0,0,0,4.71,4.71,4.69,4.72,VMS 3,,Tanque,,2.22,2.04,1.98,2.10,3.19,3.06,3.39,3.01
25/06/2025 06:36 a. m.,Ordeño,04:53,14.35,1,,,,,0,,1.86,1.44,1.56,1.62,0,0,0,0,5.05,5.12,4.88,5.12,VMS 3,,Tanque,,2.28,1.80,1.92,2.10,3.59,3.65,3.73,3.38
25/06/2025 05:02 p. m.,Ordeño,04:33,13.57,2,,,,,0,,1.92,1.62,1.50,1.74,0,0,0,0,4.91,4.84,4.81,4.87,VMS 3,,Tanque,,2.52,2.04,1.92,2.34,3.45,3.50,3.42,3.20
26/06/2025 02:02 a. m.,Ordeño,04:17,11.54,1,,,,,0,,1.92,1.56,1.50,1.68,0,0,0,0,4.89,4.78,4.78,4.71,VMS 3,,Tanque,,2.58,2.16,1.92,2.22,3.00,2.93,2.95,2.66
26/06/2025 04:59 p. m.,Ordeño,05:11,18.87,2,,,,,0,,2.10,1.80,1.68,1.86,0,0,0,0,5.19,5.06,5.02,4.96,VMS 3,,Tanque,,2.88,2.28,2.16,2.40,4.84,4.89,4.77,4.37
27/06/2025 09:30 a. m.,Ordeño,05:31,19.77,1,,,,,0,,1.92,1.74,1.62,1.74,0,0,0,0,6.08,5.59,5.61,5.77,VMS 3,,Tanque,,2.46,2.22,2.10,2.28,4.91,5.50,4.95,4.41
28/06/2025 09:17 p. m.,Ordeño,05:34,16.34,1,,,,,1,"DI,TI,TD",1.74,1.38,1.62,1.68,0,0,0,0,7.71,6.84,7.34,7.64,VMS 3,,Tanque,,2.16,1.80,1.98,1.98,4.18,4.12,4.58,3.46
29/06/2025 10:39 a. m.,Ordeño,06:09,4.32,1,,,Todos,,0,,1.26,1.08,1.26,1.14,0,0,0,0,5.20,4.99,5.10,5.07,VMS 3,,Tanque,,1.86,1.50,1.74,1.68,1.16,0.85,1.31,1.00
30/06/2025 12:10 a. m.,Ordeño,04:37,6.83,1,,,"DI,DD,TI",,0,,1.44,1.26,1.50,1.56,0,0,0,0,4.66,4.67,4.64,4.65,VMS 3,,Tanque,,1.98,1.68,2.10,2.16,1.66,1.55,1.77,1.85
30/06/2025 07:20 a. m.,Ordeño,04:34,5.39,2,,,"DI,DD",,0,,1.44,1.26,1.38,1.44,0,0,0,0,4.70,4.80,4.84,4.89,VMS 3,,Tanque,,1.86,1.62,1.86,1.92,1.23,1.27,1.59,1.30
30/06/2025 09:42 p. m.,Ordeño,05:02,13.01,3,,,,,0,,1.62,1.44,1.38,1.68,0,0,0,0,5.00,5.00,4.87,5.02,VMS 3,,Tanque,,2.04,1.92,1.80,2.16,3.33,3.19,3.48,3.01
01/07/2025 09:12 a. m.,Ordeño,04:24,10.53,1,,,,,0,,1.80,1.68,1.56,1.68,0,0,0,0,5.29,5.18,5.08,5.15,VMS 3,,Tanque,,2.22,2.16,1.86,2.16,2.52,2.72,2.82,2.47
01/07/2025 07:10 p. m.,Ordeño,04:16,9.99,2,,,,,0,,1.74,1.38,1.38,1.56,0,0,0,0,5.18,5.12,5.18,5.16,VMS 3,,Tanque,,2.16,1.86,1.74,1.98,2.50,2.49,2.64,2.36
02/07/2025 08:19 a. m.,Ordeño,05:07,13.85,1,,,,,0,,1.74,1.26,1.50,1.50,0,0,0,0,4.99,4.92,4.97,4.95,VMS 3,,Tanque,,2.22,1.56,1.80,1.86,3.38,3.52,3.70,3.25
02/07/2025 05:05 p. m.,Ordeño,04:19,9.33,2,,,,,0,,1.56,1.20,1.44,1.50,0,0,0,0,4.85,4.78,4.91,4.76,VMS 3,,Tanque,,1.92,1.50,1.80,1.92,2.36,2.32,2.43,2.22
03/07/2025 01:04 a. m.,Ordeño,04:06,8.68,1,,,,,0,,1.44,1.26,1.38,1.38,0,0,0,0,4.74,4.71,4.85,4.66,VMS 3,,Tanque,,1.92,1.62,1.74,1.80,2.30,2.19,2.20,1.99
03/07/2025 10:25 a. m.,Ordeño,05:31,10.12,2,,,,,0,,1.44,1.20,1.56,1.50,0,0,0,0,5.11,4.92,5.05,5.09,VMS 3,,Tanque,,1.98,1.56,2.04,1.80,2.30,2.72,2.72,2.38
04/07/2025 02:32 a. m.,Ordeño,05:25,17.10,1,,,,,0,,1.68,1.32,1.56,1.56,0,0,0,0,4.91,4.78,4.92,4.89,VMS 3,,Tanque,,2.04,1.68,2.04,2.22,4.54,3.94,4.70,3.92
04/07/2025 02:36 p. m.,Ordeño,08:36,13.29,2,,TD,,,0,,1.50,1.32,1.02,1.68,0,0,0,0,4.36,4.59,4.39,4.61,VMS 3,,Tanque,,1.98,1.74,2.10,2.10,3.55,3.10,4.41,2.23
05/07/2025 12:47 a. m.,Ordeño,04:55,11.78,1,,,,,0,,1.80,1.20,1.44,1.50,0,0,0,0,4.65,4.63,4.62,4.65,VMS 3,,Tanque,,2.22,1.50,1.80,1.98,3.06,2.86,2.97,2.89
05/07/2025 01:43 p. m.,Ordeño,05:23,16.23,2,,,,,0,,1.86,1.32,1.56,1.68,0,0,0,0,4.74,4.90,4.94,4.92,VMS 3,,Tanque,,2.34,1.74,2.04,2.22,4.26,4.10,4.11,3.76
05/07/2025 08:14 p. m.,Ordeño,04:07,7.99,3,,,,,0,,1.68,1.14,1.44,1.50,0,0,0,0,4.46,4.48,4.54,4.48,VMS 3,,Tanque,,2.16,1.56,1.86,1.92,2.16,1.96,1.94,1.93
06/07/2025 03:45 a. m.,Ordeño,09:57,6.72,1,,,DD,DD,0,,1.80,0.24,1.50,1.08,0,0,0,0,4.68,0.00,4.60,4.66,VMS 3,,Tanque,,2.34,0.36,1.92,1.56,2.55,0.06,2.14,1.97
06/07/2025 06:15 p. m.,Ordeño,05:20,18.15,2,,,,,0,,2.10,1.44,1.68,1.62,0,0,0,0,4.91,4.76,4.82,4.81,VMS 3,,Tanque,,2.70,1.92,2.28,2.16,5.10,4.19,4.59,4.27
07/07/2025 02:40 a. m.,Ordeño,04:28,9.55,1,,,,,0,,1.74,1.14,1.26,1.50,0,0,0,0,4.34,4.26,4.41,4.34,VMS 3,,Tanque,,2.16,1.50,1.68,2.10,2.69,2.51,1.85,2.50
07/07/2025 11:13 a. m.,Ordeño,04:43,11.14,2,,,,,0,,1.74,1.20,1.38,1.56,0,0,0,0,4.74,4.66,4.79,4.78,VMS 3,,Tanque,,2.22,1.56,1.80,1.98,3.07,2.76,2.54,2.77
07/07/2025 08:00 p. m.,Ordeño,04:31,12.45,3,,,,,0,,1.74,1.44,1.50,1.56,0,0,0,0,5.15,5.00,5.19,5.02,VMS 3,,Tanque,,2.28,1.92,1.92,2.04,3.61,2.95,2.94,2.95
08/07/2025 07:02 a. m.,Ordeño,05:48,15.07,1,,,,,0,,1.74,1.50,1.56,1.62,0,0,0,0,4.90,4.73,5.01,4.66,VMS 3,,Tanque,,2.22,1.92,1.92,2.16,4.39,3.44,3.85,3.39
08/07/2025 06:25 p. m.,Ordeño,13:00,11.07,2,,,TD,TD,0,,1.68,1.44,1.62,0.12,0,0,0,0,4.42,4.76,4.74,0.00,VMS 3,,Tanque,,2.22,1.80,2.16,0.42,4.16,3.29,3.51,0.11
09/07/2025 04:05 a. m.,Ordeño,05:01,14.56,1,,,,,0,,2.10,1.32,1.56,1.62,0,0,0,0,4.77,4.73,4.64,4.75,VMS 3,,Tanque,,2.70,1.74,2.22,2.04,3.82,3.44,4.10,3.20
09/07/2025 04:30 p. m.,Ordeño,13:05,13.23,2,,,TD,TD,0,,2.16,1.44,1.68,0.18,0,0,0,0,4.64,4.80,4.52,0.00,VMS 3,,Tanque,,2.64,1.80,2.22,0.60,5.14,3.86,4.10,0.13
09/07/2025 11:17 p. m.,Ordeño,04:56,10.88,3,,,,,0,,1.86,1.26,1.62,1.56,0,0,0,0,4.30,4.32,4.44,4.29,VMS 3,,Tanque,,2.40,1.62,2.16,1.98,2.53,2.19,4.17,1.99
10/07/2025 02:41 p. m.,Ordeño,05:53,17.83,1,,,,,1,TI,2.40,1.50,1.68,1.74,0,0,0,0,5.33,5.26,6.52,5.41,VMS 3,,Tanque,,3.06,2.16,2.10,2.28,5.55,4.68,3.44,4.16
11/07/2025 03:21 a. m.,Ordeño,08:33,9.19,1,,,TI,,0,,1.80,1.20,0.30,1.56,0,0,0,0,4.59,4.57,1.47,4.44,VMS 3,,Tanque,,2.28,1.56,0.54,2.04,3.52,2.72,0.21,2.74
11/07/2025 05:00 p. m.,Ordeño,07:16,15.54,2,,TI,,,0,,1.92,1.26,1.98,1.50,0,0,0,0,4.79,4.81,5.23,4.87,VMS 3,,Tanque,,2.40,1.74,4.50,2.16,4.85,4.21,2.36,4.12
11/07/2025 11:39 p. m.,Ordeño,04:07,6.49,3,,,TI,TI,0,,1.44,1.14,0.00,1.38,0,0,0,0,4.48,4.57,0.00,4.48,VMS 3,,Tanque,,1.98,1.50,0.00,1.80,2.43,2.07,0.00,1.99
12/07/2025 03:16 p. m.,Ordeño,10:27,18.89,1,,,,,1,,1.98,1.62,2.28,1.56,0,0,0,0,4.82,4.83,5.46,4.86,VMS 3,,Tanque,,2.52,2.04,4.62,2.10,5.84,4.75,3.93,4.37
