Main,,,,Estado,,,,,Estado AMD,,Media de los flujos (kg/min),,,,Sangre (ppm),,,,Conductividad (mS / cm),,,,Misc,,,,Flujos máximos (kg/min),,,,Producciones (kg),,,
03/05/2025 12:02 a. m.,Ordeño,14:25,25.42,1,,TD,,,0,,0.84,1.02,0.96,1.26,0,0,0,0,4.66,5.02,5.14,4.61,VMS 3,,Tanque,,1.44,1.50,1.32,1.62,6.63,6.51,3.37,8.91
03/05/2025 11:02 a. m.,Ordeño,12:15,20.41,2,,TD,TI,TI,0,,0.84,0.96,0.00,1.32,0,0,0,0,4.69,4.98,0.00,4.70,VMS 3,,Tanque,,1.20,1.50,0.00,1.80,5.91,5.64,0.00,8.86
03/05/2025 08:29 p. m.,Ordeño,12:48,17.76,3,,,TI,TI,0,,0.78,1.02,0.00,1.26,0,0,0,0,4.70,4.97,0.00,4.68,VMS 3,,Tanque,,1.26,1.44,0.00,1.68,5.32,4.98,0.00,7.46
04/05/2025 01:12 a. m.,Ordeño,17:33,17.36,1,,,,,1,TI,0.78,0.84,1.02,1.26,0,0,0,0,4.37,4.83,5.56,4.54,VMS 3,,Tanque,,1.20,1.44,1.50,1.56,2.55,2.60,8.87,3.34
04/05/2025 12:49 p. m.,Ordeño,11:25,20.08,2,,,TI,TI,1,,0.90,0.96,0.00,1.32,0,0,0,0,4.70,4.87,0.00,4.64,VMS 3,,Tanque,,1.38,1.32,0.00,1.74,5.89,5.66,0.00,8.53
04/05/2025 07:18 p. m.,Ordeño,10:14,9.70,3,,,TI,TI,0,,0.78,0.90,0.00,1.02,0,0,0,0,4.55,4.72,0.00,4.61,VMS 3,,Tanque,,1.14,1.26,0.00,1.44,3.05,2.52,0.00,4.13
05/05/2025 12:54 a. m.,Ordeño,16:23,10.65,1,,,TI,TI,0,,0.72,0.84,0.00,1.08,0,0,0,0,4.55,4.92,0.00,4.52,VMS 3,,Tanque,,1.20,1.32,0.00,1.44,3.04,3.21,0.00,4.40
05/05/2025 05:26 a. m.,Ordeño,09:43,3.98,2,,,"TI,TD","TI,TD",0,,0.72,0.84,0.00,0.00,0,0,0,0,4.82,4.15,0.00,0.00,VMS 3,,Tanque,,1.14,1.20,0.00,0.00,2.33,1.65,0.00,0.00
05/05/2025 10:23 a. m.,Ordeño,18:42,18.16,3,,,TD,TD,0,,0.84,0.90,1.08,0.00,0,0,0,0,4.76,4.97,5.37,0.00,VMS 3,,Tanque,,1.26,1.26,1.74,0.00,3.13,3.72,11.31,0.00
05/05/2025 07:35 p. m.,Ordeño,13:26,17.89,4,,TD,TI,TI,0,,0.66,0.90,0.00,1.32,0,0,0,0,4.82,5.11,0.00,5.22,VMS 3,,Tanque,,0.96,1.44,0.00,1.86,4.86,4.93,0.00,8.10
06/05/2025 12:55 a. m.,Ordeño,10:30,13.46,1,,,,TI,0,,0.78,0.72,0.00,1.20,0,0,0,0,4.41,4.58,0.00,4.80,VMS 3,,Tanque,,1.20,1.20,0.00,1.68,3.08,2.73,0.00,7.65
06/05/2025 08:26 a. m.,Ordeño,11:38,14.19,2,,,TI,TI,0,,0.78,0.84,0.00,1.02,0,0,0,0,4.54,4.93,0.00,4.39,VMS 3,,Tanque,,1.20,1.44,0.00,1.50,4.17,4.33,0.00,5.69
06/05/2025 02:12 p. m.,Ordeño,10:51,10.40,3,,,TD,TD,0,,0.78,0.96,1.20,0.00,0,0,0,0,4.67,4.92,4.63,0.00,VMS 3,,Tanque,,1.14,1.44,1.62,0.00,3.15,3.00,4.25,0.00
06/05/2025 09:55 p. m.,Ordeño,10:35,13.21,4,,TD,TI,TI,0,,0.78,0.84,0.00,1.14,0,0,0,0,4.70,4.99,0.00,4.70,VMS 3,,Tanque,,1.20,1.32,0.00,1.56,4.43,4.70,0.00,4.08
07/05/2025 02:52 a. m.,Ordeño,13:02,23.31,1,,TD,,,1,TI,0.60,0.72,1.26,1.14,0,0,0,0,4.42,4.72,6.14,4.75,VMS 3,,Tanque,,1.08,1.14,1.80,1.56,2.73,2.81,12.21,5.56
07/05/2025 12:13 p. m.,Ordeño,13:21,17.68,2,,,TI,TI,0,,0.84,0.90,0.00,1.14,0,0,0,0,4.88,5.06,0.00,4.94,VMS 3,,Tanque,,1.32,1.56,0.00,1.80,5.44,5.32,0.00,6.92
07/05/2025 05:28 p. m.,Ordeño,09:06,15.06,3,,,,,0,TI,0.78,0.84,1.08,1.14,0,0,0,0,4.55,4.85,5.36,4.60,VMS 3,,Tanque,,1.20,1.32,1.68,1.62,2.96,3.11,4.25,4.74
07/05/2025 11:26 p. m.,Ordeño,11:08,13.72,4,,,,,0,,0.66,0.84,0.90,1.14,0,0,0,0,4.61,4.89,5.02,4.71,VMS 3,,Tanque,,1.14,1.38,1.32,1.56,4.00,3.46,1.35,4.91
08/05/2025 04:28 a. m.,Ordeño,08:40,9.70,1,,,TI,TI,0,,0.78,0.84,0.00,1.08,0,0,0,0,4.61,4.94,0.00,4.83,VMS 3,,Tanque,,1.26,1.38,0.00,1.50,2.88,2.47,0.00,4.35
08/05/2025 10:48 a. m.,Ordeño,10:43,14.27,2,,,,TI,0,,0.84,0.84,0.00,1.08,0,0,0,0,4.74,5.16,0.00,4.87,VMS 3,,Tanque,,1.26,1.32,0.00,1.50,4.01,4.52,0.00,5.74
08/05/2025 05:25 p. m.,Ordeño,13:34,13.17,3,,,TI,TI,0,,0.90,0.78,0.00,1.02,0,0,0,0,4.68,4.81,0.00,4.68,VMS 3,,Tanque,,1.32,1.26,0.00,1.56,3.59,3.97,0.00,5.61
08/05/2025 11:05 p. m.,Ordeño,10:22,10.80,4,,,TI,TI,0,,0.78,0.78,0.00,1.14,0,0,0,0,4.49,4.58,0.00,4.54,VMS 3,,Tanque,,1.32,1.14,0.00,1.50,3.71,2.13,0.00,4.96
09/05/2025 08:25 a. m.,Ordeño,13:26,19.47,1,,,,TI,0,,0.78,0.84,0.00,1.14,0,0,0,0,4.70,5.17,0.00,4.75,VMS 3,,Tanque,,1.20,1.26,0.00,1.50,5.50,6.28,0.00,7.69
09/05/2025 07:14 p. m.,Ordeño,14:49,35.58,2,,,,,0,TI,0.78,0.78,1.14,1.08,0,0,0,0,4.83,5.12,6.18,4.77,VMS 3,,Tanque,,1.26,1.14,1.56,1.74,6.81,6.44,12.75,9.58
10/05/2025 02:54 a. m.,Ordeño,09:54,20.06,1,,,,,0,,0.84,0.84,1.02,1.20,0,0,0,0,4.60,5.00,5.03,4.74,VMS 3,,Tanque,,1.32,1.26,1.56,1.62,5.32,5.14,2.53,7.07
10/05/2025 10:10 a. m.,Ordeño,10:18,17.85,2,,,,,0,,0.72,0.78,0.78,1.14,0,0,0,0,4.49,4.81,5.06,4.54,VMS 3,,Tanque,,1.56,1.14,1.26,1.50,4.72,4.45,1.92,6.76
10/05/2025 05:13 p. m.,Ordeño,11:51,15.76,3,,,,,0,,0.78,0.72,0.84,1.26,0,0,0,0,4.69,4.83,4.79,4.65,VMS 3,,Tanque,,1.20,1.14,1.20,1.62,4.12,3.72,1.87,6.05
11/05/2025 12:19 a. m.,Ordeño,11:11,16.12,1,,,TI,TI,0,,0.78,0.84,0.00,1.08,0,0,0,0,4.54,4.91,0.00,4.70,VMS 3,,Tanque,,1.20,1.38,0.00,1.50,4.83,4.73,0.00,6.56
11/05/2025 08:08 a. m.,Ordeño,10:57,15.64,2,,TD,TI,TI,0,,0.84,0.84,0.00,1.20,0,0,0,0,4.61,4.85,0.00,4.54,VMS 3,,Tanque,,1.26,1.50,0.00,1.80,5.04,5.15,0.00,5.45
11/05/2025 04:07 p. m.,Ordeño,12:00,25.09,3,,,,,0,TI,0.90,0.84,1.08,1.20,0,0,0,0,4.54,4.89,5.53,4.73,VMS 3,,Tanque,,1.38,1.20,1.50,1.56,4.72,4.57,8.04,7.76
11/05/2025 11:40 p. m.,Ordeño,11:26,16.36,4,,,TI,TI,0,,0.78,0.84,0.00,1.08,0,0,0,0,4.48,4.83,0.00,4.51,VMS 3,,Tanque,,1.14,1.38,0.00,1.50,4.58,4.86,0.00,6.92
12/05/2025 05:48 a. m.,Ordeño,09:56,17.53,1,,,,,0,,0.66,0.72,0.96,1.08,0,0,0,0,4.47,4.84,5.11,4.55,VMS 3,,Tanque,,1.08,1.14,1.38,1.38,3.92,3.51,4.85,5.25
12/05/2025 04:13 p. m.,Ordeño,11:38,25.64,2,,,,,0,,0.90,0.78,1.02,1.26,0,0,0,0,4.81,5.12,4.99,4.65,VMS 3,,Tanque,,1.32,1.20,1.50,1.68,6.15,5.93,4.72,8.84
12/05/2025 10:34 p. m.,Ordeño,08:45,14.17,3,,,,,0,,0.72,0.78,0.90,1.20,0,0,0,0,4.44,4.79,4.74,4.53,VMS 3,,Tanque,,1.44,1.20,1.26,1.50,3.77,3.52,1.91,4.97
13/05/2025 03:59 a. m.,Ordeño,08:49,13.43,1,,,,,0,,0.66,0.72,0.72,1.02,0,0,0,0,4.55,4.90,4.81,4.64,VMS 3,,Tanque,,1.14,1.14,1.02,1.44,3.38,3.42,1.85,4.78
13/05/2025 12:50 p. m.,Ordeño,14:22,21.84,2,,,,,0,,0.90,0.84,0.90,1.14,0,0,0,0,4.94,5.19,4.96,4.88,VMS 3,,Tanque,,1.38,1.26,1.32,1.80,5.59,5.18,3.83,7.24
13/05/2025 06:53 p. m.,Ordeño,09:34,16.47,3,,,,,0,,0.78,0.78,0.90,1.08,0,0,0,0,4.76,4.97,4.85,4.71,VMS 3,,Tanque,,1.26,1.14,1.26,1.38,3.87,3.92,2.37,6.31
13/05/2025 11:02 p. m.,Ordeño,08:06,10.71,4,,,,,0,,0.54,0.78,0.60,1.08,0,0,0,0,4.82,5.11,4.85,4.78,VMS 3,,Tanque,,0.96,1.20,1.14,1.50,2.71,2.73,1.14,4.13
14/05/2025 09:09 a. m.,Ordeño,11:53,26.24,1,,TD,,,0,,0.78,0.78,1.02,1.08,0,0,0,0,5.16,5.33,5.15,5.13,VMS 3,,Tanque,,1.14,1.26,1.32,1.32,6.42,6.03,4.86,8.93
14/05/2025 03:01 p. m.,Ordeño,07:56,16.19,2,,,,,0,,0.90,0.84,0.96,1.14,0,0,0,0,4.83,5.08,4.93,4.73,VMS 3,,Tanque,,1.26,1.26,1.50,1.62,4.21,3.79,2.38,5.81
14/05/2025 07:58 p. m.,Ordeño,08:59,12.20,3,,,,,0,,0.72,0.84,0.96,1.08,0,0,0,0,4.69,5.01,4.95,4.71,VMS 3,,Tanque,,1.14,1.14,1.44,1.50,3.30,2.74,2.20,3.96
15/05/2025 02:04 a. m.,Ordeño,10:18,13.10,1,,,TI,TI,0,,0.78,0.78,0.00,1.08,0,0,0,0,4.70,5.01,0.00,4.78,VMS 3,,Tanque,,1.20,1.08,0.00,1.50,3.71,3.86,0.00,5.53
15/05/2025 10:10 a. m.,Ordeño,10:18,16.46,2,,,TI,TI,0,,0.84,0.78,0.00,1.14,0,0,0,0,4.83,5.01,0.00,4.78,VMS 3,,Tanque,,1.26,1.50,0.00,1.50,4.82,4.65,0.00,6.99
15/05/2025 05:15 p. m.,Ordeño,09:44,23.25,3,,,,,0,,0.78,0.84,1.20,1.14,0,0,0,0,5.00,5.21,5.29,5.06,VMS 3,,Tanque,,1.20,1.32,1.68,1.74,4.41,4.40,8.13,6.31
15/05/2025 11:08 p. m.,Ordeño,07:44,16.06,4,,,,,0,,0.72,0.78,0.96,1.08,0,0,0,0,4.53,4.96,4.70,4.77,VMS 3,,Tanque,,1.44,1.14,1.32,1.50,2.85,3.68,3.83,5.70
16/05/2025 03:42 a. m.,Ordeño,10:54,13.87,1,,,,,0,,0.72,0.72,0.78,1.02,0,0,0,0,4.69,4.96,4.68,4.70,VMS 3,,Tanque,,1.32,1.14,1.14,1.50,4.47,3.08,1.82,4.50
16/05/2025 10:41 a. m.,Ordeño,09:16,19.19,2,,,,,0,,0.78,0.72,1.02,1.20,0,0,0,0,4.89,5.16,4.87,5.04,VMS 3,,Tanque,,1.20,1.14,1.44,1.56,4.54,4.51,3.48,6.66
16/05/2025 07:03 p. m.,Ordeño,11:27,20.47,3,,,,,0,,0.84,0.78,0.90,1.20,0,0,0,0,5.00,5.16,4.87,4.94,VMS 3,,Tanque,,1.32,1.14,1.32,1.62,5.15,4.51,3.65,7.16
16/05/2025 11:34 p. m.,Ordeño,09:57,12.12,4,,,,,0,,0.66,0.66,0.78,1.02,0,0,0,0,4.22,4.73,4.62,4.65,VMS 3,,Tanque,,1.08,1.02,1.26,1.50,3.27,2.81,1.94,4.10
17/05/2025 08:25 a. m.,Ordeño,11:39,21.67,1,,,,,0,,0.72,0.78,0.84,1.14,0,0,0,0,4.59,4.86,4.58,4.66,VMS 3,,Tanque,,1.20,1.20,1.38,1.50,5.18,4.86,3.87,7.76
17/05/2025 05:26 p. m.,Ordeño,10:52,23.05,2,,,,,0,,0.78,0.72,0.96,1.14,0,0,0,0,4.82,4.98,4.83,4.94,VMS 3,,Tanque,,1.38,1.08,1.32,1.50,5.65,5.58,4.17,7.65
17/05/2025 11:31 p. m.,Ordeño,10:07,16.74,3,,TD,,,0,,0.78,0.66,0.84,1.08,0,0,0,0,4.60,4.78,4.72,4.73,VMS 3,,Tanque,,1.32,1.14,1.32,1.50,4.13,3.93,2.92,5.76
18/05/2025 04:16 a. m.,Ordeño,09:24,11.73,1,,,,,0,,0.60,0.72,0.78,1.02,0,0,0,0,4.76,4.86,4.85,4.83,VMS 3,,Tanque,,0.96,1.44,1.14,1.44,2.83,2.59,2.04,4.27
18/05/2025 01:59 p. m.,Ordeño,10:19,24.45,2,,,,,0,,0.90,0.78,1.08,1.20,0,0,0,0,5.00,5.19,4.94,4.90,VMS 3,,Tanque,,1.38,1.14,1.44,1.56,6.06,5.55,4.44,8.40
18/05/2025 06:06 p. m.,Ordeño,08:25,11.04,3,,,,,0,,0.60,0.72,0.78,1.08,0,0,0,0,4.40,4.80,4.75,4.55,VMS 3,,Tanque,,1.08,1.14,1.20,1.50,2.98,2.60,1.77,3.69
19/05/2025 12:04 a. m.,Ordeño,08:26,14.83,1,,,,,0,,0.60,0.66,0.84,1.02,0,0,0,0,4.66,4.99,4.87,4.91,VMS 3,,Tanque,,0.96,1.08,1.26,1.38,3.39,3.44,2.55,5.45
19/05/2025 09:25 a. m.,Ordeño,10:30,24.28,2,,DI,,,0,,0.78,0.78,0.96,1.14,0,0,0,0,5.13,5.31,5.08,5.19,VMS 3,,Tanque,,1.38,1.32,1.50,1.62,5.98,5.47,4.70,8.13
19/05/2025 06:09 p. m.,Ordeño,11:17,21.41,3,,TD,,,0,,0.78,0.84,0.90,1.08,0,0,0,0,4.93,5.34,4.95,5.09,VMS 3,,Tanque,,1.26,1.26,1.32,1.50,5.60,4.68,4.35,6.78
19/05/2025 11:44 p. m.,Ordeño,09:16,18.61,4,,,,,0,,0.66,0.78,0.90,1.08,0,0,0,0,4.79,5.13,4.73,5.05,VMS 3,,Tanque,,0.96,1.14,1.26,1.56,4.14,4.50,2.92,7.05
20/05/2025 03:14 a. m.,Ordeño,08:09,7.30,1,,,TI,TI,0,,0.72,0.78,0.00,1.02,0,0,0,0,4.85,5.00,0.00,4.91,VMS 3,,Tanque,,1.08,1.14,0.00,1.38,2.59,1.63,0.00,3.08
20/05/2025 09:33 a. m.,Ordeño,08:34,17.02,2,,,,,0,,0.60,0.78,1.02,1.08,0,0,0,0,4.92,5.34,5.08,5.03,VMS 3,,Tanque,,1.08,1.14,1.38,1.44,3.40,3.71,4.79,5.12
20/05/2025 06:02 p. m.,Ordeño,10:59,22.42,3,,,,,0,,0.84,0.72,1.02,1.14,0,0,0,0,5.13,5.40,4.93,5.17,VMS 3,,Tanque,,1.26,1.14,1.50,1.50,5.24,5.10,4.53,7.55
20/05/2025 11:54 p. m.,Ordeño,09:56,13.60,1,,,,,0,,0.54,0.66,0.72,1.02,0,0,0,0,4.58,4.92,4.70,4.82,VMS 3,,Tanque,,0.78,1.08,1.20,1.38,3.74,3.15,1.89,4.82
21/05/2025 08:33 a. m.,Ordeño,10:46,25.00,2,,,,,0,,0.78,0.72,0.96,1.14,0,0,0,0,4.93,5.25,4.95,5.04,VMS 3,,Tanque,,1.50,1.08,1.32,1.56,5.62,5.67,5.10,8.61
21/05/2025 05:28 p. m.,Ordeño,10:23,20.40,3,,,,,0,,0.78,0.78,0.96,1.14,0,0,0,0,4.71,5.19,4.85,4.94,VMS 3,,Tanque,,1.44,1.14,1.38,1.68,5.27,4.43,3.93,6.77
21/05/2025 10:54 p. m.,Ordeño,10:02,9.85,4,,,TD,TD,0,,0.66,0.72,0.78,0.00,0,0,0,0,4.25,4.71,4.54,0.00,VMS 3,,Tanque,,1.14,1.20,1.14,0.00,3.49,3.53,2.83,0.00
22/05/2025 05:38 a. m.,Ordeño,11:17,20.92,1,,,,,0,,0.72,0.66,0.84,1.14,0,0,0,0,4.73,5.00,4.87,5.03,VMS 3,,Tanque,,1.08,1.14,1.32,1.86,4.03,3.76,2.77,10.36
22/05/2025 12:32 p. m.,Ordeño,08:44,16.03,2,,"DI,TD",,,0,,0.84,0.72,0.96,1.14,0,0,0,0,5.05,5.32,4.90,4.96,VMS 3,,Tanque,,1.56,1.14,1.38,1.50,3.56,3.61,3.92,4.94
22/05/2025 06:09 p. m.,Ordeño,09:32,16.64,3,,,,,0,,0.78,0.60,0.78,0.96,0,0,0,0,4.86,5.13,4.77,4.94,VMS 3,,Tanque,,1.20,1.08,1.14,1.32,4.66,3.69,2.52,5.77
22/05/2025 10:42 p. m.,Ordeño,10:47,6.92,4,,,TD,TD,0,,0.60,0.72,0.72,0.00,0,0,0,0,4.86,5.13,4.84,0.00,VMS 3,,Tanque,,0.90,1.20,1.08,0.00,2.68,2.58,1.66,0.00
23/05/2025 06:17 a. m.,Ordeño,13:00,24.28,1,,,,,0,,0.66,0.66,1.02,1.08,0,0,0,0,5.00,5.47,4.99,5.31,VMS 3,,Tanque,,1.08,1.14,1.38,1.50,4.98,4.41,4.64,10.25
23/05/2025 12:19 p. m.,Ordeño,08:15,14.84,2,,,,,0,,0.72,0.72,0.84,1.08,0,0,0,0,4.86,5.14,4.93,4.90,VMS 3,,Tanque,,1.62,1.20,1.20,1.44,3.35,3.26,2.81,5.42
23/05/2025 04:25 p. m.,Ordeño,08:36,12.09,3,,DD,,,0,,0.60,0.72,0.90,0.96,0,0,0,0,4.78,5.07,4.85,4.86,VMS 3,,Tanque,,1.08,1.38,1.32,1.50,3.46,1.82,2.16,4.65
23/05/2025 10:12 p. m.,Ordeño,08:18,14.08,4,,,,,0,,0.66,0.72,0.84,1.08,0,0,0,0,4.78,5.27,4.83,4.95,VMS 3,,Tanque,,1.02,1.20,1.32,1.50,3.40,3.89,2.48,4.31
24/05/2025 05:22 a. m.,Ordeño,10:55,16.08,1,,TD,,,0,,0.66,0.60,0.72,0.90,0,0,0,0,4.65,5.13,4.63,4.94,VMS 3,,Tanque,,1.08,0.96,1.08,1.26,3.70,3.51,3.86,5.01
24/05/2025 01:45 p. m.,Ordeño,11:35,21.93,2,,,,,0,,0.78,0.78,0.84,1.02,0,0,0,0,5.12,5.41,4.72,5.12,VMS 3,,Tanque,,1.26,1.08,1.20,1.38,5.35,4.90,4.51,7.17
24/05/2025 10:55 p. m.,Ordeño,11:53,21.81,3,,,,,0,,0.78,0.66,0.84,1.08,0,0,0,0,4.84,5.20,4.70,4.88,VMS 3,,Tanque,,1.20,1.02,1.26,1.50,5.48,4.58,3.99,7.76
25/05/2025 10:36 a. m.,Ordeño,14:37,29.08,1,,,,,0,,0.72,0.66,0.96,1.14,0,0,0,0,4.88,5.48,4.91,5.16,VMS 3,,Tanque,,1.20,1.08,1.32,1.50,5.04,6.97,6.31,10.76
25/05/2025 05:31 p. m.,Ordeño,10:42,16.98,2,,DI,,,1,,0.84,0.60,0.66,1.02,0,0,0,0,5.03,5.14,4.52,4.60,VMS 3,,Tanque,,1.56,1.02,1.02,1.50,3.94,3.74,2.97,6.33
26/05/2025 01:13 a. m.,Ordeño,12:35,21.38,1,,,,,0,,0.78,0.60,0.78,1.08,0,0,0,0,4.88,5.06,4.79,4.83,VMS 3,,Tanque,,1.32,0.90,1.14,1.56,6.54,3.85,3.91,7.08
26/05/2025 05:23 a. m.,Ordeño,08:20,12.92,2,,,,,0,,0.72,0.60,0.90,0.90,0,0,0,0,3.99,4.72,4.49,4.75,VMS 3,,Tanque,,1.14,1.20,1.20,1.32,3.63,2.18,2.91,4.20
26/05/2025 11:43 a. m.,Ordeño,11:15,12.25,3,,,TI,TI,1,,0.54,0.66,0.00,0.90,0,0,0,0,4.63,5.31,0.00,4.99,VMS 3,,Tanque,,0.96,1.02,0.00,1.38,3.35,3.76,0.00,5.14
26/05/2025 05:19 p. m.,Ordeño,09:15,17.59,4,,,,,0,,0.66,0.66,0.90,1.02,0,0,0,0,4.67,5.11,5.08,5.17,VMS 3,,Tanque,,1.14,1.08,1.56,1.50,3.54,3.08,5.64,5.33
27/05/2025 01:38 a. m.,Ordeño,10:25,22.55,1,,,,,0,,0.72,0.66,0.84,1.08,0,0,0,0,5.00,5.35,4.80,5.15,VMS 3,,Tanque,,1.20,1.14,1.32,1.56,5.04,4.67,5.31,7.53
27/05/2025 07:37 a. m.,Ordeño,07:49,8.49,2,,,"DI,TI",,1,DI,0.66,0.66,0.54,0.84,0,0,0,0,6.53,5.46,4.65,5.67,VMS 3,,Tanque,,0.96,1.02,1.08,1.32,1.67,1.98,1.40,3.44
27/05/2025 03:15 p. m.,Ordeño,10:30,6.12,3,,,Todos,DI,1,,0.00,0.60,0.84,0.60,0,0,0,0,0.00,5.29,5.00,5.23,VMS 3,,Tanque,,0.00,1.14,1.26,1.08,0.00,1.78,1.49,2.85
27/05/2025 08:09 p. m.,Ordeño,12:41,3.37,4,,,Todos,,1,"DI,TI",1.20,0.30,0.54,0.36,0,0,0,0,10.25,5.02,5.57,4.12,VMS 3,,Tanque,,1.80,0.72,0.96,1.08,1.68,0.40,0.53,0.76
28/05/2025 01:55 a. m.,Ordeño,09:12,6.06,1,,,"DI,DD,TD",,1,DI,0.42,0.54,0.72,0.66,0,0,0,0,10.05,5.08,5.08,4.93,VMS 3,,Tanque,,0.72,0.96,1.50,1.08,0.42,0.96,2.05,2.63
28/05/2025 09:46 a. m.,Ordeño,08:29,9.32,2,,,DI,,1,DI,0.30,0.54,0.78,0.96,0,0,0,0,9.92,5.15,4.95,4.91,VMS 3,,Tanque,,0.54,0.90,1.14,1.26,0.39,2.56,2.39,3.98
28/05/2025 02:42 p. m.,Ordeño,07:13,6.68,3,,,"DI,DD",,1,DI,0.36,0.42,0.66,0.96,0,0,0,0,9.11,4.87,5.07,5.15,VMS 3,,Tanque,,0.72,0.78,1.14,1.56,0.61,1.33,1.85,2.89
28/05/2025 11:00 p. m.,Ordeño,08:32,13.18,4,,,DI,,1,DI,0.66,0.72,0.72,1.14,0,0,0,0,8.91,5.90,5.42,5.76,VMS 3,,Tanque,,1.02,1.08,1.14,1.50,1.33,3.07,2.85,5.93
29/05/2025 12:47 a. m.,Rechazada,00:00,,,,,,,,,,,,,,,,,,,,,VMS 3,,,,,,,,,,,
29/05/2025 05:52 a. m.,Ordeño,10:28,12.91,1,,TD,DI,,1,DI,0.54,0.60,0.84,1.02,0,0,0,0,8.17,5.71,5.35,5.41,VMS 3,,Tanque,,0.84,0.96,1.26,1.50,1.14,2.86,3.77,5.14
29/05/2025 09:38 a. m.,Ordeño,07:04,7.12,2,,,DI,,1,DI,0.36,0.54,0.72,0.90,0,0,0,0,7.30,5.72,5.19,5.58,VMS 3,,Tanque,,0.66,0.96,1.08,1.32,0.58,1.74,1.60,3.20
29/05/2025 03:57 p. m.,Ordeño,13:11,12.49,3,,TI,,,1,DI,0.48,0.72,0.78,1.14,0,0,0,0,7.04,5.57,5.08,5.25,VMS 3,,Tanque,,1.14,1.20,1.86,1.98,1.82,3.00,2.75,4.92
30/05/2025 01:13 a. m.,Ordeño,10:33,18.33,1,,,,,1,DI,0.66,0.72,0.84,1.08,0,0,0,0,6.68,5.66,5.05,5.40,VMS 3,,Tanque,,1.08,1.02,1.20,1.44,2.83,4.13,4.88,6.49
30/05/2025 10:44 a. m.,Ordeño,11:16,22.58,2,,,,,1,DI,0.78,0.72,0.84,1.14,0,0,0,0,6.40,5.59,5.07,5.25,VMS 3,,Tanque,,1.32,1.02,1.32,1.62,3.28,5.36,5.26,8.68
30/05/2025 07:29 p. m.,Ordeño,10:37,18.94,3,,,,,1,DI,0.78,0.72,0.84,1.08,0,0,0,0,6.11,5.34,4.87,4.71,VMS 3,,Tanque,,1.20,1.02,1.32,1.50,3.33,4.25,3.79,7.57
31/05/2025 03:37 a. m.,Ordeño,09:46,18.05,1,,,,,1,DI,0.66,0.72,0.72,1.14,0,0,0,0,5.56,5.20,4.81,4.80,VMS 3,,Tanque,,0.96,1.08,1.08,1.62,2.85,4.86,3.74,6.60
